Identifier 	HCC_06	NNL_05	NNL_02	NNL_03	NNL_01	NNL_04	HCC_10	HCC_14	SK_TC_1	SK_TC_2	SK_SC_1	SK_SC_2	HUH7_TC_1	HUH7_TC_2	HUH7_Ortho_1	HUH7_SC_1	HUH7_SC_2	HUH7_SC_3	H3B_TC_1	H3B_TC_2	H3B_Ortho_3	H3B_SC_1	H3B_SC_2	H3B_Ortho_1	H3B_Ortho_2	
NM_002388	1.72	3.91	1.71	1.28	2.86	1.6	6.43	2.76	15.45	5.9	12.04	11.46	174.69	77.66	12.64	17.08	27.61	27.39	38.6	45.43	21.65	20.97	27.72	25.02	14.27	
NM_001679	10.7	3.62	1.23	2.33	1.51	1.84	5.38	2.44	19.16	13.51	9.62	10.2	246.47	62.93	8.25	10.78	25.19	19.85	22.91	43.97	28.24	28.38	43.07	21.05	16.61	
NM_001673	0.7	0.57	0.35	1.83	1.13	0.21	2.71	0.45	12.98	23.82	8.49	10.1	35.98	24.44	20.8	18.02	18.56	22.78	48.95	100.38	31.07	19.88	28.68	15.8	23.66	
NM_001823	8.19	2.71	1.44	1.24	1.54	0.9	4.04	0.62	4.21	4.04	2.38	4.43	30.53	58.38	35.31	37.2	47.24	65.08	42.92	73.85	58.32	27.89	34.07	36.73	46.91	
NM_003600	7.37	0.71	0.61	0.83	0.94	0.75	3.53	0.78	5.37	2.64	5.66	6.27	32.26	37.49	8.47	10.79	22.26	17.17	41.42	68.67	128.86	67.75	84.14	49.42	48.68	
NM_005030	0.75	0.84	1.97	1.79	0.82	0.82	2.75	1.03	5.04	5.63	5.75	3.61	28.49	110.01	8.57	20.54	44.1	53.86	78.98	30.32	10.04	6.71	7.19	47.67	16.86	
NM_004577	1.41	2.6	2.18	4.3	1.38	1.84	7.56	0.62	4.34	3.81	10.08	7.99	60.47	39.27	24.64	25.19	38.93	39.81	41.34	46.76	25.09	36.62	30.39	36.34	34.09	
NM_001237	1.52	0.59	1.34	2.27	0.55	1.2	3.46	0.64	5.24	2.92	7.33	7.43	54.05	55.7	16.12	17.32	34.45	34.49	25.07	31.01	20.08	14.98	32.96	22.72	11.38	
NM_002358	1.84	2.66	1.76	2.33	0.93	1.24	5.92	0.46	2.6	2.44	6.88	7.99	59.12	49.98	11.15	16.28	23.49	23.7	26.44	18.04	17.11	16.38	15.47	21.15	9.86	
NM_001255	0.78	1.8	0.84	0.63	0.4	0.54	1.67	1.09	7.49	6.98	7.38	6.2	63.26	52.5	10.96	12.18	24.57	17.29	23.0	26.22	11.9	8.73	10.57	13.46	7.44	
NM_014501	3.03	1.17	1.7	1.42	1.62	0.32	2.84	2.54	16.76	11.36	12.9	12.06	90.28	68.86	14.88	15.16	29.79	28.74	17.72	19.04	9.37	10.94	13.61	13.38	8.38	
NM_005915	3.32	4.5	1.38	2.37	1.34	1.2	3.83	1.5	8.81	4.27	4.74	5.37	53.62	41.26	8.6	10.09	19.17	19.22	24.64	22.49	14.2	16.18	14.81	17.45	9.01	
NM_003504	1.55	1.72	2.54	1.42	1.65	0.39	3.03	1.27	3.15	1.1	5.32	6.42	65.16	42.07	9.08	10.38	16.02	17.88	16.85	14.97	5.84	11.7	12.27	12.41	5.68	
NM_007194	6.34	3.78	1.04	2.14	1.24	3.68	5.63	3.7	8.72	11.55	4.77	5.97	19.32	21.27	4.0	4.99	7.11	10.77	27.3	46.9	20.32	75.02	51.98	45.62	34.32	
NM_000214	4.64	5.44	3.98	2.56	0.77	1.56	3.57	3.91	1.2	2.28	2.97	3.51	56.75	17.76	2.66	4.56	2.98	2.95	18.98	20.54	4.9	21.92	11.65	10.04	9.86	
NM_002395	5.02	6.57	3.94	3.47	2.33	3.58	67.42	12.35	17.33	33.51	6.33	7.83	86.15	69.56	11.99	10.86	17.84	17.24	25.44	27.87	32.54	17.12	17.17	16.49	13.41	
NM_004318	2.96	9.51	6.06	1.81	5.35	2.84	130.86	5.04	12.32	8.48	5.44	5.98	68.78	43.03	5.2	9.56	16.65	14.69	24.75	54.42	39.39	42.54	58.49	29.53	25.56	
NM_002130	6.78	4.2	8.13	18.23	5.36	17.54	70.15	6.33	12.44	9.05	6.8	6.03	33.79	70.91	5.59	17.02	26.51	23.3	29.23	23.21	8.83	7.64	11.13	19.32	11.79	
NM_003129	13.7	2.83	3.63	11.26	1.97	8.07	68.09	2.59	20.86	22.07	8.67	9.82	38.59	43.03	7.64	11.32	19.65	13.5	30.06	33.43	14.67	17.69	19.34	16.06	13.84	
NM_004265	1.57	2.03	1.36	3.85	1.22	0.86	30.33	2.38	10.08	22.54	6.22	5.81	115.62	119.17	11.03	18.79	33.3	31.89	8.96	10.96	18.64	4.96	8.7	16.93	12.57	
NM_003073	1.8	5.97	4.4	0.89	0.88	5.08	4.71	4.65	12.51	16.36	6.61	6.0	57.45	33.0	12.98	15.11	21.89	27.21	21.36	13.3	10.96	6.79	6.81	10.61	8.15	
NM_002210	4.82	8.45	4.24	4.54	1.29	2.47	7.24	4.36	16.86	19.62	6.57	6.15	96.78	47.29	4.86	6.33	9.12	10.44	17.33	15.38	10.99	11.91	13.24	7.09	4.69	
NM_006876	3.99	1.35	4.86	5.96	2.27	4.39	5.7	3.44	10.79	6.57	3.27	2.94	84.28	62.88	18.4	20.69	38.81	26.49	13.96	16.16	15.16	11.02	12.21	7.31	7.39	
NM_001923	4.66	5.44	6.95	3.54	3.37	3.6	6.24	7.01	20.81	14.86	4.81	4.35	41.65	60.9	15.07	18.79	38.27	34.51	15.46	20.6	13.95	11.77	19.15	22.89	15.8	
NM_022066	6.28	3.61	4.26	6.7	3.12	4.61	9.24	9.39	20.09	21.74	7.9	15.03	57.47	55.01	16.36	21.41	29.91	31.74	11.16	17.98	14.15	19.74	16.88	16.91	13.85	
NM_006048	4.86	7.35	6.17	7.81	4.69	6.14	9.22	12.22	11.01	12.16	6.26	8.59	46.55	62.33	12.8	19.33	31.12	33.94	13.08	14.64	15.0	13.93	11.16	11.42	8.88	
NM_000270	12.54	8.45	15.26	15.99	6.74	7.96	7.78	2.77	11.55	8.24	8.78	10.66	72.19	28.73	5.5	4.37	9.07	8.86	13.7	8.83	5.55	7.66	8.79	6.75	6.18	
NM_004969	6.55	5.26	6.11	1.98	3.42	4.03	5.85	1.34	6.35	6.14	3.57	3.51	55.84	12.69	2.37	3.96	9.22	7.06	7.61	8.7	12.93	8.62	10.03	8.5	7.0	
NM_014452	7.65	7.49	5.17	4.69	3.99	2.65	9.46	0.68	5.46	4.89	22.04	19.34	93.92	39.96	8.29	10.32	20.18	21.51	13.58	13.86	26.02	18.68	23.97	14.98	30.07	
NM_014614	11.59	6.25	10.26	6.64	4.93	5.52	6.89	10.07	5.33	4.36	4.48	4.44	61.78	27.93	7.41	7.58	14.27	13.83	21.42	26.87	24.99	21.48	20.23	19.2	13.53	
NM_000249	9.06	7.37	3.83	5.68	5.84	7.66	7.37	5.88	4.53	6.6	5.88	8.15	132.94	33.14	7.22	8.93	17.29	17.41	14.32	11.29	15.76	9.93	11.12	10.92	10.33	
NM_000785	7.34	5.45	2.25	2.65	5.46	3.63	8.8	3.71	9.43	12.88	7.2	7.25	92.39	22.63	10.17	13.51	24.82	22.02	14.08	15.75	21.59	13.3	14.01	13.5	10.3	
NM_014757	6.1	7.08	5.97	2.68	5.4	4.56	8.1	7.42	6.44	10.45	9.09	11.19	68.34	33.59	8.16	14.76	24.49	24.58	13.73	13.07	19.82	15.57	14.42	20.01	15.17	
NM_002946	3.43	6.45	6.07	6.12	6.12	6.79	4.39	11.49	11.02	9.71	9.31	8.46	53.66	35.71	5.59	8.55	16.15	16.89	14.91	14.43	12.81	9.41	12.18	11.34	6.95	
NM_003659	7.85	2.98	3.97	4.64	4.29	7.37	7.61	6.14	11.13	12.96	7.21	6.04	57.01	21.94	12.33	10.36	25.72	20.06	17.06	26.47	9.93	13.72	14.24	11.61	8.93	
NM_004301	11.36	6.8	4.98	4.96	3.46	6.08	7.12	8.23	9.43	6.99	8.84	9.13	82.85	65.55	13.58	20.03	31.92	31.38	22.91	20.79	10.21	8.73	10.68	7.81	6.32	
NM_000402	1.98	0.61	1.82	1.9	2.96	2.25	6.47	1.87	30.67	54.4	11.48	11.05	11.25	63.2	4.77	6.7	8.72	8.23	47.76	41.68	8.6	10.11	14.59	40.61	17.38	
NM_001444	3.65	0.59	2.28	1.97	2.42	3.83	5.32	4.11	41.25	57.4	14.12	16.92	40.9	41.4	13.12	15.47	15.78	16.75	20.09	29.23	44.1	20.96	33.13	20.04	9.29	
NM_002628	1.47	1.75	2.21	2.74	3.1	4.16	0.97	1.89	58.89	62.67	13.14	11.0	32.98	44.19	4.46	6.35	13.23	10.0	17.05	24.47	20.26	9.49	11.21	8.86	6.41	
NM_002004	14.69	1.51	12.27	6.45	1.73	8.13	17.79	8.11	71.29	71.13	22.35	18.02	89.1	84.77	11.38	12.27	23.83	19.09	66.15	93.14	16.4	25.38	38.5	35.31	23.12	
NM_014604	4.66	7.46	6.02	1.53	3.55	6.16	1.45	5.24	91.53	29.83	22.06	19.4	39.23	29.39	4.38	7.85	12.39	12.37	89.11	40.22	35.27	18.16	19.25	51.61	34.53	
NM_001415	9.72	4.7	8.84	1.05	1.85	2.14	6.83	9.15	33.29	5.12	10.99	9.23	29.95	54.7	15.64	17.2	30.55	29.77	31.28	60.47	31.03	40.02	43.3	43.79	32.33	
NM_005789	13.8	7.97	6.3	1.47	5.21	6.66	12.61	11.59	22.23	19.34	12.34	13.96	56.54	32.8	9.24	10.02	25.67	17.0	32.01	35.61	20.01	34.42	36.74	27.93	21.75	
NM_002047	7.54	2.8	3.98	2.06	2.3	3.47	7.37	5.99	30.93	23.82	17.77	14.47	97.1	27.7	15.01	13.89	21.55	22.92	45.24	77.94	41.51	42.29	62.43	31.23	40.82	
NM_003132	8.28	6.51	5.47	2.25	3.57	4.09	7.2	8.8	48.03	30.35	12.13	14.47	101.77	49.25	12.4	18.91	42.8	35.92	30.4	39.26	36.02	30.49	28.37	36.98	27.83	
NM_003721	5.6	7.61	3.4	4.08	2.79	3.03	7.83	10.41	22.44	24.32	12.37	13.51	62.7	56.35	11.41	14.97	23.43	23.8	36.37	37.87	42.46	51.77	45.8	46.25	38.31	
NM_004199	2.46	6.81	2.72	3.95	2.32	2.28	18.71	14.37	38.65	53.32	23.97	39.64	26.61	28.24	4.11	5.58	7.24	8.75	15.07	22.58	30.55	23.81	27.59	20.43	33.64	
NM_138793	9.99	7.62	6.22	10.85	3.62	5.42	10.21	9.01	69.43	39.19	23.49	31.94	48.06	40.2	10.2	12.84	17.55	14.8	18.71	29.38	22.5	25.12	26.08	14.36	13.82	
NM_012088	5.66	11.34	11.62	11.42	3.26	6.22	13.21	16.28	81.26	66.26	15.49	12.27	22.52	38.24	8.36	10.81	16.87	15.42	20.02	36.34	45.92	35.29	39.79	31.97	30.44	
NM_005902	25.75	7.51	7.28	4.87	4.57	7.25	4.22	4.79	25.98	65.25	5.62	9.4	11.37	9.17	3.0	4.58	6.49	9.08	13.79	14.9	16.2	26.22	24.69	19.11	19.71	
NM_000714	4.87	5.15	3.36	5.4	3.31	3.79	5.52	3.94	73.19	62.28	26.74	21.19	4.09	15.48	2.42	6.47	5.02	2.94	9.4	18.97	15.58	16.88	16.25	15.06	13.01	
NM_002205	6.68	7.44	8.03	8.41	5.88	5.1	6.45	11.99	45.48	28.14	55.2	38.4	8.32	8.89	5.11	7.51	3.85	3.93	17.25	24.61	12.49	12.02	23.06	18.66	23.44	
NM_003870	3.46	9.41	6.12	3.49	8.2	3.8	5.48	6.97	55.76	45.21	30.25	34.38	19.71	25.81	5.51	6.28	11.94	6.3	14.34	20.71	8.9	26.3	26.36	26.69	16.47	
NM_053056	6.21	14.18	11.69	4.43	5.55	10.74	4.39	15.37	21.51	25.35	21.8	18.57	16.39	58.09	8.25	13.54	24.97	25.24	14.3	8.95	4.26	6.77	12.75	20.78	12.41	
NM_001627	7.79	10.97	9.31	5.02	5.29	8.35	8.98	10.74	42.49	61.04	36.11	70.79	22.2	15.68	9.49	16.84	24.41	24.1	26.26	25.21	10.42	18.09	19.09	10.13	12.33	
NM_005572	13.04	6.24	9.82	7.97	5.19	5.97	11.15	5.94	50.03	62.14	33.31	29.1	9.2	12.56	11.89	13.66	14.96	19.47	12.6	8.91	6.78	11.72	16.23	28.04	18.61	
NM_000985	3.6	9.21	10.94	3.93	3.49	11.57	3.09	20.3	34.89	54.29	5.03	7.91	21.35	30.25	12.17	11.74	22.79	20.9	17.63	23.82	28.3	12.84	20.09	13.62	11.69	
NM_018290	4.01	13.06	11.6	5.9	5.44	5.13	11.9	56.07	12.03	15.18	8.0	14.51	20.03	24.54	5.21	5.47	10.15	10.63	15.85	16.05	8.16	14.65	16.02	10.99	8.77	
NM_002994	1.6	10.85	2.59	1.91	2.12	1.71	0.58	0.63	32.12	96.57	9.0	18.75	177.02	83.91	0.62	0.52	1.16	1.0	77.79	121.73	4.88	69.91	71.73	30.62	22.88	
NM_001511	7.71	7.35	12.57	13.95	16.0	6.66	2.36	0.84	644.59	689.5	96.03	83.73	90.95	20.38	0.95	0.88	1.17	0.34	17.47	31.59	3.03	39.61	30.57	7.1	15.45	
NM_000584	2.09	37.0	37.92	0.45	6.22	8.55	1.91	1.93	988.97	1725.23	186.13	145.04	169.15	12.66	1.6	2.12	0.34	0.89	81.9	108.21	4.07	105.14	103.7	34.84	50.73	
NM_002300	17.06	24.07	8.53	4.5	7.64	2.0	2.03	6.42	446.1	527.7	149.15	128.44	0.58	0.88	0.45	0.26	0.82	0.75	102.21	235.18	372.15	267.98	246.19	241.72	179.0	
NM_000381	17.68	3.54	1.85	1.87	2.17	1.98	9.06	4.14	8.96	23.72	16.45	21.34	4.13	2.82	0.57	0.52	1.21	0.92	22.68	39.12	56.76	77.3	112.83	88.2	64.46	
NM_002444	7.14	15.49	9.48	2.74	6.85	5.2	12.87	5.93	96.1	73.84	25.3	39.16	0.34	0.24	0.4	0.23	0.37	0.33	9.34	14.21	9.0	16.85	18.78	13.81	12.24	
NM_000247	6.59	8.99	8.78	6.9	2.38	2.69	7.35	10.64	54.78	50.38	21.08	30.4	3.3	5.06	2.68	3.38	0.87	2.24	19.99	29.18	18.15	13.6	17.75	9.85	7.92	
NM_001329	11.29	17.97	13.44	10.49	7.43	8.69	5.05	8.67	77.18	79.55	62.42	82.0	1.54	2.77	0.75	1.88	1.13	1.45	32.42	56.22	36.18	57.25	78.95	22.83	27.29	
NM_000311	3.91	13.03	14.17	11.67	12.82	15.71	6.89	3.09	114.6	56.32	46.2	69.96	1.54	1.59	2.43	0.85	1.51	1.57	14.31	22.31	16.94	23.36	25.55	14.5	14.37	
NM_006169	1149.51	311.18	573.33	196.32	958.16	337.69	29.95	18.88	118.58	244.33	115.19	165.39	1.25	1.74	1.53	0.95	1.02	1.06	8.16	22.07	0.62	41.95	27.14	128.41	20.76	
NM_002089	65.72	19.45	42.25	104.2	117.84	62.01	16.11	2.37	213.7	353.49	22.18	33.31	23.68	7.7	0.33	0.72	0.18	0.4	13.09	22.04	1.11	19.71	11.82	6.91	9.7	
NM_002127	30.12	43.14	30.97	30.65	49.32	44.16	116.24	15.97	61.72	62.89	19.85	73.09	8.72	5.01	1.75	1.23	1.22	0.86	11.08	9.59	0.84	1.02	1.81	5.65	2.51	
NM_001552	73.75	99.45	153.03	143.39	74.48	80.29	39.88	104.44	46.47	36.47	28.86	32.21	22.33	9.49	0.96	1.33	2.22	2.33	14.83	32.96	5.39	5.75	8.31	7.38	15.13	
NM_018234	25.94	50.4	53.02	55.81	63.27	68.67	15.24	34.23	25.54	28.2	23.73	34.39	4.11	2.55	1.9	1.67	3.66	2.06	7.0	8.01	3.64	8.39	5.97	6.7	7.01	
NM_000784	582.33	258.49	415.26	379.87	243.88	216.25	352.5	322.49	18.46	14.94	5.79	5.7	19.71	16.23	11.41	9.98	18.28	17.28	20.26	29.5	19.03	23.19	19.37	22.38	24.11	
NM_001752	224.2	90.92	276.24	233.09	133.31	154.53	107.57	198.04	11.12	11.89	3.99	4.52	25.82	28.35	9.52	9.7	20.74	15.86	33.7	26.69	18.24	23.9	21.93	20.46	29.02	
NM_016286	2019.99	434.74	512.11	828.19	390.88	416.49	295.73	436.45	22.99	24.1	8.32	12.35	53.71	71.87	16.2	25.94	45.02	43.04	29.94	32.36	41.58	35.43	38.21	43.09	46.14	
NM_004563	429.93	203.64	300.92	385.95	250.73	269.12	186.83	204.37	12.3	20.05	10.69	18.18	26.62	34.27	24.82	21.38	35.92	28.57	30.33	53.54	47.06	41.84	45.83	55.01	54.93	
NM_000019	294.54	81.0	278.32	145.69	123.22	189.35	57.11	82.89	30.94	37.13	10.64	14.35	20.14	17.62	5.79	6.4	12.05	10.4	28.63	52.86	106.73	79.47	86.44	104.74	84.17	
NM_000688	677.47	188.96	357.61	330.59	108.86	215.36	93.77	60.79	29.53	32.73	13.52	18.02	203.68	47.36	7.46	12.21	25.66	22.28	28.25	32.92	36.22	24.47	25.55	26.2	24.99	
NM_016282	443.96	214.84	284.24	222.05	222.89	222.7	107.57	215.89	39.15	50.46	21.63	26.69	59.0	54.31	13.45	18.9	26.49	31.06	108.24	69.67	42.48	37.3	36.74	35.34	44.36	
NM_005956	352.39	130.01	204.05	206.71	177.03	152.42	51.65	94.53	43.29	33.92	44.59	50.79	32.8	29.63	12.23	16.05	18.49	17.72	39.64	49.35	37.6	50.45	47.21	50.58	36.06	
NM_000274	413.21	16.08	116.81	50.07	72.15	58.81	18.63	5.9	33.79	49.78	18.3	24.18	36.05	37.63	23.58	21.1	47.18	38.27	41.46	59.23	116.08	84.06	112.26	131.19	90.95	
NM_004428	390.81	87.02	48.9	19.15	29.93	27.96	41.01	35.73	3.65	10.64	4.67	5.09	11.5	23.55	18.53	21.62	30.1	42.55	17.66	22.24	133.25	77.77	118.05	91.88	108.61	
NM_005749	215.78	32.21	42.79	22.65	11.04	53.4	52.9	48.78	12.85	15.36	11.17	11.09	25.3	31.09	25.99	24.98	33.86	32.62	17.17	26.29	48.05	41.22	61.11	25.31	33.31	
NM_003001	111.09	26.6	64.73	25.62	30.63	34.8	38.72	51.07	22.02	30.02	9.32	10.32	54.1	56.85	12.52	15.88	31.27	26.9	50.47	35.36	38.88	35.16	40.92	51.93	33.92	
NM_003922	97.37	37.92	55.35	53.68	50.05	45.58	65.91	37.52	17.68	24.72	9.69	11.18	35.89	45.26	7.5	11.47	21.53	18.88	31.76	36.42	33.31	30.66	34.19	26.29	31.35	
NM_000985	73.37	46.07	51.58	42.14	48.07	43.8	26.01	115.67	21.65	37.57	11.43	11.77	54.98	53.44	11.47	13.6	24.59	22.87	41.92	51.45	70.59	41.62	44.88	34.9	29.19	
NM_003002	107.99	42.75	80.63	64.89	52.73	64.7	27.84	72.48	19.6	29.79	11.07	13.58	41.65	32.13	7.23	9.6	17.52	14.86	32.02	39.35	46.65	46.92	54.0	55.3	43.98	
NM_012203	159.02	77.51	147.14	162.22	60.86	92.37	47.37	75.18	20.39	22.54	8.85	12.35	62.33	62.02	14.3	19.45	34.2	33.46	17.93	20.65	50.76	50.03	47.11	47.21	78.67	
NM_015907	123.16	51.35	65.46	64.06	66.23	62.68	47.55	60.81	16.85	18.77	16.22	18.28	85.35	59.03	25.5	27.11	46.64	38.43	26.72	27.62	19.32	28.04	29.85	33.09	22.23	
NM_007013	121.94	63.43	69.38	76.83	66.48	75.86	174.88	79.85	18.57	28.12	12.47	14.83	58.02	92.18	15.69	28.64	50.24	46.85	32.5	36.51	29.02	33.63	39.86	28.91	22.7	
NM_006441	55.82	34.58	66.25	53.92	48.79	60.4	23.26	81.13	5.93	7.11	5.61	5.84	38.96	25.49	9.05	11.08	25.22	18.08	24.31	24.7	27.41	28.47	40.47	23.47	27.39	
NM_006918	62.42	47.72	106.26	142.17	67.28	83.24	50.35	75.93	9.37	15.23	6.12	7.43	30.68	25.83	8.36	8.5	16.82	14.07	30.67	43.2	23.57	23.82	30.49	31.13	25.09	
NM_001001521	80.42	109.37	136.94	85.07	76.08	112.69	31.97	172.0	22.41	23.87	13.27	13.21	49.48	32.37	9.61	10.32	17.16	16.98	22.01	31.57	27.51	34.87	41.84	24.2	22.78	
NM_017750	140.03	74.33	77.58	72.87	70.57	77.79	62.09	55.93	22.9	23.59	9.34	16.96	33.23	19.22	8.45	12.71	20.31	22.23	23.05	24.81	27.63	40.38	34.17	52.07	42.08	
NM_000382	226.06	76.94	89.55	136.17	60.78	55.23	95.01	27.03	9.73	8.05	4.28	4.67	47.54	30.04	20.9	20.67	27.03	27.66	25.56	27.79	16.22	26.66	26.16	27.3	31.18	
NM_000048	152.67	46.63	68.46	79.22	48.11	57.75	15.22	28.71	20.69	11.69	6.94	9.78	55.03	57.19	21.81	28.81	41.61	38.83	17.68	24.02	8.22	27.2	32.06	25.86	33.23	
NM_000850	32.73	104.37	12.53	523.93	124.38	215.84	26.47	18.75	82.06	87.58	35.35	47.66	69.69	71.21	25.36	31.13	44.69	46.39	23.37	34.93	84.91	38.11	51.39	48.85	50.61	
NM_002979	92.32	156.0	243.31	242.24	165.25	181.17	127.03	166.14	24.81	37.04	15.25	17.16	164.21	104.39	27.45	44.63	73.27	85.59	55.11	73.26	81.71	52.31	62.26	56.16	50.89	
NM_002979	74.3	150.88	191.32	182.74	142.17	174.08	92.6	162.3	17.36	25.78	13.08	12.44	124.86	71.94	21.23	30.54	71.22	58.98	27.8	44.32	52.16	29.68	36.74	36.94	30.88	
NM_005896	59.37	52.47	104.05	147.27	82.69	117.13	52.56	52.58	25.17	23.8	12.77	16.92	212.66	242.48	43.1	56.2	95.24	78.37	97.35	124.65	57.15	63.11	66.25	67.69	55.87	
NM_002999	78.42	65.1	136.63	55.27	72.18	69.67	33.93	74.54	34.85	59.85	18.6	25.75	92.15	77.61	20.65	38.49	66.34	81.07	54.63	38.94	70.33	75.67	94.54	87.29	74.01	
NM_004493	219.51	104.47	94.91	103.33	91.65	105.7	47.98	111.13	43.49	64.12	37.77	42.82	95.08	110.96	33.13	38.05	79.18	78.08	54.48	65.92	87.24	74.31	91.38	98.78	77.47	
NM_024551	76.2	65.28	76.17	96.29	64.37	63.71	52.76	57.59	36.39	54.8	31.24	40.55	127.65	96.8	25.09	38.55	60.83	66.69	58.46	59.48	74.68	50.52	71.81	52.4	39.1	
NM_004546	93.89	66.65	87.33	81.44	77.68	74.21	44.95	111.86	58.13	80.74	47.13	48.07	106.83	97.63	24.66	33.72	69.9	61.83	75.44	79.39	109.76	56.7	57.63	46.77	44.17	
NM_000018	152.74	135.94	171.49	140.92	136.01	131.71	91.3	49.86	64.81	56.51	30.69	34.4	62.95	78.9	18.45	32.03	48.19	51.1	69.89	115.29	79.99	56.98	69.47	57.68	55.88	
NM_002633	250.85	90.95	197.45	190.56	136.53	157.01	111.91	93.69	40.73	48.13	18.56	23.0	83.32	94.56	39.74	55.89	83.4	107.58	23.73	40.82	97.96	61.39	57.29	45.81	49.81	
NM_004832	157.6	97.18	126.33	122.46	82.9	82.13	150.62	83.28	123.81	114.06	39.1	65.94	147.53	87.25	20.3	23.86	52.6	45.06	50.87	53.76	33.35	35.35	42.12	37.49	26.9	
NM_015917	148.42	139.87	181.21	133.56	105.58	119.96	99.06	327.19	57.89	64.09	31.09	31.2	95.23	87.88	21.64	32.8	72.96	64.51	30.76	42.38	44.68	42.85	53.53	49.23	39.65	
NM_006066	47.32	87.22	110.67	161.68	75.65	110.51	150.16	161.97	58.73	51.66	24.67	32.73	107.65	103.0	25.34	44.38	58.14	51.86	48.06	52.82	51.6	51.72	49.35	39.46	46.43	
NM_006808	89.63	43.64	39.09	45.77	43.72	52.04	68.64	56.78	26.88	29.51	20.61	20.79	92.9	71.21	23.88	29.94	63.94	50.59	74.44	99.94	144.78	142.66	194.51	97.71	86.04	
NM_004548	85.43	37.73	68.28	57.34	38.3	56.1	63.12	105.72	75.58	60.43	16.44	20.06	113.35	112.21	33.53	42.84	74.41	65.82	95.93	133.6	115.66	118.84	118.59	127.82	88.43	
NM_004255	69.07	37.9	33.6	39.2	36.17	31.92	36.61	94.62	59.34	53.15	20.24	32.08	149.03	115.22	25.32	36.42	54.38	47.85	86.78	86.51	83.51	75.44	80.5	79.22	76.6	
NM_005313	64.12	40.07	26.44	27.54	23.31	38.27	38.66	76.53	65.41	49.13	23.57	28.5	61.89	92.3	18.4	33.73	50.31	51.6	59.55	77.54	79.09	92.22	94.61	64.59	68.97	
NM_006003	80.04	32.43	39.97	39.34	34.76	38.61	29.93	51.2	58.77	59.56	28.45	30.58	103.33	104.31	26.32	33.52	61.07	48.97	64.84	86.9	85.28	81.15	86.46	77.58	65.17	
NM_006003	63.86	35.18	38.64	30.53	41.03	33.77	28.78	70.04	54.06	59.94	25.96	28.98	78.57	94.77	24.88	27.82	59.59	45.72	53.8	76.41	67.2	64.9	68.42	77.11	49.84	
NM_004539	75.66	45.0	28.58	23.95	30.63	29.57	60.74	62.32	41.98	58.65	31.52	42.06	97.63	87.1	32.88	32.4	70.41	62.67	97.48	143.35	110.18	58.97	83.28	71.01	53.4	
NM_005034	71.31	26.38	29.72	24.28	22.68	29.27	102.45	52.82	32.45	48.4	28.74	23.27	104.06	109.84	22.61	34.53	58.7	56.11	82.41	98.85	86.96	70.18	76.19	62.87	39.62	
NM_004146	26.69	36.27	55.4	46.23	42.96	39.67	52.29	181.2	40.35	38.49	21.03	20.19	42.21	52.25	13.46	18.52	33.16	27.52	55.27	75.05	55.36	43.46	48.93	67.18	53.62	
NM_002493	116.01	53.92	78.12	65.35	47.55	56.34	43.76	114.98	40.53	63.93	24.36	20.02	95.0	98.18	21.24	20.41	43.07	39.19	59.03	77.15	62.08	53.16	54.5	60.77	37.97	
NM_002870	110.22	47.11	53.87	48.11	46.77	45.43	43.77	68.05	44.19	43.49	18.75	25.97	69.69	75.34	18.75	25.66	37.35	33.57	53.01	63.65	39.33	57.75	78.83	62.79	43.83	
NM_002389	146.75	38.69	49.2	48.9	51.6	38.75	34.54	52.9	52.5	60.5	18.81	29.98	56.83	79.9	18.7	29.16	42.7	41.82	45.21	56.45	46.99	60.98	78.35	61.16	49.28	
NM_005001	72.25	50.8	55.58	58.19	45.19	47.61	87.58	126.43	45.59	71.75	25.45	25.3	91.74	100.78	22.2	27.73	54.88	48.47	68.2	83.42	85.06	80.71	80.18	91.5	71.75	
NM_002865	89.77	33.6	58.08	41.74	33.88	52.55	87.12	54.87	51.54	57.47	31.69	26.45	76.93	69.35	13.92	24.79	43.85	36.82	62.57	69.11	91.04	88.05	83.02	67.82	64.37	
NM_002097	66.64	54.55	32.03	59.51	44.27	36.04	77.03	86.55	56.8	43.0	25.05	31.67	97.55	81.1	26.41	30.56	58.21	47.97	73.5	84.7	87.79	55.7	54.78	45.55	47.33	
NM_002490	73.17	36.22	39.67	43.21	42.37	32.2	53.0	76.41	39.82	48.73	31.47	30.26	78.24	78.74	21.99	35.23	60.05	39.74	63.23	63.05	61.75	54.42	64.1	76.15	41.38	
