Identifier 	A009	A016	A018	A030	A043	A075	A078	A079	B013	B017	B033	B036	B061	B062	B064	B080	B084	B105	B108	A001	A002	A006	A013	A015	A022	A026	A027	A039	A042	A045	A046	A049	A054	A067	A069	A070	A077	A082	A084	A088	A093	A094	A101	A104	B014	B022	B023	B024	B032	B048	B054	B060	B068	B081	B086	B092	B094	A003	A004	A005	A007	A014	A020	A021	A031	A033	A035	A037	A038	A047	A050	A051	A052	A053	A057	A058	A059	A061	A062	A064	A066	A068	A080	A081	A083	A085	A096	A097	A102	A103	A105	A106	A107	A108	B016	B019	B026	B027	B028	B030	B031	B034	B037	B038	B039	B040	B041	B042	B043	B044	B045	B047	B049	B050	B051	B052	B053	B055	B056	B057	B058	B059	B063	B065	B069	B071	B072	B073	B074	B076	B078	B079	B082	B083	B085	B087	B088	B089	B091	B093	B095	B096	B097	B098	B099	B100	B101	B102	B104	B106	A012	A023	A025	A044	A063	A087	A099	A017	A019	A024	A028	A032	A036	A040	A056	A071	A074	A090	A095	B012	B015	B025	B029	B035	B046	B066	B070	B075	B103	
NM_002123	6.597314	4.3008685	4.083631	3.3883467	8.03504	4.6651893	3.6068718	6.8857226	4.834848	4.7964478	3.6847954	5.40597	3.6372297	4.329398	4.917185	4.200483	7.0374045	4.218636	5.4266467	6.786058	5.930593	5.421323	5.444356	6.5442615	4.0301433	6.044238	5.592519	4.684971	4.27356	6.301987	5.055839	6.1253457	7.12669	6.86351	4.13313	6.071589	7.5458055	6.7630343	7.0433764	7.1244164	7.082245	3.8812647	6.80017	4.168984	5.9847116	5.4013286	6.3001842	5.9057293	3.8048563	6.2722445	4.6436515	4.3371086	3.9137294	5.0028405	3.940861	4.768853	5.3393917	5.654444	5.970979	5.657739	3.8869932	5.087335	4.315526	3.9228158	6.064826	6.11486	3.4298406	6.8952503	6.273553	5.1810746	4.4576807	5.0441837	2.5875046	3.406462	4.7598553	5.9070654	3.6049716	7.112861	2.4986537	5.935858	3.7232132	4.3257422	2.2864916	6.807673	3.9795353	5.6623564	4.1420913	5.4790535	4.688596	3.9013877	4.341394	5.082311	5.0237446	5.5730453	4.8911242	5.663866	3.8476956	3.3293784	6.2916474	4.9755764	3.7838192	3.9875965	4.7930684	3.4547112	4.8023334	3.6684709	2.6198866	4.0521607	3.1736674	4.5871396	6.5201573	5.0168467	4.2598	3.8654094	3.478976	3.9382024	4.8089046	2.680574	4.7319007	3.951099	6.3066707	6.6689057	3.7213407	3.0827754	3.169255	4.661484	4.1064897	4.850772	4.2926373	4.883222	3.8223076	5.0681157	2.224317	2.6091325	6.6910753	5.4014764	5.355517	4.791197	4.8375587	3.0654125	4.027384	3.0192187	4.2450037	4.2992554	5.3931613	2.9317758	5.7022605	5.499586	3.6435459	5.0038466	3.713432	3.1287549	3.9319565	2.8472743	3.2641923	4.684698	5.4422703	5.3454237	6.599611	7.343205	3.583349	1.6449149	4.0229645	4.915794	5.370826	6.4201636	7.2099295	3.524672	3.4498916	6.5806093	5.310142	4.345438	5.166946	4.174528	5.4132843	7.757824	6.846945	5.0417824	4.00224	
NM_080430	2.9069026	3.27815	4.0175343	3.5685964	3.5632105	2.7522843	3.7370822	2.6468792	2.379565	2.1224968	3.2535927	3.7088466	3.4800794	3.4417498	3.588857	2.984836	2.6475344	1.6323153	3.637418	NaN	2.9608305	3.4360545	4.3717794	4.566695	3.397312	3.5776849	3.103095	4.0953207	3.5353878	2.7408195	3.003582	2.9529219	3.8048081	3.7309635	2.5953102	2.6384697	3.9252663	5.012594	3.284563	3.693991	2.2237248	2.3058887	2.968521	2.740529	4.5947304	4.096146	2.0882323	3.3080146	2.5903893	3.7475882	2.7988029	3.539504	3.5305002	1.8741356	2.800868	3.71963	3.5326273	2.4876633	3.1627991	2.6659586	3.267642	5.1687336	3.8303604	3.0239718	2.6311483	2.2096531	2.1976292	2.8566096	3.7330987	3.755079	2.9927487	4.222196	2.2998736	3.0223	2.6770744	4.1956434	2.4680672	3.7952836	3.604434	3.4637713	2.4432952	2.7785754	1.1191051	3.1431563	1.347166	1.1028588	0.4028801	3.159089	2.0441573	1.391246	3.6878712	3.3583615	3.3107123	3.622027	3.1908576	3.119506	2.7504814	2.5379126	2.9121969	3.5135617	2.917148	2.5623019	2.101784	2.6926546	3.4727552	2.4904232	1.8889127	1.424292	2.59718	3.9178605	2.5560205	1.9217942	3.528205	2.4185307	3.1024458	2.5151622	3.1586623	3.3340015	4.742844	2.9124339	3.8984213	2.814154	2.4685416	2.109471	3.5972118	2.0624406	3.0171819	3.3895912	4.1585007	1.6955645	1.7854913	2.6981573	1.6417767	2.0795515	3.7456038	2.5712185	2.046319	2.624066	NaN	1.9436457	3.4229448	1.8500667	3.6512113	3.504846	1.6875384	3.2866366	2.5296614	3.4586105	2.63957	2.0857725	4.0187893	3.2104375	3.2119353	4.258157	3.455707	3.2213311	4.029219	2.7886348	1.8056811	3.9913797	3.848655	3.327258	2.7917395	1.693303	4.611417	-4.561078	2.601646	2.5914009	4.76768	3.6947896	3.9443634	3.5127785	1.9094347	2.46037	1.7882577	1.8113546	2.4269648	3.2113104	1.0840353	
NM_004120	1.4495518	0.8944214	1.6389986	1.4811953	2.9206781	2.4615006	0.8954246	0.79053545	1.6900401	0.91407347	1.4769107	1.1421335	0.69107175	0.93342227	0.8558588	0.3717919	1.4155077	0.6586873	1.7303085	1.4583379	1.020522	1.778391	1.8439735	1.8481022	1.8354661	2.1528118	1.6992897	1.190464	0.7512998	1.8970741	1.1731131	1.7303566	2.3864634	2.0712204	1.7758138	2.7028143	3.2716627	1.1098257	0.9178869	1.1321067	2.6242487	0.8858578	3.2247322	1.2968074	1.0299685	1.1872239	1.1181835	1.958952	0.95038265	1.9409757	0.8168158	0.35893944	1.2855563	1.1815256	1.0790673	1.1358343	0.623224	2.9184852	2.4145977	2.5545032	0.8795143	1.2488016	0.8044898	0.7249146	0.56334674	0.9498925	0.8824806	0.3810663	1.2416365	1.0329311	0.61742795	0.48687813	0.95487773	0.6211924	1.9122936	3.0948727	1.1305187	2.6055505	1.4944198	0.68440694	1.8382276	0.950367	1.1569499	1.0466279	0.82026273	1.3368405	0.4855453	1.458632	2.0248687	0.50461483	1.1555512	0.90057266	1.1414152	2.5359945	1.8657418	1.146062	0.04297269	0.8697134	1.0492761	1.5934004	0.17297271	1.8073679	0.4053101	0.22058265	0.05192619	0.5597293	0.28215715	0.65449095	0.3521174	0.44476	-0.10416237	1.0025989	1.0633445	0.8738847	0.9603123	1.1135756	0.38102284	0.51999086	1.330594	0.34725606	1.3914891	1.7508153	0.09835668	0.72189426	1.5610205	1.3310752	1.0338576	0.93319684	2.1559172	0.8369962	0.6031897	1.0783105	0.029336594	0.2104752	1.2869248	0.98898506	1.3838319	0.8104497	0.33008018	0.3403939	0.7709052	0.21012154	0.21929258	0.751317	0.30472702	0.52753985	1.2833148	0.35680535	0.26808828	1.088909	0.957275	1.120474	0.120507516	0.0800671	0.899739	0.62758917	1.7529273	1.3203684	0.43869278	1.3108172	0.21736577	0.27010515	0.6179064	0.36667994	-0.037237078	0.6955568	0.43356693	-0.33848935	1.923261	0.50263137	1.4907099	1.2103688	0.3861127	0.08029355	1.0279237	1.9776032	0.7892452	0.7156078	0.08887433	
NM_000900	4.1769524	6.4199104	4.9590044	6.315515	5.3333154	4.263176	7.1033716	6.3434076	1.9023001	4.579025	3.890586	4.3731956	4.3981004	4.940089	4.129836	3.9008763	4.345871	0.9207445	4.5547433	4.797903	5.079349	3.7039268	5.100513	3.8763413	2.9219923	5.5672684	6.0590763	6.181695	5.494498	4.288479	5.482317	5.096059	5.202672	6.130422	4.5303183	2.577045	3.4748492	6.2300067	3.998695	4.170081	4.969065	5.1168313	5.477746	5.8761153	3.7087934	3.3624372	1.3075684	5.2197437	7.9790583	5.4142957	3.322072	4.502605	7.690038	5.0639563	4.4603324	6.1455345	4.032264	6.009202	3.3037682	1.416034	4.7804127	5.4720087	4.8480015	6.5335903	3.431282	3.688024	7.043008	5.6619134	5.011744	2.1502666	5.247886	3.05172	2.7174163	3.3575053	7.7031775	3.9877555	5.444252	4.2269573	7.463944	5.1015463	8.271399	4.9714465	3.8194392	5.463635	3.7002006	2.763966	-0.21427555	5.2537503	5.0703845	1.8657581	5.759845	6.6109967	5.7820444	4.9305854	4.207729	6.458211	6.7395625	5.9830046	4.3188586	3.512319	2.5181165	4.574967	3.2766197	3.784442	6.776691	3.3350754	3.686308	4.6826854	4.396365	3.3234038	4.727763	3.600834	3.816977	3.4896023	5.936847	3.872896	6.3362293	5.3991017	2.9097133	4.9298153	6.551803	4.84023	3.988761	7.008932	6.378459	5.9308763	7.203091	7.651376	6.657586	-0.01048414	2.5502415	5.1970644	2.838998	5.8354645	7.089523	2.9082491	5.596433	6.5923767	6.952659	3.8079665	2.0926435	1.2833371	3.4701579	2.6842744	5.810865	5.1482615	5.9101057	2.8130183	4.470479	6.2386265	7.388388	1.8510826	1.1071051	3.008764	4.069439	3.3069015	5.2437215	4.975693	5.019807	3.9534888	3.2890203	4.7687516	6.1216087	4.501562	3.3829088	1.6720277	3.25037	8.040496	3.4754577	7.571027	7.5357533	2.5648336	6.368772	5.140775	5.191142	3.9377177	3.6926172	0.17883824	4.6920586	
NM_178238	0.7857975	0.9451602	0.71927655	1.4396296	1.0488359	1.2039579	2.3355498	1.1382108	0.8089997	0.4936735	0.12406787	0.72399426	0.90554696	1.1741039	1.7351985	1.3114657	0.36863634	1.2298731	0.84626627	2.3107338	1.474181	1.368197	2.0037258	1.1167305	0.70911694	1.2205479	1.3568877	1.3590572	0.46668938	0.41433594	1.7009002	1.4951744	1.048587	1.6158293	1.9403844	1.964589	0.7088878	1.7989246	1.5848019	1.5425696	0.8424374	1.6355691	1.6719548	1.0118816	0.6156956	1.1111653	0.81148684	0.70007294	1.6057925	0.8871987	2.5502667	0.94168466	1.655196	0.8568273	1.6936396	1.8569422	2.9674053	2.5199227	0.66062254	2.2794309	1.8158021	1.155462	2.8114855	1.4897833	1.4825659	2.2833054	1.1785958	1.3694924	2.2836633	1.416922	0.04739822	1.9406185	0.9105673	1.4724371	0.65667903	1.04951	1.1161605	1.0954839	1.5092787	1.4131954	1.6652693	1.5070319	1.6459615	1.6229488	0.8744053	1.5374749	-0.16246608	0.92426443	1.546315	-0.013575489	0.89595187	2.7058632	0.5022074	1.100406	1.3246301	2.880928	2.2523592	-0.80879223	1.6588392	2.081243	1.6460313	2.7771204	0.21094534	1.0493437	2.5985713	1.8959762	2.0976927	0.8176716	1.4077365	1.0340577	1.614709	2.1201117	1.9161175	0.9260368	1.8421681	0.8526659	2.3549669	0.9606341	1.0722531	1.6357573	1.5796419	0.6997415	1.6853986	0.73022705	0.9345661	2.517067	0.26371303	0.54073215	0.42314056	2.507837	2.049221	2.5072863	2.5007455	1.5795279	2.0226235	1.2477145	1.4328525	1.2803	1.8059509	2.3782756	0.5882866	1.1636728	1.6131259	0.18311013	1.4885269	1.4294108	1.8805512	0.6238153	1.3214568	1.4064373	2.344983	1.5458289	2.327395	3.021232	2.4476864	1.3465374	0.6089085	0.1314319	2.6602185	2.803108	3.8305433	2.7307754	0.76405084	1.1218674	2.6400776	2.4229047	2.640222	-0.77359766	1.138313	2.2649536	1.9336394	3.5303202	1.7278935	-0.10404371	0.71192324	3.28151	1.9979124	0.3987865	2.1132145	
NM_020056	3.5231977	1.6698581	3.527883	2.152336	3.4267733	2.7226152	4.615233	4.5439324	3.8276482	2.9974718	2.4223342	3.7442915	3.0399096	2.4863985	2.2129252	1.5250176	2.9516203	0.7621235	2.8209577	4.9899893	2.5958252	2.9837575	2.6479044	4.7295623	4.600591	4.0352364	3.5547338	3.2386708	2.4280655	3.8717823	2.5290003	3.5953217	2.2048547	3.7433765	4.1063256	3.7614512	6.8976974	2.7837627	2.3363993	2.1916478	4.632721	1.9878567	4.960122	2.8839312	3.9258714	3.4047718	2.5214005	2.807692	1.3018783	3.9980845	2.9976823	2.6771243	2.2086327	2.1368093	1.6464349	2.8696856	2.665187	3.1239398	4.898541	2.806564	2.3536286	1.8569616	2.8921802	2.638127	3.438722	3.208702	2.242154	4.7923536	2.7417412	3.880219	1.2270718	4.240414	2.3379207	2.8270304	3.0791736	4.9057612	1.601623	4.5652976	3.7333262	3.491148	3.9300253	2.8478982	2.5284684	3.7017477	3.9035964	2.3756776	2.8712442	4.3601894	2.805017	1.5858771	3.7726774	3.7163289	1.8303193	2.7510664	2.241575	2.4279726	1.9951962	2.8367732	3.7555463	3.2541475	1.7963792	1.2474091	1.5204358	1.5338953	3.281358	1.2682016	1.688679	1.1773611	2.2071657	1.7899963	1.1673834	1.9424422	2.562202	0.83912873	1.9052137	2.5251415	3.3540943	1.6633815	3.3773994	2.7238889	3.495199	3.4753678	2.130932	1.2887784	1.9949664	3.322304	2.2774982	2.4258237	3.51807	2.7670252	2.584672	2.4452765	1.3410454	1.7075478	4.5549645	3.1593513	2.4372082	2.5524936	3.251935	1.7889774	1.8416177	1.0250756	2.736271	2.4451482	2.9226418	1.3872507	4.193178	1.7163254	1.9276174	3.3680763	1.848382	1.2971648	2.4191704	1.9805783	2.946565	2.3311853	3.3932931	3.4192963	2.3979542	1.913645	3.0810678	2.630948	3.2419612	1.6080979	2.3896103	2.5575833	4.111112	2.4071696	4.9377875	2.5257177	4.242291	3.275813	4.1404624	2.2064707	2.4040048	4.1309094	3.0091288	1.5199081	3.690904	
NM_001007469	0.3138002	0.40667257	0.29950324	0.036416974	0.89356446	0.12976967	0.47592354	0.34488538	0.99104494	0.93393415	0.54720855	0.8595149	0.98982567	0.77447134	0.7295692	0.8183046	0.96037704	0.68143463	0.8043477	0.36401168	0.98626465	0.13870445	0.834655	0.034299564	1.6533967	0.5305422	0.8093519	-1.4178966E-4	0.51185143	0.8931502	0.9052639	0.25691134	0.9747495	1.433038	0.25946745	0.20441212	1.5279464	0.7023207	0.4005939	0.5199537	0.71412885	0.47179487	0.6449798	0.57393557	0.9657053	0.7159141	0.76625764	0.79723006	0.825953	0.88818324	0.6132368	0.7909365	0.78014076	1.4980338	0.6190968	0.37517422	0.79071903	0.97554564	0.93635535	0.311294	0.7382382	0.70581394	0.42172843	0.03577948	0.2862949	0.6296179	-0.0340928	1.1113167	0.6345487	0.9103325	0.059100173	1.3257011	-0.27036616	0.8255077	0.7741263	1.2555349	0.18702023	1.2382896	1.1197798	1.0076251	0.06540198	1.2063287	1.114115	1.3239921	0.5770991	0.7828618	-0.014384895	0.9113699	0.5081342	0.2122811	1.4283192	0.083159104	1.0056641	0.26198176	0.5163985	0.75412506	0.49492756	0.8334013	1.0934153	0.8094934	0.76983845	0.5553425	0.49745724	0.51164114	1.3141122	0.8257964	0.63407385	0.42293978	0.7441711	0.6780099	0.4460588	0.57822025	0.79835325	0.44308835	0.55097014	0.43333238	0.9012932	0.32604885	1.1875952	0.6509086	1.1020824	1.5540206	0.4286887	0.46533298	1.0447798	0.565287	0.68196857	0.9078536	1.3396581	1.067066	0.93200874	1.5155437	0.8120541	0.98243815	0.7126869	1.2807806	1.2215924	0.53988373	0.91662586	0.65784067	0.94922745	0.82271415	0.37606978	0.6261109	1.0954554	0.8715424	0.640038	0.7944579	0.3867086	1.4336178	-0.093556315	-0.19838358	0.056127552	0.036626443	0.206452	-0.0045265025	0.036450863	1.1263837	0.81098306	0.33537224	0.9898744	0.2240064	0.9951081	0.45631018	0.56484747	1.091141	0.4646494	1.6242795	1.1440579	1.336772	1.3746871	1.0218245	1.6725833	1.1224089	0.8433906	0.61089516	1.3388556	0.6554118	1.5532733	
NM_031274	0.8934614	0.88319534	0.17458603	0.36868316	0.89191157	0.7362935	0.37473035	0.7518268	1.0074389	1.0755976	0.6140473	0.6606549	0.45436928	0.9971454	0.62131065	0.75608397	0.7368331	0.41405618	0.8282883	0.85756725	0.5841196	0.8718478	0.7613872	0.7114665	0.2428249	0.21623425	0.60369116	0.92513734	0.52351874	0.4599977	0.6437236	0.5073869	0.7610064	0.34600094	0.36919737	0.9529194	0.14441152	0.9880874	1.1056685	0.3622461	0.22909842	0.25910965	0.48115018	0.6536291	0.2589442	0.67002934	0.5425841	0.35126758	0.7341696	0.10526443	0.39679378	0.56678903	0.6562385	0.5056852	0.02309686	0.22494347	0.6616362	0.92916524	0.75288683	0.8108435	0.81795204	0.83438104	0.6246077	0.21538964	1.0859843	0.73245543	0.82826114	1.0854536	0.3176289	0.76362276	0.7466566	0.8862825	0.33328748	1.4031329	0.87710583	0.970062	0.87294835	0.4788276	0.7055683	0.9954063	0.27887222	0.13899277	0.7076794	0.6586079	0.8728309	0.9456109	0.8982433	0.7292323	1.136495	0.74997926	0.7339468	0.69201595	0.6102507	0.40326953	0.59201115	0.6300934	1.2113949	0.5350936	1.0167673	0.4928911	0.83929217	0.5922725	0.27432925	0.5113666	1.0245095	0.6502329	0.60575134	0.9457464	0.5116088	0.46962914	0.3926774	0.40397704	0.49239412	0.5425593	0.841928	0.64043546	0.62552106	0.63754326	0.92199475	0.60181886	0.9823746	0.46913603	0.77463967	0.79150194	0.52573967	0.33118165	0.9447821	0.71599513	0.5551081	0.6806886	0.6415528	0.9846095	0.78003955	1.130487	0.76114887	0.5573692	0.7393157	0.37067866	0.1630399	0.660507	0.7896522	0.6232425	0.36795652	0.90638304	0.94864005	0.5550759	0.4120875	0.6370992	0.64306444	0.7479735	0.75993115	0.49584723	0.05538112	0.38707098	0.34802064	0.28893378	0.5968467	1.1259923	0.55367845	1.2030896	0.62878215	1.0472591	0.9352619	0.5266838	1.1072528	0.88026243	0.5422258	1.8799058	0.4048935	1.3658198	0.8584568	1.0855188	0.7881958	1.0595145	1.0402642	0.7311066	0.9447204	0.6105947	1.0973662	
NM_000699	1.7551262	1.8404323	1.7331284	3.6172354	2.8049843	2.3526273	1.793551	3.0802352	2.1520617	1.621554	2.1883285	0.8760795	1.5798779	1.6226364	1.8664063	1.8636179	1.6508422	2.2844074	1.5669993	1.9556572	4.030926	1.5086794	2.2748334	2.8783746	3.1427827	3.1704714	1.6905402	2.5158067	1.8324931	2.1976337	3.8237102	1.4972559	1.512426	3.3137894	3.1936605	2.584769	3.255811	2.0574899	2.50862	2.085099	2.203614	2.7482278	2.36664	3.2142215	1.2252471	2.0263267	2.45849	4.4060297	2.3331144	1.500388	2.113518	0.7527945	2.610539	2.395054	1.9142957	1.2653788	1.2638068	3.5919063	2.2402968	1.3131703	1.4855543	1.686947	2.122952	1.1121429	1.3817738	3.4913225	1.362256	4.7227125	2.4072175	2.7193017	1.8448292	1.5812117	1.2798704	3.668737	1.8657553	3.0005302	1.6457046	2.022724	2.9849677	2.6422937	2.234275	4.8958564	3.0702384	2.3887835	2.4652963	3.0802279	0.34023082	1.3075112	1.929288	1.9072921	2.135238	2.8930454	0.60525095	1.662781	3.488374	1.3361951	2.9965158	2.4232552	1.3658019	3.3093877	1.7645682	1.8106731	1.7297101	1.9260267	2.07758	1.6987705	2.1249647	NaN	1.5197175	1.2881057	1.8940887	2.4724336	2.281018	1.5736583	2.3847907	1.4321009	2.1560094	0.9220525	1.3100549	3.4623823	1.9003271	3.147278	1.7322056	1.5053368	1.7148672	1.1868435	0.02105331	1.6074225	1.9713092	1.8677526	2.2553213	2.5827477	1.3929611	2.6989322	3.837093	1.2681384	2.3515835	1.3821938	1.9512309	1.726228	1.9093373	1.5731297	1.130987	2.081377	1.1917642	1.240773	1.1940247	2.9403753	1.943586	2.672387	1.5805173	1.1164727	1.5881217	2.6521277	1.8726754	1.3954133	2.204591	1.6233306	2.0025184	0.40278885	2.0234342	1.3007578	1.8740702	1.1959015	1.8024238	1.2794973	2.7365286	-0.57822627	2.2678404	0.20927845	2.467907	1.3552059	2.329779	2.076033	1.2139633	3.073704	2.9707377	2.3867605	1.7503053	
NM_003803	0.050771404	1.9616064	1.001574	0.45287237	1.0423577	1.0503062	0.009757384	1.1815892	0.6196861	0.9436802	0.2040098	0.28238142	1.8984098	0.60958207	0.2152335	0.08110829	0.5462291	-0.07167891	0.28153396	1.369504	1.5052466	1.6156926	1.3755689	0.49686453	2.9002748	0.6579393	1.1666816	0.94458425	2.432684	0.94048554	1.4838381	-0.19722633	0.9083963	1.3746752	0.80169266	0.8795408	0.6175721	1.1177804	1.3445047	0.49074057	0.45487747	1.1768675	0.7825999	1.8095093	0.22024368	0.3739813	0.41146275	0.092617504	2.5112097	1.3654037	0.80904716	0.51948726	2.7848308	0.73849446	1.2384251	0.35267952	0.69256866	2.476599	0.19451953	0.112457596	0.7817544	0.096327946	0.3602035	-0.024905201	1.2264583	0.89182556	NaN	0.38061538	1.0948231	0.49865144	0.84424233	0.87843996	0.65582895	1.0155791	1.6698486	0.49208146	0.6462202	0.066274166	NaN	1.0050883	1.4213263	NaN	0.3777664	1.0638174	1.6304995	0.61499804	-0.012217457	0.18241134	0.9336895	0.7438438	1.5813276	0.594307	0.7050969	NaN	0.9596054	0.47158113	2.6386952	0.7313503	0.69235814	0.5507066	0.27107102	0.4777469	0.19094265	1.2457981	1.1422149	0.17608221	NaN	0.21683791	0.68096364	0.20192163	0.71358556	0.2738539	0.6247647	0.8020572	1.7322861	0.5104441	NaN	0.34330955	0.76144224	0.8363964	1.5772562	0.9577962	0.4142643	1.040725	0.25779063	1.2635316	-0.024169762	0.7680615	0.6487472	-0.091656834	0.5312456	1.9377779	1.3716404	0.16446495	1.0303719	0.3252956	0.790499	0.41620088	-0.7731075	0.7033942	0.39059743	0.11892829	0.91868526	0.43163288	0.43151233	0.5735754	0.7336286	0.50007004	1.2662514	1.0007443	-0.18398581	0.8061958	0.4614942	0.8869763	0.906059	0.5270439	0.72855264	1.3313712	NaN	1.1879517	0.760442	0.9659444	0.66246706	0.8962526	0.021926522	0.61404973	0.42963955	NaN	-0.2344542	1.4077514	0.6278596	0.8881585	1.1247247	0.4090751	0.4840189	0.81047904	0.82346773	1.089142	0.6852995	
NM_001001521	0.14636903	0.40108952	0.49406084	0.84192264	1.0361387	1.0208467	0.5297572	0.5424012	0.56952417	0.77443194	0.61810285	0.76032233	0.5076911	0.84874505	0.41297606	0.64673847	0.4958575	0.38117343	0.48825854	0.7040146	0.62731886	0.56558716	0.26809338	0.6737455	0.5544178	0.7155615	0.55703485	0.21723904	0.25855428	0.6029584	0.6087881	0.2550947	0.31740654	0.50784016	0.46506798	0.68110096	1.0715407	0.82235914	0.52614915	0.42144367	0.6569559	0.44614777	0.34998912	0.48418438	0.61707056	0.4446717	0.7289177	0.7762598	0.77088416	0.5708168	0.5423998	0.3516685	0.6839877	0.5360632	0.44579086	0.6586557	0.8377445	0.9710189	0.6720485	0.6420674	0.43792403	0.42981625	0.81276566	0.66973305	0.40086445	0.15163882	0.30734932	0.9394977	0.7602581	1.0995404	0.65479195	1.7972827	0.4532613	0.7367664	0.8305674	1.0111178	0.56154066	0.45560426	1.2161459	0.58076084	0.8324809	1.2584543	0.19079022	1.6908869	0.58645666	0.79384875	0.29196236	0.82993156	0.88186723	0.62381107	0.3898483	0.7503913	0.44698855	0.6147274	0.5990907	0.8572459	1.1067817	1.3175737	1.0925347	0.83926964	1.344822	0.97848433	0.8981372	1.0314585	2.042871	0.6278935	1.2695769	0.7395542	0.74117744	0.30925712	0.4055739	0.7471139	0.5715254	0.8904446	0.39922228	0.5003295	1.0144178	0.818157	0.93571275	0.93213445	0.6489163	1.3784267	1.0159779	2.1913593	0.48578784	1.2099377	0.43878576	1.4095842	0.3271435	0.93103987	0.40354526	2.0675857	1.0627335	0.6954982	1.0556035	1.1529772	0.83257306	0.7119894	1.1913218	0.4985691	0.8442559	1.0167552	0.60391486	0.9820982	0.9513276	0.57870775	0.36469668	0.46558452	0.5650632	0.6323937	0.5980926	0.5146266	0.62025225	0.8085232	0.7213513	0.47178617	0.5661403	0.9783315	-0.054258566	-0.046508774	0.9546959	0.14387	0.5401492	0.19328047	0.3229395	1.1464506	0.43151605	1.5676376	0.88801444	0.50630856	0.72584105	0.10632053	2.0107114	0.74168634	0.5540793	1.5291291	1.425494	0.47953588	1.1700486	
NM_000898	0.23946226	0.39812058	0.7744901	0.6820072	2.4089563	0.40652946	0.16712654	0.3561041	0.6515195	0.67915285	0.5916447	0.26504964	0.32555878	0.9021807	0.20971152	0.11502489	0.307264	0.16981961	0.38720044	0.6032822	0.31435776	0.62578076	0.9248134	0.9292448	0.611009	1.9265649	0.8378386	1.1562967	0.13336179	0.42541122	0.93586314	0.7579766	1.2410744	0.22899401	0.37957004	0.457042	1.7290003	0.33033687	0.41967887	1.0795671	0.34273455	0.21820806	1.0812478	0.7173389	0.47606105	1.3391719	0.14544858	0.5215701	0.05671294	0.20226543	0.43530405	0.5564984	1.0279244	0.62691456	0.048171803	0.5734395	0.46963125	0.84842557	0.019249719	0.9824412	0.546017	2.1655462	0.5666899	0.28907403	0.18589355	0.3508347	1.0364931	1.0771562	0.09683859	0.48525378	1.2101167	0.30593216	0.033426344	0.23366982	1.164712	1.0955997	2.167448	0.8710597	0.7912422	1.2024169	1.5692223	0.3327369	0.42732757	0.919189	0.019359168	0.3656599	0.2428262	0.19959658	0.0591708	0.6560928	2.081186	0.69632226	0.6431224	0.3612917	0.42928827	0.83901715	0.7397118	0.31502622	-0.0916125	-0.06724934	0.5998594	2.2439744	-0.092878856	0.25518557	0.9199848	0.1646414	0.2674677	0.38923597	0.96515214	0.10608488	0.38360512	0.1820183	0.67367655	-0.16706328	1.0524186	0.23706615	2.6078427	0.54315925	0.21210009	0.31766936	0.78070194	0.9445116	0.42498913	0.7003645	0.6037374	0.7454767	0.16364956	1.0270985	0.79815185	0.0042967303	0.115431935	-0.14898284	-0.079923786	0.5199252	1.5314428	-0.042223644	-0.043817677	0.39264667	0.7594637	0.025046727	0.29302862	0.07752748	0.23031318	1.2854425	0.2344871	0.6861868	0.10681499	0.43264	0.29333526	0.20220594	0.5807436	0.081500374	-0.092825025	0.9644548	0.6295858	0.29031205	1.5699145	0.44895953	0.11755022	0.68403566	1.4676493	0.52860874	-0.009141758	0.16034871	0.45072818	0.29556417	0.7091517	3.1559057	0.43030775	0.6876218	0.2552187	0.52239746	0.11679624	2.766148	0.29804435	0.24723434	1.2301486	0.26761925	0.49677268	
