3004746	414204	EG,OD
2975743	648744	EG,OD
2861725	2950	EG,OD
2874820	3036	EG,OD
2946977	652603	EG,OD
2966525	55191	EG,OD
2991981	642414	EG,OD
3028733	79947	EG,OD
2866125	4759	EG,OD
2948383	651460	EG,OD
2878908	9314	EG,OD
2865637	1797	EG,OD
2984741	28834	EG,OD
2873322	23224	EG,OD
2874000	93436	EG,OD
2979273	646855	EG,OD
3027821	5526	EG,OD
3024669	5294	EG,OD
2973645	649845	EG,OD
2861536	83648	EG,OD
2974246	649177	EG,OD
3024222	285676	EG,OD
2881530	10587	EG,OD
2878074	56930	EG,OD
2878693	84303	EG,OD
2932771	79300	EG,OD
3020413	376	EG,OD
2936497	338399	EG,OD
2985151	28621	EG,OD
2977841	647331	EG,OD
2860209	57707	EG,OD
3029541	1523	EG,OD
2932242	431703	EG,OD
2992808	642116	EG,OD
2878799	55245	EG,OD
2966505	343641	EG,OD
2861455	4152	EG,OD
3027500	91561	EG,OD
2874134	91370	EG,OD
3004864	414168	EG,OD
2878042	6756	EG,OD
3024829	283685	EG,OD
2992767	642160	EG,OD
2874072	4360	EG,OD
2975902	648573	EG,OD
3023811	29929	EG,OD
2977334	647910	EG,OD
2985454	28416	EG,OD
2859573	56834	EG,OD
3009958	386736	EG,OD
2974405	649009	EG,OD
2949803	650268	EG,OD
2949762	650312	EG,OD
3018207	157713	EG,OD
2945501	653986	EG,OD
2865939	7739	EG,OD
2874001	5327	EG,OD
3009298	255208	EG,OD
2979432	646673	EG,OD
3026585	3835	EG,OD
2979391	646721	EG,OD
2967562	613203	EG,OD
2891848	284593	EG,OD
2946371	4770	EG,OD
3026735	22936	EG,OD
2974364	649054	EG,OD
2878418	8625	EG,OD
2985725	28305	EG,OD
3023998	51101	EG,OD
2945000	654365	EG,OD
2863776	9134	EG,OD
2999416	23695	EG,OD
2875062	8029	EG,OD
2873909	140848	EG,OD
2871059	11030	EG,OD
2975769	648716	EG,OD
2876085	9761	EG,OD
2968567	60500	EG,OD
2875544	1499	EG,OD
2858907	282973	EG,OD
1960666	903602	EG,OD
2861952	51283	EG,OD
2873073	3308	EG,OD
2869533	7884	EG,OD
2860659	1260	EG,OD
2979299	646822	EG,OD
2869938	54681	EG,OD
2944408	7724	EG,OD
2874192	9603	EG,OD
2868954	54738	EG,OD
1960666	903565	EG,OD
2864954	10457	EG,OD
2865082	1936	EG,OD
2978053	647102	EG,OD
2949921	650178	EG,OD
2946618	4079	EG,OD
2977908	647255	EG,OD
2946220	653179	EG,OD
2944932	654510	EG,OD
2861907	23683	EG,OD
2977867	647298	EG,OD
2864053	6843	EG,OD
2875015	9824	EG,OD
2865300	10016	EG,OD
2873394	112487	EG,OD
2874383	79048	EG,OD
3029631	10793	EG,OD
2988560	643351	EG,OD
2954427	399551	EG,OD
2949829	650241	EG,OD
2945527	653955	EG,OD
2999612	23540	EG,OD
2874763	199920	EG,OD
2979458	646639	EG,OD
2865460	84206	EG,OD
2949788	650284	EG,OD
2866952	9905	EG,OD
3028023	51174	EG,OD
2872158	79652	EG,OD
2959461	619541	EG,OD
2959502	619461	EG,OD
3026855	1769	EG,OD
3029021	6134	EG,OD
2869786	7087	EG,OD
2962883	64740	EG,OD
2869353	441233	EG,OD
2864885	55295	EG,OD
2946369	22919	EG,OD
2944023	8420	EG,OD
3029452	378	EG,OD
2872579	6668	EG,OD
2876368	51657	EG,OD
2876423	64425	EG,OD
2873553	401357	EG,OD
2977985	647177	EG,OD
2877990	81625	EG,OD
2878225	28802	EG,OD
2944854	6078	EG,OD
2870276	27095	EG,OD
1960634	902747	EG,OD
2920680	401822	EG,OD
2870177	23140	EG,OD
2870313	1259	EG,OD
2981171	645939	EG,OD
2949947	650150	EG,OD
2945645	653821	EG,OD
3022051	574512	EG,OD
2858438	49856	EG,OD
2946246	653147	EG,OD
3024668	278	EG,OD
3024668	277	EG,OD
2916731	378956	EG,OD
3024668	276	EG,OD
2979617	646468	EG,OD
2860268	8480	EG,OD
2916112	404663	EG,OD
2978079	647074	EG,OD
2994871	641764	EG,OD
3028857	51315	EG,OD
2912652	119750	EG,OD
2862862	94103	EG,OD
3025931	387723	EG,OD
3021332	285878	EG,OD
2987216	643843	EG,OD
2870580	2870	EG,OD
2899311	150287	EG,OD
2873123	222950	EG,OD
3028278	338949	EG,OD
3023462	442124	EG,OD
2943087	388419	EG,OD
2872027	3987	EG,OD
3009160	387041	EG,OD
2860935	28781	EG,OD
2947051	652532	EG,OD
2987175	643865	EG,OD
2863897	3837	EG,OD
2946906	652672	EG,OD
2988053	643529	EG,OD
2209606	3524605	EG,OD
2946865	652710	EG,OD
2909129	81194	EG,OD
2868198	10137	EG,OD
3022743	285205	EG,OD
3028151	7424	EG,OD
2948271	651581	EG,OD
3020486	286254	EG,OD
2890052	158511	EG,OD
3002622	389997	EG,OD
2859721	84365	EG,OD
1596068	3731660	EG,OD
2869452	401433	EG,OD
2973533	649972	EG,OD
2874154	7693	EG,OD
2981863	645550	EG,OD
2959528	619427	EG,OD
2948866	2711	EG,OD
2946395	4657	EG,OD
2860162	4670	EG,OD
3024307	55086	EG,OD
3019747	693	EG,OD
2995124	641695	EG,OD
2982582	645037	EG,OD
2897213	440225	EG,OD
2979758	54854	EG,OD
3025697	286208	EG,OD
2860474	124739	EG,OD
3024296	55530	EG,OD
2876625	5624	EG,OD
2873175	23626	EG,OD
2874944	167127	EG,OD
3015874	54068	EG,OD
2988745	643267	EG,OD
2894738	283901	EG,OD
2985051	644235	EG,OD
2923031	400389	EG,OD
3029565	1068	EG,OD
2947584	652034	EG,OD
2872132	5045	EG,OD
3015425	57056	EG,OD
3026731	3884	EG,OD
3028664	81698	EG,OD
3027652	54627	EG,OD
3008600	544583	EG,OD
2860975	8536	EG,OD
2949043	2370	EG,OD
2878271	5955	EG,OD
2994405	641987	EG,OD
2948430	651407	EG,OD
2894697	283922	EG,OD
2878563	199720	EG,OD
2874925	259296	EG,OD
2981197	645908	EG,OD
2937190	337875	EG,OD
3026906	115019	EG,OD
3022077	442715	EG,OD
2876899	2597	EG,OD
2984291	644612	EG,OD
2859194	83998	EG,OD
2873146	9870	EG,OD
2871142	1052	EG,OD
3028046	5650	EG,OD
2994897	641733	EG,OD
2944493	7505	EG,OD
3024177	161502	EG,OD
2973651	649838	EG,OD
2982116	645412	EG,OD
3003500	414777	EG,OD
2987985	643575	EG,OD
2870704	376497	EG,OD
2936544	338334	EG,OD
2974252	649171	EG,OD
2993000	642024	EG,OD
2869964	23270	EG,OD
2916097	404684	EG,OD
2988904	643189	EG,OD
2964132	390924	EG,OD
3007840	387612	EG,OD
2923092	170949	EG,OD
2916757	378814	EG,OD
2947118	652465	EG,OD
2948338	651508	EG,OD
2947077	652506	EG,OD
2981356	645839	EG,OD
2863631	57710	EG,OD
2860668	51068	EG,OD
2991403	642634	EG,OD
2864091	147968	EG,OD
2948297	651552	EG,OD
2992814	642110	EG,OD
2870861	389541	EG,OD
2917450	114194	EG,OD
2950251	1279	EG,OD
2922338	400958	EG,OD
2973559	649943	EG,OD
2991895	642476	EG,OD
3004870	414160	EG,OD
2981889	645538	EG,OD
2991362	642657	EG,OD
2992773	642154	EG,OD
2873051	115669	EG,OD
2876225	84969	EG,OD
2929235	145783	EG,OD
2977340	647904	EG,OD
2873257	26716	EG,OD
2944912	79760	EG,OD
2974411	649003	EG,OD
2961188	392426	EG,OD
2869932	7222	EG,OD
2918204	377381	EG,OD
2944878	6054	EG,OD
2858516	79648	EG,OD
2870828	339122	EG,OD
2985514	92973	EG,OD
2962608	391559	EG,OD
2985077	644206	EG,OD
3030000	84532	EG,OD
2974370	649047	EG,OD
2950010	1865	EG,OD
3027721	23468	EG,OD
3029447	29105	EG,OD
3028113	5599	EG,OD
2873124	57082	EG,OD
3029544	11079	EG,OD
2976002	648460	EG,OD
2875320	79608	EG,OD
3008626	387276	EG,OD
2975816	648665	EG,OD
2949302	650841	EG,OD
2975775	648708	EG,OD
3008585	544598	EG,OD
2948456	651385	EG,OD
2974319	649100	EG,OD
2983639	644979	EG,OD
1960672	903636	EG,OD
2860907	79703	EG,OD
2943860	9383	EG,OD
2973718	649763	EG,OD
2973677	649810	EG,OD
2874187	4622	EG,OD
2974278	649143	EG,OD
2866413	611	EG,OD
3007907	387573	EG,OD
3003526	389293	EG,OD
