91959	107853	EG,OD
11566	636604	EG,OD
16318	620823	EG,OD
23465	621216	EG,OD
26504	56299	EG,OD
16777	636723	EG,OD
54136	108539	EG,OD
23299	637633	EG,OD
130158	27553	EG,OD
119116	61198	EG,OD
35292	631013	EG,OD
33202	227334	EG,OD
5441	14527	EG,OD
144075	57753	EG,OD
35090	628973	EG,OD
7199	70240	EG,OD
21736	545442	EG,OD
129702	28060	EG,OD
13750	620794	EG,OD
51103	19742	EG,OD
8027	635458	EG,OD
40062	73230	EG,OD
32488	436073	EG,OD
15709	639714	EG,OD
3714	408192	EG,OD
124828	359966	EG,OD
31366	621210	EG,OD
34285	629362	EG,OD
14002	637229	EG,OD
22824	639835	EG,OD
30983	436424	EG,OD
84274	75353	EG,OD
122540	98511	EG,OD
15871	627208	EG,OD
35505	381782	EG,OD
27110	56364	EG,OD
16523	631754	EG,OD
31962	116891	EG,OD
18506	258503	EG,OD
15816	252909	EG,OD
28936	433873	EG,OD
54749	81497	EG,OD
9063	22240	EG,OD
19966	20905	EG,OD
26784	238037	EG,OD
118663	61651	EG,OD
4097	208795	EG,OD
7095	14714	EG,OD
34597	622736	EG,OD
28561	629970	EG,OD
10146	629807	EG,OD
1009082	3738338	EG,OD
12456	414112	EG,OD
143397	51990	EG,OD
117332	62941	EG,OD
111670	69402	EG,OD
15481	75973	EG,OD
143350	52048	EG,OD
87834	70538	EG,OD
133869	21007	EG,OD
133869	21006	EG,OD
35612	640203	EG,OD
125715	96990	EG,OD
22602	635163	EG,OD
13362	632418	EG,OD
130051	27670	EG,OD
144280	208211	EG,OD
20410	24083	EG,OD
58365	104387	EG,OD
34943	619763	EG,OD
56910	111763	EG,OD
119972	320573	EG,OD
19492	53311	EG,OD
90100	109971	EG,OD
141608	381143	EG,OD
6792	22072	EG,OD
21552	385495	EG,OD
32176	546993	EG,OD
22698	623477	EG,OD
85285	73591	EG,OD
58561	108333	EG,OD
23306	627850	EG,OD
7929	66826	EG,OD
3592	19718	EG,OD
58982	226747	EG,OD
58271	14301	EG,OD
146393	544971	EG,OD
20987	629099	EG,OD
58247	104026	EG,OD
26824	212307	EG,OD
144882	67135	EG,OD
34303	214973	EG,OD
7891	76513	EG,OD
26751	22137	EG,OD
5080	101471	EG,OD
24608	11982	EG,OD
133762	21218	EG,OD
133762	21217	EG,OD
22840	630025	EG,OD
18904	56347	EG,OD
12523	623376	EG,OD
23728	625266	EG,OD
128738	93758	EG,OD
19613	83396	EG,OD
35410	623414	EG,OD
59441	117014	EG,OD
28386	385291	EG,OD
15470	546294	EG,OD
119327	60990	EG,OD
117635	62650	EG,OD
18583	258522	EG,OD
26355	77590	EG,OD
119073	61241	EG,OD
21946	639787	EG,OD
16809	17771	EG,OD
4145	627160	EG,OD
150514	18950	EG,OD
8241	100559	EG,OD
72722	433374	EG,OD
13379	625661	EG,OD
38121	72584	EG,OD
33575	19878	EG,OD
14621	215798	EG,OD
18766	103768	EG,OD
148455	433323	EG,OD
11080	70699	EG,OD
15625	319361	EG,OD
22206	623321	EG,OD
60529	114071	EG,OD
29732	268698	EG,OD
31604	622945	EG,OD
14659	257883	EG,OD
56818	111776	EG,OD
111941	69050	EG,OD
150496	15452	EG,OD
31588	639852	EG,OD
17582	635682	EG,OD
23511	638669	EG,OD
21489	640231	EG,OD
22215	630314	EG,OD
22215	630305	EG,OD
31412	638789	EG,OD
97331	104729	EG,OD
15160	230909	EG,OD
79645	77789	EG,OD
9009	218066	EG,OD
113366	619372	EG,OD
33227	622648	EG,OD
36618	635270	EG,OD
25873	632995	EG,OD
37661	19056	EG,OD
35554	623984	EG,OD
140583	382454	EG,OD
13927	639184	EG,OD
34201	640253	EG,OD
11373	626359	EG,OD
35140	635294	EG,OD
8840	208618	EG,OD
148343	50794	EG,OD
86503	71334	EG,OD
29806	384106	EG,OD
117699	62589	EG,OD
117906	62385	EG,OD
35738	626309	EG,OD
133479	22274	EG,OD
11289	18132	EG,OD
118045	62248	EG,OD
144926	17777	EG,OD
96485	105183	EG,OD
51363	19554	EG,OD
51363	19553	EG,OD
73394	432986	EG,OD
31595	623011	EG,OD
58587	108358	EG,OD
28681	638616	EG,OD
20773	634922	EG,OD
136085	544828	EG,OD
49248	85217	EG,OD
30041	620927	EG,OD
36870	67398	EG,OD
27984	74360	EG,OD
36148	639672	EG,OD
36760	546650	EG,OD
120895	99379	EG,OD
101759	654796	EG,OD
145846	216613	EG,OD
20824	114666	EG,OD
108780	425051	EG,OD
90126	109879	EG,OD
144173	170835	EG,OD
34564	638005	EG,OD
8646	634358	EG,OD
23400	636008	EG,OD
59274	107534	EG,OD
18107	632511	EG,OD
31921	83671	EG,OD
28873	622604	EG,OD
112801	68620	EG,OD
106907	493177	EG,OD
8065	636660	EG,OD
147066	68352	EG,OD
85703	72963	EG,OD
113318	68124	EG,OD
14099	622937	EG,OD
21914	638988	EG,OD
117592	62692	EG,OD
144222	56812	EG,OD
5224	225997	EG,OD
119523	60794	EG,OD
86567	71235	EG,OD
20679	625950	EG,OD
99337	103436	EG,OD
84788	74650	EG,OD
26268	320890	EG,OD
142550	53015	EG,OD
20535	639670	EG,OD
138876	319716	EG,OD
142804	52723	EG,OD
59128	110334	EG,OD
27778	387340	EG,OD
148787	545993	EG,OD
21123	546487	EG,OD
35944	620783	EG,OD
59213	112018	EG,OD
14354	640892	EG,OD
9517	215015	EG,OD
32349	622436	EG,OD
35817	627964	EG,OD
29433	628947	EG,OD
28109	69693	EG,OD
4020	72205	EG,OD
149276	360216	EG,OD
11331	435811	EG,OD
31082	21982	EG,OD
25498	619596	EG,OD
86460	71415	EG,OD
30796	624971	EG,OD
77330	78603	EG,OD
119587	60730	EG,OD
3932	52715	EG,OD
147269	629499	EG,OD
80585	77201	EG,OD
146708	22693	EG,OD
50874	503688	EG,OD
28412	77296	EG,OD
17735	620875	EG,OD
85799	72818	EG,OD
11915	639754	EG,OD
83728	75759	EG,OD
25054	639645	EG,OD
4542	11298	EG,OD
27754	16170	EG,OD
51220	108145	EG,OD
147826	229323	EG,OD
38840	54601	EG,OD
13860	11552	EG,OD
43702	13660	EG,OD
27533	19720	EG,OD
124070	97789	EG,OD
28041	101685	EG,OD
58015	109803	EG,OD
22784	333331	EG,OD
136244	387208	EG,OD
133626	21793	EG,OD
40320	497097	EG,OD
21815	546181	EG,OD
124448	97385	EG,OD
26211	634271	EG,OD
134383	20455	EG,OD
57997	110131	EG,OD
52223	18943	EG,OD
20233	636683	EG,OD
31794	633844	EG,OD
23925	626526	EG,OD
12171	627249	EG,OD
60350	114350	EG,OD
17734	637074	EG,OD
92033	107792	EG,OD
13129	231830	EG,OD
49412	85053	EG,OD
8593	21386	EG,OD
134072	258194	EG,OD
145339	623195	EG,OD
17271	625084	EG,OD
12893	18648	EG,OD
22244	624517	EG,OD
15526	54381	EG,OD
138416	384305	EG,OD
59493	11895	EG,OD
35060	636343	EG,OD
29435	637704	EG,OD
27926	107338	EG,OD
119480	60837	EG,OD
143214	52204	EG,OD
3849	12503	EG,OD
7049	21935	EG,OD
20112	11898	EG,OD
26412	69511	EG,OD
25398	633109	EG,OD
31674	624345	EG,OD
36395	641116	EG,OD
85692	72975	EG,OD
118559	61755	EG,OD
12291	636442	EG,OD
19190	258605	EG,OD
42563	74591	EG,OD
29442	635610	EG,OD
6593	620457	EG,OD
30966	640917	EG,OD
15249	633657	EG,OD
136872	59122	EG,OD
58785	13325	EG,OD
22364	633776	EG,OD
37029	13393	EG,OD
140809	382176	EG,OD
6680	631290	EG,OD
106135	230891	EG,OD
51832	109636	EG,OD
82126	76776	EG,OD
31726	640337	EG,OD
10897	258272	EG,OD
51830	83600	EG,OD
144008	26992	EG,OD
145968	102595	EG,OD
17878	623034	EG,OD
28422	237858	EG,OD
35416	546819	EG,OD
53743	111427	EG,OD
18309	74254	EG,OD
21730	635863	EG,OD
20090	641235	EG,OD
134231	258031	EG,OD
149531	18212	EG,OD
34091	76422	EG,OD
19560	71775	EG,OD
8684	635683	EG,OD
145229	73945	EG,OD
149187	68283	EG,OD
34288	635056	EG,OD
56172	80696	EG,OD
64113	110741	EG,OD
34080	641154	EG,OD
5603	627104	EG,OD
20495	622773	EG,OD
