qsrank	schoolname	qsstars	overall	academic	employer	faculty	international	internationalstudents	citations	arts	engineering	life	natural	social
238	Université Paris Diderot - Paris 7		41.70	56.4		42.6	38.9	28.7	32.3	21.4	12.6	15.6	27.3	8.9
239	Universität Erlangen-Nürnberg		41.70	36.4	5.5	45.6	48.3	31.6	63.2	11.1	14	10.6	15.5	8.8
240	Technische Universität Darmstadt		41.60	29.5	43.2	76.5	50	75.2	15.6	5.8	24.9	3.5	14.2	2.5
241	University of Surrey		41.60	34.8	37.9	35.9	92.2	96.3	32.3	9.7	14.4	9.2	14.1	10.5
242	Stony Brook University		41.50	29.3	4.9	41.2	56.9	81.7	66.8	8	6.5	5.8	20.8	9.5
243	Hong Kong Baptist University		41.40	25.3	55.9	66.7	87.7	65	19.8	16	5	4.7	8	11.6
244	Universität Mannheim		41.40	28.3	55.9	6	3.6	50.3	99.1	8.4	4.3	4.9	3.3	28.4
245	Kyung Hee University		41.40	46.3	18.4	77.1	18.5	47.8	7.5	24.7	12.6	20	18	20.3
246	Julius-Maximilians-Universität Würzburg		41.40	27.4		70.6	30.9	19.8	64.7	8.9	5.4	14.7	14.9	4.2
247	Universität Köln		41.30	50.2	32.8	22.8	24.9	46.8	45.2	22	6.7	13	15.6	20.4
247	Kobe University		41.30	44.2	37.9	57.9	10.3	20	29.9	13.4	10.7	15.9	12.7	17.3
249	Hiroshima University		41.30	39.1	7.5	82.5	8.8	20	30.6	14.7	11.5	10.8	12.1	14.5
250	Pontificia Universidad Católica de Chile		41.20	55.1	58.5	36.1	21	9.3	19.1	29	18.4	17.4	19.8	27
251	Saint-Petersburg State University		41.10	44.7	10.2	97.2	4.1	21.2	3.3	17.6	10.2	8	20.5	14.5
252	Yeshiva University		41.00	5	1	98.8	1	31.6	83.6			7.6		4.1
253	University Complutense Madrid		40.90	67.5	34.1	23.5	4.7	25.6	17.5	27.5	11.6	19	21.5	21.7
254	Université Joseph Fourier - Grenoble 1		40.80	43.9	7.3	47.2	19.5	55.6	42.6	4	20.4	12.6	26.6	6.2
255	University of Massachusetts, Amherst		40.80	49.5	10.5	30.2	31.4	15.7	53.7	23.9	14.1	10.1	14.4	14.4
256	University of Ottawa		40.70	43.7	8.2	17.1	77.3	19.2	67	17.5	11.4	13.5	12.8	14.2
256	University of South Australia		40.70	41.1	55.9	32.8	100	84.2	10.7	15.8	11.5	11.8	11.8	15.2
258	Curtin University		40.70	42.9	55.9	24.9	100	100	10.9	14.1	17.1	8.3	14.3	14.7
259	Sungkyunkwan University		40.60	37.5	12.2	86.5	18.3	43.1	16.4	13.4	11.1	8.9	12.6	15.3
260	Simon Fraser University		40.50	44.8	14.1	15.7	93.6	62.1	47.4	17.7	11	9.6	14.6	17.9
261	University of East Anglia (UEA)		40.40	38.3	6.5	39.1	80.4	77.7	39.8	18.6	2.7	11.7	16.3	13.2
262	Universidad de Chile		40.30	60.3	47.7	27.2	10.3	10	21.1	23.4	16.4	18.8	19.1	23.2
263	University of Padua		40.30	57.2	10.1	10.3	3.2	12.7	63.8	21.2	13.8	16.3	21.8	13.8
264	Loughborough University		40.20	35.8	59.4	36.4	84.8	77.4	18.9	11.6	17.3	4.8	10.4	15.1
265	Tokyo University of Science		40.20	49.9	6.9	10		2.6	83.1	7.2	17.5	17.6	24.2	11
266	Norwegian University of Science And Technology		40.10	36.4	12.4	57	63.4	39.6	35.1	10.6	18.1	9.2	12	10.2
267	Queensland University of Technology		39.80	51.4	55.9	23.3	27.9	64.6	17.8	14	19.9	16.5	12.1	16.9
268	University of Technology, Sydney		39.70	42.1	59.4	21	98.2	95.8	11.2	14.6	18.4	10.9	9	14.4
269	University of Wollongong		39.60	32	55.9	33	98.1	89.9	22.4	12.2	12.8	7.7	10.3	11.4
270	University of Strathclyde		39.60	44.7	30.8	34.2	79.6	54.9	21.4	12.7	17	9.6	13.9	17.5
270	Universidad de Buenos Aires		39.60	67.4	65.9	20.3		7.6	4.1	36.5	20.6	26.7	27.6	32.8
272	Wake Forest University		39.50	7.9	2.6	99.9	2.3	12.8	73.1	4.5	1.5	5.8	2.8	2.7
273	Umeà¥ University		39.50	32.7	3.2	39.4	93.2	25.2	57.6	12.6	6.1	14.5	11.2	10.7
274	University of Liege		39.50	31.9	9.5	28	10.2	69.3	77.1	12.3	11.3	12	11.2	7.4
275	University of Milano		39.50	58	14.6	15.2	11.8	9.2	49.7	20.3	10.9	19	20.9	17
276	Charles University		39.40	50.6	12.5	52.8	9.4	59	15.7	20.2	10.6	12.4	19.8	15.3
277	North Carolina State University		39.30	30.5	21.2	27.3	12	24	84.8	8.5	12.9	9.8	14.6	6.6
277	Politecnico di Milano		39.30	54.9	59.4	19.6	17.8	37.5	19.8	16.5	32.4	5.6	18.5	10.9
279	Universiti Kebangsaan Malaysia (UKM)		39.20	48.5	9.7	53.1	86.9	49.8	3.3	16.9	12.5	15	13.6	17.6
280	Westfälische Wilhelms-Universität Münster		39.00	43.2	13.8	53.8	28.7	32.1	29.1	18	6.3	11.6	17.7	15.1
281	Indian Institute of Technology Madras (IITM)		39.00	43.4	55.9	34.8	2.2	1.1	40.6	6.6	26.7	9.6	17.8	8.4
282	Tokyo Medical and Dental University		38.90	11.6		100	3.5	26.5	60.2		3.3	17.8	3.1	
283	Christian-Albrechts-Universität zu Kiel		38.70	32.3	8.5	30.6	52.5	27.2	70.4	13.8	6.4	9.6	13.2	11.6
284	Tulane University		38.60	19.4	6.1	82.4	17.8	37.7	51.1	8.1	2.9	8.2	7.7	9.7
285	École des Ponts ParisTech		38.60	18.3	55.9	100	27.4	47.1	5.9	2.9	18.7		6.2	7.4
285	National Cheng Kung University		38.60	46	6.2	47.4	25.9	22.5	34.5	15.8	20.4	11.6	13.2	11.2
287	University of California, Santa Cruz		38.50	38.6		14.5	4.5	5.1	94.9	19.7	7.9	8.2	15.9	11.3
288	University of Utah		38.50	22.7	6.4	57.1	30.4	21.6	70	7.6	7.5	9.2	10.8	6.4
289	Iowa State University		38.50	32	12.2	24.3	63.4	44.7	67.2	6.6	11.3	11.3	14.9	10.2
290	Universität Innsbruck		38.40	44.9	10.2	10.7	91.8	98.1	35.2	15.7	8.9	12.3	23.1	11
291	University of Newcastle		38.40	45.6	17.1	15.2	84.9	75.9	33	11.9	16.8	18	13.1	12
292	University of Victoria		38.30	29.3	9.3	12.8	87.9	34.3	81.1	14.2	7.1	6.2	10.9	12.3
293	Royal Holloway University of London		38.20	33.1	11	37.2	96.2	98	30	22.9	5.6	5.6	10.4	11.3
294	Rensselaer Polytechnic Institute		38.10	22.8	4.6	46	13.8	39.2	79.9	7.8	18.5	3.1	8.7	3.6
295	University of Hawaii at Mañoa		38.10	28.1	1	56.2	25.7	40.5	57.4	20.7	4.8	5.8	7.9	9.8
296	George Washington University		38.10	43.7	17.1	42	2.9	37.3	38.8	18.4	8.1	13.4	11.4	18.2
297	Universität Konstanz		37.60	36.7	14.6	48	59.1	43.4	30	21.4	3	7.2	12.2	16.6
298	National University of Ireland, Galway		37.50	30.7	21.3	53.8	95.7	64.1	18.1	12.2	9.7	9.6	10.8	10.3
299	Flinders University		37.20	29.1	6.2	87.7	12.5	67.7	13.5	13.5	6.2	11.1	7.8	11.9
300	American University of Beirut (AUB)		37.20	26	31	60.3	59.9	89.8	17.3	11.2	8	10.2	7	9.8
300	Beijing Normal University		37.20	47	5.8	48.6	75.4	18.2	13.6	23.9	9.1	10.4	11.6	18.5
302	National Yang Ming University		37.10	15.3	3	98.2	13.3	12.3	45.1	4.2	4.8	12.7	5.9	2.7
303	SOAS - School of Oriental and African Studies, University of London		37.10	36.7	12.4	49.7	99.8	100	2.5	35.9			1.7	22.8
304	University of Oulu		36.90	25.8	5.5	87.3	24.1	8.3	31.4	8.7	10.7	8.1	8.8	9.6
305	University of Eastern Finland		36.90	20.3	3.3	80.5	26.4	14	48.1	9.3	6.4	9.6	6.5	6.2
306	National Chiao Tung University		36.80	27.6	5.1	50.5	57.6	41.6	47.5	8.7	19	4.4	10.8	5.6
306	Indian Institute of Technology Kanpur (IITK)		36.80	41.5	25.6	34		1.3	50.4	7	25.8	8	18.5	7.4
308	Universitat Pompeu Fabra		36.80	36.5	8.5	45.6	73.5	44.2	28.1	16.3	4.8	6.9	4.9	27.3
309	Université Bordeaux 1, Sciences Technologies		36.60	29		65	39.8	60.7	31.5	7.3	14.6	6.6	19.3	2.4
310	University of Jyväskylä		36.60	29.6	6.3	89.5	31.3	27.2	13	14.2	5.2	7.5	11.5	12.7
311	University of Southern Denmark		36.50	23.7	11.2	64.3	51.8	66.3	32.4	11.2	5.9	8.4	7	10.5
312	Universität Düsseldorf		36.40	18.8	6	50	8.9	55.1	72.1	9.2	2.3	9.5	8.6	6.2
313	University of Tromso		36.10	17.3	3.8	99.9	41.6	25.6	23.9	12.4	2.3	5.8	5.8	7.2
314	Hanyang University		35.90	32.9	9.6	74.4	22.9	46.6	13.5	13.2	12.8	6.7	9.7	13.1
315	University of Essex		35.80	37.7	2.9	29.6	97.9	98.7	20.1	17.8	7.4	4.4	5	27.3
316	Laval University		35.60	33.9	1.2	18.9	43.3		76.5	13.9	10.1	10.2	10.2	12.4
317	La Trobe University		35.50	43.7	9.5	17.7	93.9	91.3	18.1	20.3	7.4	14.4	10.7	16.5
318	Brandeis University		35.50	22.8	1.8	39.5	11.5	66.7	68.6	13.5	4.3	6.7	8.7	8.5
319	Université Paris Descartes		35.50	32.6	6.1	28	7.8	81.3	55.4	10	6.4	18.1	10.7	9.8
320	Tecnológico de Monterrey (ITESM)		35.40	36.3	59.4	52.6	37.4	28.5	2.4	10	15.2	7.3	8.8	18.7
321	Johannes Gutenberg Universität Mainz		35.40	34.3		10.7	18	38.5	80	16	6.2	5.7	20.1	9.5
322	University of Pisa		35.30	55.1	9.6	8.9	1.3	9.5	46.6	22.5	16.8	10.8	24.9	9.1
323	Chiba University		35.20	27.5	4.6	83.3	5.2	20.7	25.7	11.6	7.9	11.3	8.9	8.6
324	Université Paris Dauphine		35.20	34.7	75.6	36.1	12.8	89.3	3.7	10.7	6.5	4.1	13.4	23.2
325	University of California, Riverside		34.90	29.4	1.2	15.3	9	15.3	90.3	11.4	6.9	12.6	13	7
326	Dublin City University		34.80	21.9	55.9	42.9	89	65.5	17.2	8.4	8.5	6.6	8.5	8.5
326	Virginia Polytechnic Institute (Virginia Tech)		34.80	39.6	17.5	34.9	33.1	25.5	33	9.4	25.8	9.2	11.6	8.1
328	Universität des Saarlandes		34.70	20.7	1.7	30.3	54.5	52.4	70.8	10.8	11.9	3.5	6.4	6.1
329	Université Montpellier 2, Sciences et Techniques du Languedoc		34.60	25.7		58.1	16.4	45.3	44.9		12.6	13.9	15.2	4.1
329	Massey University		34.60	40.1	13.5	29.4	96.9	41.8	18.8	14.8	10.4	10.6	14	15.1
331	Ruhr-Universität Bochum		34.50	31.7	10	42.1	41.9	57.3	34	15.5	10	8.1	13.1	7.2
332	University of the Philippines		34.40	53	55.9	31.1	2.6	1.2	2.5	24.3	10.6	13.9	13.4	19.2
333	Universität  Leipzig		34.40	36.5	1.6	16.9	15.5	36.3	64.8	21.2	6.2	11.2	12.5	9.1
334	Aston University		34.30	22	59.4	21.1	93	94	26.7	11.4	7.6	5.3	3	13.3
335	Universiti Sains Malaysia (USM)		34.30	50	11.2	40.7	27.8	32.3	6.8	14.2	13.7	17	15.8	16.7
336	Arizona State University		34.30	49.5	9.7	16	13.7	19.8	39.8	18	15.7	9.8	15.8	17.8
337	University at Buffalo SUNY		34.30	23.5	1	20.3	12.7	72.7	78.8	12.1	8.6	4.5	6.8	10.6
338	United Arab Emirates University		34.20	31.6	9	42.4	100	90.3	9.9	12.7	8.9	10.8	11.3	10.2
339	University of Cincinnati		33.90	17.5	8.6	50.7	11	22.1	68	9.4	5.6	7.7	4.6	6.5
340	Technische Universität Dresden		33.90	39.6	16.2	32	30.7	36.7	30.1	7.6	20.9	11.7	17.2	6.8
341	Indian Institute of Technology Kharagpur (IITKGP)		33.90	32.1	21.2	43.1	1.2		47.8	3.8	23	6.6	15.2	5.8
342	Universitas Gadjah Mada		33.80	56.7	37.9	25	24.1	5	1.3	22.8	12.8	16.3	14.2	20.1
343	University of Tasmania		33.50	31.9	6.2	32.5	70	90.3	25	13.2	7.4	10.1	14.7	8.8
344	Ewha Womans University		33.50	37.6	8.4	58.7	21.5	32.5	12.4	22.4	5.8	8.8	9.6	15
345	Université Paul Sabatier Toulouse III		33.40	38.5		51.8	33.7	37.2	17.4	6.3	16.1	12.3	20.5	7.7
346	Griffith University		32.90	35.1	16.2	17.2	97.7	93.3	18.2	15.1	8.2	10.2	10.4	14.5
347	Universidad Carlos III de Madrid		32.90	35	25.7	51	44.2	47.4	4.6	9	11.7	7.2	8.6	21.7
348	Universität Regensburg		32.90	19.8		58.7	30.5	18.7	50.6	11.7	2.6	7.2	9.8	6
349	Boston College		32.80	31.6	18.5	32.6	95.9	35.2	22.8	20.9	4.9	4.8	5.5	17.7
350	Université Claude Bernard Lyon 1		32.70	38.6	6.8	28.7	10.8	46.6	36.8	9.2	13	15.8	19.7	5.2
351	Brunel University		32.60	23.1	37.9	21.1	93.8	90.7	27.6	9.3	10.7	6.9	6.4	8.8
352	James Cook University		32.60	23	4.6	24.3	91	64.3	48.5	9	4.1	11	10	7.9
353	Universidad Austral - Argentina		32.50	22.7	37.9	83.4	9	24.6	3.2	9.2	4.3	7.6	6.4	13.9
354	Washington State University		32.40	32.4	6.2	36.4	74.8	22.9	29.9	11.9	8.6	11	13.7	9.5
355	Universität Bielefeld		32.30	38.4	3	12.8	17.2	26.5	56.5	18.1	6.7	7.9	12.7	17.4
356	City University London		32.30	28.1	31.7	27.2	85.6	98.2	13.1	8.9	11.4	6.9	7.9	14.1
357	University of Waikato		32.20	30.2	12.2	32.8	96.1	87.5	12.9	12	8	8.2	9.2	14.6
358	Universiti Putra Malaysia (UPM)		32.10	36.8	11.1	62.5	9.3	42.3	3.1	11.9	12.6	11.7	10.9	13.4
359	Philipps-Universität Marburg		32.00	25.3		46.6	38	49.9	37.7	14.4	4.2	8.1	10.4	8.1
360	Ateneo de Manila University		32.00	41.4	55.9	38.1	15	11.6	1.3	20.3	8.7	10.3	11.3	15.9
360	University of Florence		32.00	48.1	3.6	13.9	6.7	17.7	38.8	23.5	7	10.5	18.2	15.8
362	Aalborg University		31.90	23.6	19.8	45.6	66.1	48.4	24.9	8.5	15.2	4.7	4.8	9.6
363	Colorado State University		31.80	24.7	15.5	12.9	11.1	10.5	80.6	3.4	9.1	9.6	14.2	8.1
364	York University		31.80	44.6	37.9	18.4	47.4	17.7	13.1	23.5	7	8.6	11.4	20.1
365	University of Connecticut		31.70	19	5	39.2	24.3	21.1	64.3	7.5	7.5	5.8	5.7	9.6
366	Karl-Franzens-Universität Graz		31.60	36.8	5.5	11.2	57.9	35.8	44.2	18.7	7.8	7.9	14.3	12
367	Universität Bremen		31.60	34.3	5.2	35.3	23.2	45.5	31.3	11.1	9.7	6.9	14.1	15.4
368	University of St Gallen (HSG)		31.50	21	55.9	28.8	96.3	99	6.7	8.6	2	4.5	2.7	21.1
369	Birkbeck College, University of London		31.40	36.7	3.1	20	93.7	31.3	28	25.7	5.2	10.3	4.7	14.5
370	King Abdul Aziz University (KAU)		31.30	34.3	4.6	53.1	68.9	42.5	1.6	16.1	7.4	12.2	9.6	11.9
371	University of Missouri, Columbia		31.20	22.9	9.2	42.1	32.3	13.5	49.1	8.2	6.3	8.8	8.1	10.5
372	Central European University		31.20	20.9	17.5	98.3			4.1	13.9	2.8	3	4.7	14.6
373	Universitat Politècnica de Catalunya		31.10	30.8	5.3	62.3	15.5	48.2	9.9	7.8	24.6	3	13.5	3.9
373	Taipei Medical University		31.10	19.3	4.8	41.8	18.9	25.3	58.5	4.1	3.7	20.2	6.5	2.1
375	University of Navarra		30.90	21.1	16	58	20.7	63.6	22.5	10.6	3.3	7.4	5.5	12.4
376	Universität Jena		30.80	27.5	1.7	35.3	18.5	21.6	49.7	12.8	6.5	7.1	13.5	8.4
377	Sultan Qaboos University		30.70	15.1	5.2	92.3	92.2		2.6	11.3	4.7	5.9	2.1	6
378	Illinois Institute of Technology		30.70	21.1	5.1	47.8	35.5	100	24.1	11.4	12.3	3.9	6.3	5.3
379	Bauman Moscow State Technical University		30.50	17.8	20.9	100	1	9.6	1		13.3	5.4	11	4.5
380	Università¡ degli Studi di Roma - Tor Vergata		30.50	44.1	7.5	8.8	6.6	15.2	43.3	14.9	10.1	11.7	20.8	12.5
381	Universidade Federal do Rio de Janeiro		30.50	45.1	5	34.2	13.4	4.3	18.1	15.7	16.5	9.5	15.6	14
382	Xi'an Jiaotong University		30.50	31.5	20.4	62.1	5.9	11.5	9.7	8.6	20.6	5.5	8.8	10.2
383	University of Kentucky		30.40	13.8	5	38.8	11.3	13.8	73.7	5.7	5.7	7.5	5	4
384	Università  degli Studi di Pavia		30.30	33.5	7.2	13.6	7	15.9	58.4	14.8	10.7	9.2	13.1	8.4
385	Ben Gurion University of The Negev		30.20	30.7		38.6	28.2	6.5	39.4	7.3	10.7	10.4	12.9	11.3
386	The University of Georgia		30.20	30.7	12.4	26.8	2.1	12.5	50	10.6	6.1	12.3	10.9	12.6
387	National and Kapodistrian University of Athens		30.10	36.5	9.4	18.2	12.1	23.5	42.6	15.7	7.4	8.9	13.3	9.6
388	Pontificia Universidad Católica Argentina Santa María de los Buenos Aires - UCA		30.10	35.4	38.5	52.1		16.4	1.1	16.9	5.6	12.4	7.9	16
389	Moscow State Institute of International Relations (MGIMO-University)		30.00	13.2	14.7	99.5	1.3	50.5	1	8	2.6	2.2	4.7	9.3
390	University of Tampere		29.90	26.6	9.5	44.9	25.9	33.5	28.9	14.1	4.8	6.9	7.1	14.1
391	University of Tennessee		29.90	19.1	7.6	42.6	14.9	15	54.5	7.7	7.4	4.8	9.7	6.7
392	Sogang University		29.80	31	13.2	55.3	25.3	33.8	7.5	17.8	6	6.2	8.5	14.4
393	Jagiellonian University		29.80	36.4	13.5	52.7	6	10.6	9.7	16.4	5.8	9.8	15.8	11
394	University of Coimbra		29.80	41.5	5.4	27.4	15.4	29.3	21.7	15	12.4	10.2	15.2	13.9
395	Université Lille 1, Sciences et Technologie		29.70	27.9		43.8	31.5	82.9	17.3	5.1	12	10	13.6	8.1
396	Universität Bayreuth		29.60	21.3	4.6	56	42.9	24.5	27.5	10.8	4	4.9	11.5	8.3
397	University of Manitoba		29.50	23.2	4.7	44.7		33.3	43	10.4	6.8	8.3	9.9	6.8
398	University of Delhi		29.50	53.1	55.9	2.3	1.3	3.2	7.1	21.1	8.7	14.8	14.8	22.1
399	University of The Witwatersrand		29.30	33.5	11	15.6	61.6	32.5	32.1	14.2	8.5	11.4	9.9	12.3
400	Novosibirsk State University		29.30	22.7	3.4	88.8	4.1	12.1	3.5	3.1	8.4	7.8	16.8	5.5
401	Universität Duisburg-Essen		27.10	22	2.4	32.6	37.7	63.5	29.7	9.5	9.7	5.2	10	6.1
401	Pusan National University		27.50	34.9	4.2	43.6	9	12.4	14.2	12	11.1	10	11.9	13.2
401	Tokyo Metropolitan University		26.20	22.4	3.5	23.2	10.7	8.1	54	10	7.6	6.1	10.5	6.9
401	Tilburg University		29.00	27.4	23.2	32.6	80.5	28.6	15.8	11.1	3.9	3.1	4.9	25.2
401	Florida State University		27.20	31.6	6.4	22.6	22.6	12	35.6	12.2	7.5	7.2	15.1	11.8
401	University of Alabama		29.20	22.4	2.7	18.1	44.4	10.5	65.2	8	7.8	8.1	7.7	9.4
401	Swinburne University of Technology		25.60	21.4	13.1	11.2	74.5	100	21.3	9.7	9.3	7.5	7.5	5.7
401	University of Kent		29.20	26.2	6.3	33.2	91.1	74	13.2	15.9	4.7	6.3	5.5	14.1
401	Swansea University		27.60	21.8	4	35.1	73.1	63.1	20.6	6.3	11.8	5.5	9.1	7.5
401	Universidade de Santiago de Compostela		26.30	27.2	2.5	8.9	8	24.7	56.3	15.1	7	7.9	9.9	8
401	Oxford Brookes University		26.20	27	16.8	24.7	58.2	77.9	7.3	14.1	6.5	8.6	7.4	11.1
401	L.N. Gumilyov Eurasian National University		26.10	10.4	1.2	99	17.4	8.6	1	7.1	6.3	5.8	7	9.6
401	University of New Mexico		28.80	20.4	3.3	45.7	8.3	14	47.5	7.4	7.6	8.9	9.6	4.8
401	Yokohama City University		27.10	3.7		95.4	8.7	8.9	25.9	3.6		5.3		
401	Indian Institute of Technology Roorkee (IITR)		26.10	21.2	16.5	43.5	5.7	4.1	31.3	2.8	15.3	6.6	8.9	5.7
401	Universidade Nova de Lisboa		28.70	26.9	11.5	50	26.2	39.7	14.5	13.7	8.5	4.7	9.2	11.4
401	Nankai University		26.10	25.8	11.2	46.7	4	8.7	20.9	11.9	4.8	7.3	12.1	9.9
401	Linköping University		28.80	31.4	13.3	37.1		12.1	31.7	8.3	15.4	8.6	12.2	9
401	Goldsmiths, University of London		28.40	33	2.9	22	82.3	82.8	8.7	27	6.1	2.8	5	14.9
401	Tongji University		27.10	32.4	14.7	52.4	3.5	12	4.7	13.2	17.8	7	8.7	8
401	University of Nebraska		26.20	21.4	6.9	32.2	36.8	22.2	35.2	6.3	5.3	8.6	9.4	10
401	City University of New York		25.60	43	4.7	31.1	7.6		4.3	26.5	7.5	8	9.9	16.6
401	Johannes Kepler University Linz		26.40	29.3	6.7	25	63.5	41.8	16.1	5.8	12.4	4.9	15.9	11.8
401	National Sun Yat-sen University		25.90	29.3	4.1	23.5	18.2	9	35.8	12.4	10.3	8.9	7.6	11.4
401	Deakin University		28.20	34	16.4	19.3	27.7	87.4	13.9	13.4	9.7	10	8.5	15.5
401	Martin-Luther-Universität Halle-Wittenberg		25.50	16.4		47.1	35.8	30.4	28.8	10	2.1	5.9	7.8	6.2
401	University of Guelph		25.70	27.6	5	11.7		7.3	55	11.4	3.4	14	13.2	6.3
401	Renmin (People’s) University of China		27.00	29.8	18.3	53	11.9	20.3	2.4	17.9	4.8	4.5	4.4	19.9
401	Heriot-Watt University		28.20	17.2	13.8	24.4	90.9	93.9	26.5	6.6	11.8		7.5	7.5
401	Al-Farabi Kazakh National University		26.00	15.3	2.1	86.5	15.6	17.9	1.1	7	4	3.9	8.8	6.8
401	University of Oklahoma		26.00	13.3	10.3	29.5	19.6	22.9	55.5	9	3	4.3	6.2	4.6
401	National Central University		28.40	28.5	3.7	47	19.3	12.5	25.6	11.3	10.1	7.1	11.2	10
401	Bilkent University		28.20	28.4	10.7	49.5	66.9	4.9	8.5	12.8	11.7	3.7	9.7	11.4
401	University of Porto		26.80	36.4	7.2	28.1	10	12.3	21.2	13.5	12.9	9.3	13.7	10.7
401	University of Naples - Federico Ii		26.60	33.2	5.8	7.5	4.3		52.6	13.1	11.7	8.2	13	9.8
401	Universidade Federal de São Paulo - UNIFESP		25.70	18.7	5.6	41.6			44	5.9	6.3	10.7	8.1	4.6
401	Universiti Teknologi Malaysia (UTM)		27.90	29.4	11.3	50.9	19.3	57.3	2.2	7.9	15.4	7.6	10.9	8.9
401	Oregon State University		28.00	20.2	5.2	34.6	29.8	15.4	48.5	5.1	8.6	8.2	12	4
401	Stellenbosch University		25.70	31.6	13.5	10		34.7	37.2	13.3	7.7	10.8	12	10.1
401	Dublin Institute of Technology		25.70	15	10.4	63.8	34.1	62.2	3	4.3	8.5	3	8.5	5.6
401	Bangor University		28.10	16.1	5.5	35.3	74	75.9	30.3	7.5	3.3	6.9	8	5.8
401	Nagasaki University		26.60	13.2		68.5	6.4	8.3	32.1	4.6	4.6	5.8	6.3	5.6
401	Aberystwyth University		27.10	20.9	3.1	43.1	61.7	62.8	15.2	13.4	2.2	3.3	8.8	11.2
401	Universidad de Los Andes Colombia		27.10	35.5	34	24.4	37.6	2.8	10.6	18.3	13.9	6.8	9.3	19.3
451	Wuhan University		25.40	36.4	11.4	33.1			13.1	13.5	9.4	11.9	11.7	13.6
451	Sabanci University		23.60	16.8	8.8	50	51.3	6.3	13.4	7.4	7.5	3	6.5	8.4
451	Leibniz Universität Hannover		25.40	29	10.8	8.1	12.2	56.8	35.7	7	13.7	6.8	15.2	7.6
451	Shanghai University		23.80	31.4	8.7	38.4	6.7	4.2	8.5	10.8	9.1	11.4	13.5	8.7
451	University of Vermont		24.60	4.7	2.6	52.2	8.2	5.8	54.2	1.9	1.5	2.5	5	
451	Bandung Institute of Technology (ITB)		25.40	45.1	17.6	22.6		3.2	2	11.7	22.3	10.6	15.8	10.8
451	University of Limerick		23.20	18.3	37.9	18.4	87.4	12.2	15	10.3	7.7	2.9	4.3	9.9
451	Carleton University		23.70	24.1	8.1	18.8	36.4	57.4	21.8	12.4	5.7	5.2	7.8	12.4
451	Tomsk State University		24.20	12.5	2.3	80.1	21	21.9	1.7	5.2	3.7	5	7.6	4.2
451	University of Delaware		23.60	16.3	2	24.4	5.9	19.5	51.4	5.4	10.4	3	8.2	4.9
451	Sun Yat-sen University		24.30	29.6	12.1	27.1	15.1	12.2	19.9	12.5	7.4	9.5	8.4	13.3
451	Kumamoto University		25.30	9.1	2.4	60.2	12.3	6.7	39.6	2.9	6.9	5.5	1.7	2.8
451	Politecnico di Torino		24.70	32.7	26.1	11.2	3.3	46	19.2	8.2	24.5	4.3	11	7.3
451	Université de Rennes 1		25.30	31.5		29.4	10.3	47.3	17.3	9.3	11.1	8.1	16.1	9.1
451	Howard University		23.50	12.2	6.8	70.4		20.4	12.1	7.2	1.5	6.6	4.6	5.3
451	International Islamic University Malaysia (IIUM)		24.40	20.2	4.8	39.2	59	86	1.6	9.6	5.8	7	6.7	8.9
451	University of Turin		25.40	36.7	3.7	9.3	10.4		37.2	19.8	6	6.4	15.3	12.9
451	University of Bradford		24.40	18.9	6.2	19.8	58.5	90.1	21.8	6.6	6.3	5.7	6.1	11.2
451	Gifu University		24.40	7.8		71.2	5.6	12.4	28.6	2.9	5.3	4.5	4.6	
451	University of Salamanca		23.80	31.2	1.7	29.1	19	26.6	13.1	20.9	5.4	6.8	8.4	11.8
451	Universidad Nacional de La Plata		25.00	29.1	13.2	52.4		6.3	3.7	14.3	12.7	15	17.2	15.3
451	Universidad de Santiago de Chile - USACH		24.00	40.3	16.9	19.4	13.7	2.7	5.3	16.9	10.6	9.4	13.6	14.6
451	Inha University		23.40	13.1		69	12.9	24.5	10.2	9.6	5.7		5.7	5.6
451	Université du Québec		24.10	27	3.4	32	45.4		19.2	11.3	7.5	10.1	8.4	10.2
451	Politécnica de Madrid		23.60	21.8	17.4	46.4	3.6	43	5.4	6.6	19.8		9.7	4.2
451	Universidad ORT Uruguay		23.60	5.8	2.9	95.9	15.2	5.6	1.5	5	3	1.3		4
451	Virginia Commonwealth University		24.20	10.3	4.2	49	22.2	15.5	37.5	5.9	2.2	5.4	3.7	4.7
451	University of Trento		25.00	31.9	3.7	12.8	28.8	23.7	31.1	11.8	11.7	5.8	10.3	14.6
451	University of Hull		24.60	15.3	6.3	20.5	72.2	67.2	31.7	9.9	3.2	5.7	5	6.4
451	Lehigh University		24.20	11.7	2.6	40.5	24.9	45.5	35.7	4.5	10.5		6.7	2.6
451	Louisiana State University		23.50	18.3	2.6	22.6	11.9	19.2	46.9	7.5	5.3	6.1	10.2	5.8
451	Rutgers - The State University of New Jersey, Newark		23.10	26.7	4.5	31.5	33.8	30	10.3	11.4	6	8	11.9	9.8
451	University of Crete		24.50	23.6	3.9	14.8	2.9	18.3	51	8.5	7.7	9.2	11.3	6.2
451	Justus-Liebig-Universität Gießen		24.10	20		16.2	31.3	29.5	46.6	12.7	2.8	7.8	7.5	6.8
451	University of Oregon		24.70	26.7	1.1	23.5	23.1	22.7	32.3	16.4	4.7	9.8	7.4	8.8
