Systematic Name	Type a HCC  normalized	Type b NNL  normalized	Type c Cirr  normalized
112181	1.55	0.7	1.09
200862	0.7	0.96	0.94
104923	0.31	0.97	1.6
184102	1.7	0.89	2.45
189875	1.04	1.5	2.61
177453	0.82	0.86	1.15
202160	1.21	0.78	1.69
100966	0.93	0.93	0.92
111342	1.09	0.83	1.27
184458	2.24	1.02	2.92
173470	1.89	0.92	1.58
229672	1.6	0.86	3.68
168086	1.42	1.03	1.57
114791	2.83	1.04	1.97
115498	3.29	1.27	2
121179	1	0.86	1.77
177856	1.39	0.93	1.35
129457	1.27	0.94	1.1
196463	1.09	1.1	1.02
128760	1.9	1.09	2.93
124943	3.08	1.07	3.26
118831	2.1	1.02	2.46
209973	3.49	1.11	2.7
108284	1.85	1.01	1.54
189108	1.36	1.1	1.93
183778	1.09	1.15	1.46
188698	1.48	0.95	0.84
171756	2.76	0.9	1.69
197488	0.39	1.07	0.8
194352	1.05	1.01	1.64
147850	1.75	0.72	1.3
146729	1.19	0.97	1.69
104490	1.49	1.05	2.38
185851	2.01	1	1.77
10419000	0.69	0.78	1
158147	2.74	0.87	1.56
150503	3.09	1.19	2.51
526581	1.01	0.99	1.55
190970	1.42	0.92	1.38
234355	1.36	0.86	1.43
155047	0.89	0.94	1
187235	1.23	0.71	1.46
202359	2.76	0.94	1.79
210261	1.9	0.89	1.92
161277	1.58	0.75	1.5
200711	1.9	1.05	1.29
173260	1.47	0.84	0.89
172944	1.24	1.12	2.53
149425	1.32	0.85	1.26
209676	1.89	1.02	1.14
701525	0.52	0.55	0.25
157895	1.45	1.11	2.55
212382	1.75	1.02	1.73
144148	2	0.94	2.94
105559	2	0.85	1.58
189919	0.65	0.97	0.68
171625	1.35	1.26	1.48
234977	1.3	0.82	1.4
115924	1.67	1.03	2.15
158198	1.22	0.94	1.29
165963	1.63	0.81	1.35
183965	2.24	0.81	2.65
155373	1.19	1.08	2.38
136229	1.76	1.06	1.56
132719	1.26	0.7	1.33
128129	1.78	0.95	1.83
229003	1.52	0.98	2.03
234339	2.62	1.04	3.32
222165	1.81	0.83	1.65
183102	1.33	0.71	1.16
199244	2.4	0.77	3.44
183705	1.22	0.94	2.15
104690	1.17	0.73	1.23
118104	2.52	0.91	1.89
164341	0.69	0.86	1.08
190681	0.39	1.03	1.34
200565	1.91	0.79	1.88
118620	1.51	0.89	1.31
144595	1.23	1	1.25
228921	1.32	0.97	1.34
204838	1.36	0.99	1.25
231518	2.27	1.03	1.79
108133	1.27	0.78	1.22
136293	2.33	1.01	1.71
108041	1.05	1.08	1.35
180058	4.08	1.29	4.06
184100	2.31	1.14	1.42
129458	2.75	0.91	4.05
125410	2.04	1.32	3.09
171053	2.13	0.81	1.85
200292	1.4	1.02	1.33
103805	0.89	0.82	1.05
110995	2.23	1	1.72
208933	2.01	1.25	2.07
184380	0.99	0.71	203.8
232016	1.02	0.99	0.67
121045	1.67	0.98	1.44
139377	0.46	1.02	0.96
519843	0.97	1.01	1.42
215303	1.46	0.7	1.51
178858	0.99	0.87	1.32
188388	1.63	0.93	1.03
108946	1.06	0.91	1.07
207809	1.04	1.07	1.31
190941	1.1	1.08	1.3
226230	0.73	0.82	0.49
178812	2.34	0.86	1.47
221224	1.23	1.1	2.56
202027	1.49	0.99	1.28
540864	0.63	0.7	0.3
173863	2.68	1.08	2.22
212295	1.34	0.62	1.18
121221	1.32	1.03	0.97
160130	1.34	1.03	1.83
199757	1.71	1.08	2.53
157822	0.97	1.07	1.16
174998	1.1	1.08	1.15
219040	1.1	1.11	2.07
166246	7.47	1.4	5.72
111645	2.43	1.04	1.83
548807	1.51	0.82	1.08
192173	1.51	0.87	1.53
216584	2.06	1.07	2.22
148308	1.49	1.06	1.7
107957	0.84	0.92	0.8
157627	0.94	0.77	1.07
167987	0.86	1.09	1.05
136477	1.06	0.9	1.23
175527	3.88	1.31	6.5
128803	2.38	1.19	1.64
150705	1.22	0.92	0.93
154932	1.02	0.85	2.7
228727	1.69	1.21	1.57
148500	4.54	1.24	2.87
159253	2.76	1.06	3.73
108971	1.06	0.78	1.35
185324	1.11	0.99	1.3
132242	2.22	1.38	2.11
135544	1.54	0.75	1.65
203202	1.73	0.95	1.47
216072	1.1	1.12	1.53
195385	1.31	0.77	1.88
104900	1.93	0.87	1.49
166744	2.64	1.31	2.36
140654	0.92	0.67	1.22
542025	1.66	1.23	1.47
151061	1.42	0.78	2.34
115418	2.08	0.95	2.47
137648	1.7	1.03	2.02
100312	0.86	0.84	1.31
121242	1.98	0.97	2.14
232644	2.33	1.25	1.76
148171	1.82	1	1.29
133600	3.77	1.26	3.85
128481	2.15	0.95	2.26
221055	3.63	1.18	4.8
107614	1.56	0.96	1.4
192246	2.36	1.03	1.68
224965	1.63	0.89	1.59
124129	1.29	0.63	1.33
230284	1.62	1.02	1.47
192178	0.97	1.02	1.05
197942	1.93	1.06	2.39
210495	1.88	1.3	2.53
108488	3.7	0.81	2.66
143078	2.2	0.93	2.74
211558	0.6	0.88	0.57
214925	1.56	0.66	1.6
134295	1.34	1.04	1.94
118602	1.23	1.04	1.01
113156	1.94	1.27	1.99
137059	1.36	1.02	1.31
149847	1.55	1.02	1.4
167460	2.69	1.07	4.08
203455	2.4	1.18	2.96
124405	1.5	0.86	1.51
194000	1.18	0.8	0.88
233934	1.98	1.04	2.56
190915	1.44	0.91	1.61
234944	1.82	1.25	1.84
191543	0.57	0.96	1.55
104259	1.93	0.9	2.09
158473	1.41	1.54	3.15
170658	1.18	0.97	1.49
203109	2.22	1.11	1.75
203695	0.66	0.59	1.77
176322	0.74	0.91	0.8
205357	1.74	0.83	1.66
208524	2.76	1.26	3.07
107589	1.68	0.91	1.16
101686	1.42	1.01	1.53
160897	2.33	0.68	2.37
137709	3.86	1.41	2.5
199459	1.43	1.03	1.31
136933	2.84	1.11	2.43
135455	1.66	0.88	0.8
127904	1.47	0.58	1.28
181231	1.11	0.95	1.44
117425	4.7	1.51	7.73
191127	1.22	1.06	1.16
153718	2.81	0.87	1.84
215766	2.54	0.98	2.77
191893	1.31	1.02	1.2
635098	2.19	0.81	3.31
163513	1.67	0.78	2.45
171539	0.02	0.76	0.13
210206	1.14	0.92	0.9
166635	0.69	1	1.01
157302	1.65	0.77	1.36
177407	1.88	0.89	2.06
229459	1.78	0.92	2.66
173212	2.32	1.21	1.95
158545	1.3	0.92	1.25
199960	2.19	0.87	2.03
210819	2.41	0.91	1.69
225713	0.59	1.03	1.14
108045	1.17	1	1.68
282954	1.74	0.89	2.12
201868	1.51	1.24	0.98
180498	2.78	1.24	1.58
107235	1.38	0.83	2.06
219763	1.76	0.99	2.28
140496	3.52	1.06	2.52
111979	2.47	0.85	1.3
200187	1.65	0.79	1.34
148704	0.57	1.02	1.26
202626	0.38	0.9	0.77
107996	0.66	0.93	1.15
104322	1.37	0.92	1.12
103113	1.14	0.73	0.83
171786	4.52	1.02	3.05
127059	2.1	1.15	1.74
100765	1.31	0.81	1.68
102904	1.41	0.92	2.66
204611	1.13	0.89	0.71
158124	0.79	0.82	0.85
106536	2.31	1.01	2.48
196671	0.65	0.97	1.43
105435	2.41	1.09	2.4
127632	1.66	0.96	1.68
157342	1.12	0.94	1.69
107361	0.71	0.98	0.85
196281	0.76	0.85	1.1
166470	1.92	1.03	1.7
100195	1.05	0.73	0.99
161857	2.99	1.06	1.54
146753	1.45	0.95	1.15
134501	1.26	0.86	1.38
154501	2.58	1.01	3.47
231824	4.78	1.45	4.35
206485	2.23	1.13	2.16
129886	1.24	0.85	1.27
704590	0.8	1	0.95
205124	0.33	1.02	0.87
191410	1.11	1.07	1.27
178033	2.37	1.04	2.16
137616	1.02	0.8	1.41
174000	1.45	0.85	1.55
202286	1.07	0.97	1.04
207786	1.55	1.13	2.76
109673	0.82	1.01	1.26
219719	1.11	0.7	1.26
176191	1.11	1	1.12
122019	3.27	1.07	2.22
143640	2.09	1.08	1.69
125600	1.54	0.85	1.52
132554	1.21	1.13	1.73
147448	1.6	0.73	1.22
101498	8.82	1.55	6.9
160249	2.05	0.97	2.06
208403	0.68	0.53	0.81
158279	1.34	1.05	1.76
165280	2.32	1.1	2.36
141023	3.29	0.82	1.97
216611	1.1	0.82	0.95
171508	3	1.12	1.78
125400	0.1	1.03	0.89
119217	3.3	0.99	1.68
197230	8.91	1.22	10.56
101339	1.95	1.03	1.65
145458	1.44	0.86	0.87
221769	1.72	0.84	1.5
180086	0.48	0.82	0.78
207926	3.14	1	1.75
182922	1.06	0.93	1.84
122158	1.34	0.76	0.66
171440	1.67	1.03	2.29
137281	1.17	0.72	2.01
123217	2.19	0.91	3.05
112482	2.08	0.87	2.38
102419	1.42	0.82	1.32
101931	2.09	0.85	1.42
167807	0.47	1.03	2.25
196037	0.83	0.9	0.83
216499	1.65	0.8	1.06
154238	1.45	0.85	1.85
127457	1.83	1.13	2.96
140209	0.99	0.82	0.83
193798	1.27	1.03	2.78
184118	0.83	0.96	0.93
187106	0.76	0.9	0.44
175042	1.54	0.77	1.81
145756	1.46	0.71	2.58
155112	2.38	0.9	1.78
156215	1.64	0.94	1.3
130259	2.35	1.08	2.35
213046	1.29	1.04	1.22
235854	1.83	1.1	2.15
138204	2.27	0.96	1.91
197231	1.72	1.03	1.65
101173	1	0.73	1.19
130576	0.99	1	1.16
105507	1.93	0.93	1.65
224885	1.43	1.34	3.1
132559	0.85	1.07	1.88
137907	1.18	0.67	1.14
168129	1.35	1.03	1.49
136049	1.3	0.73	0.91
216340	0.33	0.93	0.65
128812	1.39	0.97	1.41
142934	1.92	1	1.53
177045	2.96	1.11	4.72
167585	1.15	0.86	1.87
124383	1.24	0.91	0.92
133525	2.71	1.12	4.24
106282	1.31	1.13	1
196156	1.64	1.06	3.17
152193	0.73	1.03	0.57
187253	0.92	0.94	0.84
232775	2.31	1.25	4.31
222380	2.2	1.05	2.44
230414	2.03	0.8	1.3
229825	1.61	0.94	2.12
120624	0.75	1.11	0.94
133662	0.47	0.76	0.65
206251	1.6	0.97	1.45
140667	1.27	1.16	2.41
194327	1.2	0.82	0.6
230639	1.13	0.89	0.86
205818	2.01	1.04	2.06
221162	1.01	0.99	1.14
212067	1.36	0.9	1.68
164230	0.72	0.85	0.65
204743	0.29	0.88	1.62
136013	1.56	0.8	1.72
123868	1.34	0.97	1.51
143102	0.89	1.21	1.27
202363	1.44	1.05	2.02
163269	1.78	1.05	1.59
122129	2.13	1.04	1.4
132568	1.26	0.97	1.5
150233	2.4	0.95	1.95
229897	1.26	0.83	1.22
204609	1.38	0.97	1.72
158610	2.79	1.04	0.92
129200	0.6	1.1	1.32
183176	0.98	0.7	1.55
180797	0.92	0.78	1.22
154755	1.68	0.9	3.14
178330	0.99	0.98	0.87
204604	1.82	1.12	1.95
236478	0.69	0.86	1.43
189584	0.94	1.11	1.52
203030	1.47	1.02	2.98
130675	1.01	0.83	1.18
163551	1.09	0.65	1.32
172931	1.01	0.95	1.19
102968	1.85	1.31	2.28
100943	1.09	1.02	1.32
173071	1.82	0.92	1.78
168528	1.68	0.89	1.3
186857	0.53	0.98	1.75
229131	1.69	1.2	1.09
103021	1	0.78	1.25
121081	1.49	1.03	2.36
136526	1.3	1.37	4.21
105790	1.22	1.1	4.28
212857	1.72	0.88	1.73
199368	1.48	1.06	2.34
111134	2.57	1.01	2.09
146475	2.16	0.86	2.36
105493	5.19	1.51	7.87
140007	0.94	0.97	1.2
152509	0.85	0.93	1.01
230343	0.88	0.91	1.48
410824	1.34	0.98	1.36
133986	1.48	0.95	1.42
234942	0.33	0.77	0.64
104667	1.83	1.13	2.23
123533	0.85	0.9	0.61
174875	1.37	1.19	2.08
102263	1.49	1	1.73
206144	0.76	1.01	1.1
211775	0.75	1.02	0.76
231065	1.47	0.93	1.44
112914	1.48	0.86	1.86
191345	0.56	0.77	1.42
174409	1.35	1.01	0.97
202522	0.59	0.94	0.9
222747	1.4	0.8	1.61
202944	1.99	0.9	2.9
130634	1.43	1.08	0.9
132702	1.46	1.09	1.27
190034	1.29	0.98	1.06
136207	0.92	0.94	0.87
212907	1.19	0.94	1.16
127400	0.49	0.94	0.76
140961	1.31	1.11	1.35
105575	2.32	1.08	2.77
173051	1.77	0.82	1.85
226580	0.74	0.6	0.3
182468	1.49	1.04	2.47
227734	1.81	0.91	1.59
149125	2.41	0.72	1.18
168208	2.12	1.12	1.7
123933	1.07	1.01	0.94
228774	3.03	1.07	2.03
226452	1.51	1.01	2.09
118988	2.38	1.06	2.05
232495	1.48	0.79	4.91
188417	2.11	0.9	1.66
231647	1.08	0.86	2.13
206410	1.62	0.7	3.06
221068	0.33	0.99	0.55
130113	2.31	1.13	2.03
101070	2.56	1.06	3.36
157084	2.44	0.83	2.14
131030	0.91	0.74	1.34
157883	1.39	0.9	1.88
139787	1.14	0.76	1.53
115848	1.78	0.95	2.23
218810	0.11	1.01	0.21
177222	2.08	1.01	2.23
194124	3.23	0.93	1.82
129308	1.5	0.94	1.56
120483	0.88	0.99	0.96
142416	3.1	0.97	1.79
189573	1.88	0.79	1.2
100537	0.82	0.84	1.3
172458	0.95	1.06	1.01
145797	1.88	0.9	1.06
211278	0.64	0.98	0.9
167868	2.11	1.02	1.43
188436	0.67	0.96	0.67
143111	0.89	1.33	1.78
188605	1.83	1.03	3.87
150934	2.22	1.02	2.2
209336	1.42	1.23	1.98
124532	2.28	1	1.76
190207	0.83	0.91	1.31
208490	2.96	0.9	1.99
112601	1.71	1.03	1.37
179312	1.52	0.94	1.97
174420	2.17	0.81	1.89
198391	1.16	1.05	1.21
110417	1.7	0.93	1.65
158950	1.17	1.03	3.59
206306	2.66	1.06	2.02
121271	1.56	0.82	1.74
191074	1.63	0.83	1.81
176007	2.38	1.22	2.07
114902	2.05	0.96	3.11
180649	1.98	0.79	1.18
117196	1.07	0.95	1.03
180846	1.25	0.9	1.62
101589	1.66	0.98	1.93
158286	2.15	1.3	2.15
684151	2.37	0.99	3.14
162809	0.78	0.97	1.04
120944	1.51	0.94	1.88
170323	1.94	1.06	1.96
236365	1.59	0.81	2.31
156662	1.58	0.68	1.42
168716	2.52	1.02	1.78
206328	3.45	0.82	4.37
118434	2.22	1.11	2.08
110310	1.63	0.9	1.79
129897	1.6	1.06	1.31
145338	0.47	1.01	1.28
159653	1.96	0.86	1.56
163663	1.23	0.99	0.83
140957	0.86	0.92	0.59
177412	0.84	0.93	0.99
221081	1.06	0.75	1.59
217726	2.15	0.87	2.12
208076	2.36	1.11	1.97
141980	3.74	1.22	2.9
215471	1.76	1	1.1
126768	0.92	1.02	1.1
158949	1.01	0.89	0.76
133326	1.64	1.03	1.04
204758	2.77	1.21	2.88
191455	1.13	0.7	2.5
121647	1.28	0.86	2.61
123012	3.82	1.03	5.3
109051	0.35	0.85	0.62
176542	3.87	1.17	3.3
170284	1.47	0.93	1.08
166163	1.45	0.86	3.9
170411	1.44	0.88	2.68
129086	1.63	0.99	1.87
136595	2.12	0.97	1.52
171526	0.77	0.67	1.67
192816	1.21	0.89	1.7
127534	2.72	1.09	3.18
136196	1.38	0.84	1.39
178191	1.84	0.99	2.51
157746	1.26	0.71	2.47
182661	1.98	0.88	2.33
168414	0.57	0.91	1.01
126933	1.51	0.94	1.23
160252	2.29	1.08	2.8
169230	1.87	0.59	1.73
181876	1.52	1.08	1.15
102842	1.9	1.02	1.62
206073	0.85	0.55	1.62
172240	1.99	1.02	1.68
207012	2.57	1.16	3.55
172651	2.73	1.49	3.84
216200	1.24	0.74	1.01
216840	1.36	0.61	1.96
493261	2.79	1.14	3.66
136156	0.51	1.01	0.79
118986	1.98	1.12	2.38
164174	1.14	0.96	1.69
163054	0.46	0.96	0.96
119884	1.13	0.69	1.54
141679	3.31	1.3	3.19
184079	2.2	1.09	2.43
179834	0.72	0.93	1.02
211052	1.75	1	2.31
114009	1.17	1	1.44
169781	1.76	1.2	2.29
175386	1.9	0.94	1.57
182608	1.97	1.04	2.57
131082	1.9	1	1.44
210935	0.77	0.79	1.23
204101	1.36	1.09	1.42
421950	1.01	0.86	0.58
161027	0.54	0.89	1.33
145049	1	0.81	0.94
221639	1.49	0.85	1.29
113683	1.76	1.04	1.92
696183	0.38	0.96	1.4
175188	1.59	0.94	1.28
101377	0.39	1.08	0.92
179254	1.52	0.76	1.49
127096	2.26	1.19	1.79
165438	2.62	1.15	3.4
114764	1.63	1.17	2.52
150749	0.52	0.84	0.45
230689	1.67	0.95	1.53
146904	1.27	1.04	2
196999	2.28	1.22	2.13
157990	1.09	0.9	1.66
139881	2.85	0.92	1.17
217824	0.83	1	0.92
217383	0.38	0.94	0.54
136557	1.63	0.79	1.15
152488	1.66	0.75	0.81
117732	1.81	1.16	1.81
202678	1.51	1.07	1.34
146548	1.42	0.66	1.29
188646	0.87	1.1	2.48
202431	1.8	1.14	2.52
115993	1.97	0.91	1.76
144218	1.45	0.7	1.68
146066	0.53	0.8	0.85
120135	1.3	1.17	1.88
268194	1.23	1.19	1.78
217518	1.43	0.94	1.78
103910	1.46	0.97	1.88
123139	0.58	0.99	1.03
191823	2.3	0.92	1.63
144171	1.37	0.86	1.76
185286	1.35	0.94	1.98
165435	1.78	1.1	1.57
135242	2.61	0.98	2.15
169385	3.5	0.77	1.77
227501	2.41	1.1	1.65
175304	1.74	0.92	2.41
224202	2.82	1.49	4.76
189816	1.77	0.98	1.62
193936	1.75	1.08	1.62
158115	0.83	0.94	0.7
168788	2.28	0.94	2.15
100722	1.84	1	1.64
195515	1.2	0.86	1.68
128232	1.85	0.92	2.42
109699	0.5	0.92	1.38
137724	1.2	0.82	1.42
205403	1.18	0.97	1.13
198554	1.25	0.96	1.05
212936	0.86	0.85	0.8
192269	2.95	0.71	2.68
134383	2.7	1.65	2.75
177860	0.91	1.3	1.3
166592	0.88	1.07	1.15
180804	1.88	1.18	1.66
180538	0.92	0.86	1.47
161318	0.94	0.99	1.2
191402	1.95	1.13	1.78
142965	1.91	1.18	2.5
147273	0.98	0.77	2.18
191693	0.45	1.04	0.94
162656	1.19	0.77	1.53
109839	1.41	0.84	1.54
190555	1.14	1.14	2.33
223043	0.74	0.89	1.09
167627	1.13	1.03	1.32
134602	0.35	0.98	1.34
199094	1.92	1.05	0.73
224053	1.37	1.02	2.28
181200	2.18	1.01	2.04
184636	0.9	0.87	1.15
227694	1.54	0.97	1.46
126969	1.08	0.81	0.56
202436	0.9	1.04	2.28
212097	1.64	0.85	1.55
120701	1.37	0.86	1.36
215130	2.2	1	1.8
161850	2.78	0.94	2.76
231856	0.55	0.94	0.98
207231	0.67	0.97	1.05
118346	1.75	0.95	1.34
591492	0.52	0.91	1.41
707086	1.3	0.88	0.85
137164	0.88	0.78	2.16
166846	1.99	0.91	1.58
204834	1.77	1.05	1.48
156914	1.23	0.95	1.35
135567	3.1	0.8	2.96
173920	1.07	0.99	1.75
104588	1.39	0.93	2
170559	0.73	0.95	0.88
234802	2.57	1.13	4.15
173320	1.19	1.08	1.3
115636	1.11	0.8	0.7
146400	1.25	1.24	1.74
182113	1.84	0.93	1.73
157534	1.51	0.69	1.17
190250	1.28	1.06	0.92
184788	1.89	0.85	1.51
214441	1.79	0.95	1.34
129054	1.89	1.06	1.93
232729	2.85	0.95	2.82
186186	0.35	0.95	0.64
215946	0.84	0.86	1.97
172993	0.55	0.9	0.74
166927	1.1	0.67	1.46
171364	1.01	1.22	1.98
217813	0.84	0.94	1.72
217477	1.34	0.89	1.27
214636	1.43	1.05	1.65
120306	1.78	0.94	2.26
109566	1.85	0.88	1.17
122923	2.49	1.05	1.67
192391	0.74	0.97	1.59
158664	1.6	0.84	1.31
192715	1.47	1.05	0.99
155850	1.85	1.02	3.74
102133	1.15	0.75	1.03
155968	0.98	0.76	0.77
154694	0.41	0.89	0.74
139199	3.71	1.08	9.64
194900	1.91	1.08	2.86
213407	1.86	1.21	1.96
235718	1.01	0.96	0.71
121817	0.89	0.87	3.3
136902	2.57	0.89	1.86
114948	1.74	0.94	2.32
138018	2.5	1.01	3.25
206479	1.71	1.01	1.55
220770	1.85	0.95	2.35
201385	1.22	0.94	0.92
177490	1.48	1.05	1.1
104523	1.08	1.14	2.37
155423	1.33	0.95	1.1
182686	0.5	1.06	0.95
232310	1.61	1.04	2.23
137081	0.38	0.67	0.14
192749	2.77	1.1	2.27
167138	1.92	1.02	2.5
172746	1.61	1.09	1.83
123015	1.1	0.9	1.31
190155	1.3	0.76	2.07
156212	2.51	0.88	1.85
114583	0.64	1.08	1.07
110488	0.93	0.73	1.06
158749	0.38	0.87	0.87
230244	1.14	1.35	1.5
106672	1.53	0.88	2.04
195702	1.32	1.21	1.3
201620	1.37	0.97	1.42
176036	1.22	1.03	1.25
131059	1.7	1.04	1.75
187967	1.95	0.78	2.09
121526	1.93	1.03	1.04
214322	1.96	1.06	2.31
165200	1.05	0.92	3.45
184936	7.07	1.2	7.59
130541	1.84	0.89	1.53
164497	1.45	0.9	1.76
140044	1.41	0.58	2.3
146772	1.59	0.92	3.32
113302	3.97	1.32	2.01
544202	0.55	1.23	1.32
221716	2.75	1.12	2.35
196008	1.34	1	1.96
181405	1.46	0.91	1.91
117717	1.11	0.89	2.02
194861	1.52	0.97	1.91
105903	1.68	0.83	1.21
196412	2.13	0.88	2.36
142266	1.39	0.82	1.1
103446	1.73	1.12	3.08
199643	1.47	1.02	1.34
146841	1.45	0.89	1.6
118696	0.8	0.84	0.46
211852	0.22	0.99	0.83
232398	0.59	0.99	2.07
113952	0.64	0.87	1.07
108511	0.46	0.97	1.33
121471	1.5	1	1.91
179668	1.31	0.91	1.3
130505	0.52	1.03	1.66
133640	0.53	0.99	0.7
164020	1.28	0.91	2.05
208216	1.75	0.97	3.54
203562	2.33	0.87	2.21
161729	3.17	1.03	3.47
229834	0.59	0.97	1.18
187321	1.24	0.97	1.1
122946	2.21	1.11	2.4
331519	1.02	0.85	1.24
214360	1.79	0.91	2.43
209116	1.39	1.1	1.56
129934	2.08	0.83	1.64
213598	1.02	1.18	1.31
111422	0.81	1.07	2.23
120497	4.2	1.18	1.81
162446	0.4	1.06	1.28
211950	0.81	0.96	0.85
203132	0.99	1.04	1.44
202484	1.19	0.9	1.41
227688	1.26	1.07	1.14
199112	2.47	1.11	1.4
228808	3.77	0.93	1.96
236245	2.05	0.54	1.43
160014	1.5	0.87	2.03
145258	3.07	1.09	5.06
172674	2.08	1.01	1.35
175091	1.21	0.97	2.99
163994	2.44	0.89	1.99
142901	1.4	0.98	1.05
145447	1.19	1.18	2.06
117681	0.67	1.01	0.76
168564	1.24	0.89	1.51
205035	1.35	0.97	1.36
120125	2.29	1.25	3.27
118520	2.87	1.12	1.8
138473	1.48	0.83	1.43
217322	2.58	0.99	2.71
190902	2.16	1	1.76
232054	2.63	1.69	3.3
546721	1.88	0.77	1.7
226488	1.56	0.83	1.45
188472	2.59	0.78	1.34
194589	1.23	0.78	1
379530	0.78	1.04	2.02
178179	1.27	1.01	1.58
176028	2.11	0.98	3.59
187149	2.09	0.96	1.25
134903	1.56	1.14	2.22
131751	1.4	1.12	1.59
131379	1.87	0.95	3.02
135630	2.43	1.1	1.61
149837	0.9	0.7	1.25
182166	1.57	0.91	1.94
146549	1.65	1.14	1.68
109770	1.3	0.97	1.46
176213	1.19	0.72	1.49
10391124	3.61	1.14	6.58
157276	1.36	0.84	1.37
176270	2.53	0.92	1.36
161540	1.48	0.93	1.93
133759	1.09	0.97	2.07
101026	1.06	1.01	1.05
208862	0.94	1.04	1.18
173982	1.3	0.79	1.3
195690	1.64	0.74	2.1
407155	1.63	0.84	2.04
115381	2.72	0.64	1.62
162098	0.8	0.89	0.74
168744	1.32	0.92	1.37
178364	0.94	0.83	1
180080	2.34	0.92	1.6
131558	3.33	1.14	3.47
130209	0.43	0.95	0.97
173235	1.76	1.08	1.14
154446	1.43	1.03	1.65
148010	1.06	0.99	0.88
130951	1.72	0.97	0.85
476437	1.18	1.29	0.89
487291	1.93	1.21	2.94
166760	1.6	0.91	2
164503	1.46	0.76	1.1
105419	2.36	1.1	1.87
130500	1.29	1.08	1.43
178658	1.64	1.12	1.55
233375	0.83	1.05	1.42
154864	0.83	1	1.16
135453	0.78	0.81	0.42
119958	0.51	1.07	1.95
136473	1.47	0.98	1.22
131511	1.92	1.1	2.07
203878	1.25	0.85	1.54
118529	0.98	1.01	1.82
156829	0.91	0.98	1.05
225805	2.42	0.97	1.9
134223	0.92	1.07	1.05
189521	1.37	0.76	1.53
225058	2.54	1.35	2.67
109627	2.26	1.07	1.82
145520	1.15	0.82	1.65
229904	1.41	0.79	1.36
127989	1.64	0.93	1.29
163930	3.5	1.04	3.62
166747	2.21	1.1	1.55
132214	1.87	1.14	2.37
521559	1.69	1.05	2.83
216174	1.08	1.07	1.17
131965	1.85	1.06	1.56
199241	2.15	1.03	2.3
116634	2.06	0.95	3.17
195179	2.02	1.13	1.51
222558	0.71	0.93	0.91
195751	1.97	1	1.73
501902	1.29	0.86	0.73
212661	0.36	0.53	0.92
111904	1.21	1.09	1.72
161043	2.27	0.92	2.28
171400	3.22	0.93	3.26
213889	1.16	0.8	1.06
123427	2.22	1.1	1.83
111916	1.53	1	1.06
102718	1.72	0.85	1.93
102491	1.69	0.94	1.9
109989	1.36	0.96	1.14
184519	1.71	1.03	1.44
185042	1.79	0.91	2.12
131928	1.4	0.77	1.72
122143	3.65	0.84	3.17
118635	1.44	0.88	2.07
104387	2.26	1.16	3.26
212174	1.4	1.09	1.07
155218	1.1	0.85	1.34
149100	1.31	0.8	1.54
129035	1.88	0.82	1.92
187470	1.23	1	1.48
200223	1.98	1.02	3.09
192573	1.31	0.94	1.18
107385	1.56	1.17	1.96
157979	1.61	0.94	2.19
132706	5.48	1.41	2.2
162405	1.24	1.07	2.14
167244	2.24	1.01	2.99
240102	0.81	0.76	0.8
107464	0.94	0.94	1.34
169187	4.02	1.06	3.07
200882	1.31	0.91	1.45
708206	1.38	0.9	1.38
114924	0.73	1.25	1.2
115837	0.45	0.96	0.76
173890	1.05	0.96	1.29
114499	2.5	1.05	1.95
203282	1.42	0.87	0.69
127517	2.36	1.12	2.91
109789	1.52	0.94	1.22
201130	1.22	0.94	1.49
165806	0.42	1.1	1.16
212859	1.34	1.05	2.1
160620	0.26	1.11	0.14
159524	0.92	0.85	1.21
112686	1.23	1.12	1.67
194925	2.29	0.8	1.5
519015	1.18	1.1	0.73
180037	0.73	0.94	2.21
203532	2.27	0.59	2.17
144537	1.75	1.12	2.18
235614	1.4	0.83	1.27
171824	1.44	0.83	2.04
108456	1.67	1.05	2.29
119887	1.3	0.86	1.12
139356	3.65	0.91	2.34
468490	1.6	0.83	1.36
114849	3.47	1.57	3.31
174153	1.19	0.99	1.59
169845	2.08	0.89	2.37
201213	0.72	0.98	0.86
133347	1.18	0.95	1.08
132929	1.24	0.68	2.08
132453	2.11	0.92	1.98
105869	2.1	1.17	2.11
120878	0.84	0.79	0.88
101955	2.22	1.12	2.61
205561	0.89	0.93	1.41
164651	1.48	0.94	1.4
173202	0.27	0.69	0.47
182938	2.71	1.38	1.57
157540	1.35	0.77	1
192223	2.4	1.03	1.38
148230	2	0.8	1.5
143032	1.04	0.8	1.29
172554	0.42	0.85	7.28
185900	1.55	1.01	1.82
108299	0.36	0.71	0.44
186240	1.56	0.99	1.86
163480	0.21	0.99	0.78
215943	1.36	1.01	1.93
226634	0.66	0.89	0.83
189814	2.04	1.09	2.68
200998	2.24	1.22	2.31
148113	1.72	0.97	1.49
10715552	2.31	1.11	2.1
130089	0.62	1.06	2.24
115763	0.91	0.9	1.01
223131	1.44	0.78	1.22
152134	0.97	1.01	1.26
167891	1.44	0.81	1.28
163920	1.32	0.81	1.09
191350	2.24	0.94	2.76
205153	2.44	1	3.32
200120	2.87	0.97	1.61
216795	0.91	0.97	0.84
218264	0.88	0.61	0.56
