Systematic Name	Type a HCC  normalized	Type b NNL  normalized	Type c Cirr  normalized
616213	1.19	1.04	1.44
189545	0.61	0.84	0.94
207047	0.86	0.91	1.07
183198	0.8	0.82	0.8
110078	0.95	0.85	0.75
195432	0.86	0.99	0.84
198781	0.95	0.9	0.68
151219	0.88	0.96	0.83
548004	0.79	1.18	0.89
136271	0.83	0.88	0.91
131287	1.02	0.91	0.78
229971	0.8	0.91	0.63
173522	0.93	0.88	1.23
196154	0.6	0.92	0.51
131667	0.74	1.03	0.7
161427	1.16	0.94	0.83
233066	0.69	1.05	0.95
155607	1.08	1	1.04
192770	0.61	0.84	0.85
233079	1.07	1.04	0.87
126390	1.04	1.41	0.71
154117	0.61	0.83	0.61
154359	1.03	0.9	1.01
162817	0.6	0.94	0.58
192633	0.84	0.88	0.76
186517	0.56	1.02	0.57
112994	0.52	0.96	0.71
189068	1.67	1.15	1.25
207732	0.73	0.77	0.68
234752	1.87	1.3	1.52
148473	1.3	1.14	2.09
172950	0.92	0.97	0.52
180741	0.8	1.13	0.71
131016	0.68	1.12	0.96
188191	1.36	1.15	0.9
225460	1	1.23	0.97
201258	1.07	0.98	1.17
137354	1.09	0.98	1.3
232922	0.68	1.02	0.52
181320	1.06	0.99	0.88
146908	1.09	0.85	0.93
158358	1.08	1.3	1.33
182292	0.84	0.86	0.6
223338	0.68	0.86	0.56
170215	0.74	0.96	0.66
105366	1.31	1.04	2.35
231885	1.16	1.13	0.94
224084	0.89	1.09	0.71
181771	1.03	1.07	0.74
222903	1.02	1.15	1.24
111234	1.01	0.89	0.82
234483	0.45	0.89	0.46
208239	0.54	0.93	0.37
166043	0.87	0.91	0.77
134385	1.72	1.22	2.36
232462	0.65	0.96	0.77
197666	0.8	1.04	0.71
135308	0.88	0.86	0.82
102450	0.69	0.7	0.46
235524	0.8	1	0.96
175827	0.85	1.18	0.71
210812	0.78	0.94	0.56
102210	0.56	0.99	0.5
202768	1	1.29	1.14
126522	0.66	1.08	0.68
207384	0.83	0.97	0.78
231896	0.52	0.83	0.54
213583	1.29	1.33	1.16
139770	0.64	1.01	0.63
120783	1.32	0.92	0.97
177369	0.68	1.08	0.47
172546	1.02	0.98	0.89
114824	0.9	1.04	0.7
230269	0.61	1.02	0.62
210213	0.81	0.8	0.71
136201	1.15	1.11	1.9
216568	0.57	0.99	0.39
135627	0.57	0.97	0.37
196121	0.9	0.84	0.96
161660	0.71	1	1.12
132576	0.51	0.67	0.41
681691	1.18	0.95	0.94
547032	1.17	1.51	1.03
226554	0.96	0.98	1.02
116214	0.67	1.05	0.89
194369	1.1	1.09	0.63
150332	0.86	0.87	0.74
701322	0.54	0.88	0.79
146592	1.06	1.03	1.2
130858	0.57	0.94	0.59
143175	0.8	1.21	0.64
144645	0.75	0.83	1.18
130059	1.18	1.58	0.98
107615	1.08	0.94	0.87
172976	1.05	1.13	0.67
225512	0.61	0.92	0.93
100060	1.12	0.74	0.95
152522	0.96	0.92	0.44
204912	0.79	1.07	0.75
197726	0.94	1.08	1
129943	0.98	1.2	0.44
10693399	0.99	0.99	0.69
119620	0.76	1.02	1.22
115370	0.88	0.89	0.71
111980	0.86	0.97	0.71
218218	0.83	1	0.9
133024	0.75	1.08	1.16
228855	0.84	0.82	0.74
129107	1.44	1	1.26
218252	1.11	0.91	1.31
235058	0.72	0.83	0.87
105093	0.7	1.06	1
166492	0.71	0.93	0.65
118361	1.39	0.94	1.04
488616	0.65	0.79	0.85
232003	0.97	1.05	0.72
180244	1.8	1.47	2.21
192675	1.51	0.98	1.45
701325	0.66	1.71	0.73
218424	0.87	0.81	1.07
127009	0.65	1.05	0.53
230549	0.84	0.83	0.72
208863	0.79	0.97	0.54
132199	0.98	1.48	1.85
130956	0.94	0.94	0.63
224799	1.1	1.11	0.73
172915	0.66	0.92	0.75
171338	0.92	0.92	0.74
712595	1.61	1.03	0.75
164589	0.79	0.79	0.8
697660	1.17	0.98	0.91
122707	1.2	1.03	0.93
215207	0.79	1.13	0.82
10542888	1.17	1.05	0.86
181112	0.94	1.06	1.07
153901	1.05	1.17	0.92
205626	0.76	1.06	0.55
151970	0.43	1.04	0.38
213228	0.93	1.06	1.11
125853	0.9	0.89	1.12
100925	0.92	1.24	1.19
165631	0.8	0.71	0.66
107032	0.63	0.98	0.51
218150	1.01	1.05	0.86
208266	0.69	0.9	0.66
208650	0.84	1.07	0.62
237030	0.77	0.93	0.76
147976	0.96	1.02	1.89
172376	0.76	0.88	0.74
173491	1.01	1.06	1.12
235754	0.82	0.93	0.59
229581	1.31	1.18	1.3
139455	0.58	0.99	0.56
208731	0.7	0.93	0.78
694274	0.84	1.1	0.58
186013	0.93	1.05	1.48
208397	1.08	0.98	0.8
100819	0.69	1	0.7
107128	0.78	1.12	0.85
188783	1.05	0.98	1.35
208495	0.7	0.98	0.88
148792	0.86	0.84	0.81
105978	0.8	0.83	0.8
166519	0.64	0.9	0.64
192398	1.79	1.06	1.18
107648	0.92	1.17	1.22
164015	1.15	0.9	1.25
215447	1.38	1.17	1.91
111501	0.57	0.87	0.67
232108	0.73	1.04	1.22
165901	0.94	0.96	1.18
715240	1	0.86	0.75
178125	1.14	1.02	0.77
171203	0.26	0.94	0.41
233105	0.79	0.91	0.75
144023	0.73	0.91	1.14
227557	1.08	1.36	0.8
141195	0.54	0.9	0.62
168717	0.96	0.89	0.86
132205	1.04	1.03	0.91
229225	0.8	1.02	0.67
229333	1.24	1.04	0.95
152979	0.6	1.03	0.36
174782	0.77	0.98	0.49
229840	0.59	1.03	0.7
118687	1.27	1.34	1.23
141406	0.63	1	0.89
234471	0.56	0.91	0.49
221544	1.02	1.23	0.8
170844	0.84	1.04	1.5
108331	0.5	0.82	0.31
188078	0.54	1.19	0.64
232291	0.9	0.96	0.88
540018	0.56	0.92	0.45
441581	1.03	1	0.96
199338	0.83	1	0.47
197463	1.22	0.88	1.16
197453	1.48	0.87	1.38
219444	0.86	0.82	0.77
116423	1.07	0.87	0.91
105886	0.84	1.02	1.01
134623	0.74	1.1	0.78
165731	0.19	0.67	0.11
169292	0.53	0.6	0.87
168534	0.84	0.72	0.68
224349	1.03	0.91	1.09
134387	2.14	0.92	2.09
234861	0.81	0.89	0.64
128788	0.67	0.9	0.75
106072	0.69	1	0.48
126168	0.98	1.14	1.01
124319	1.32	1.23	1.42
164701	0.98	1.13	0.88
232170	0.99	1.03	0.84
203300	0.66	0.82	0.37
708248	0.43	0.77	0.34
181860	1.38	1.37	2.79
235313	0.68	0.88	0.34
138407	0.94	1.06	1.2
234130	0.65	0.87	0.61
212565	0.87	1.04	1.14
157846	0.93	0.95	0.8
104610	0.94	1.18	0.87
234000	0.77	0.88	0.51
225600	1.1	0.93	0.75
147381	0.94	0.95	0.63
158134	0.98	1.07	0.75
133306	0.57	0.91	0.54
188111	0.95	1	1.35
181789	1.16	1.01	0.9
107071	0.77	0.82	0.73
136396	0.87	0.92	0.82
694903	0.72	0.91	0.74
128156	0.55	0.93	0.56
483214	1.23	1	0.75
191248	0.62	0.93	0.51
221886	0.68	0.72	0.48
101520	0.8	1.21	0.88
103567	1.32	1.02	0.78
198543	0.95	1.06	0.82
699875	0.79	0.85	0.69
196645	0.89	0.86	0.86
102557	1.05	1.23	0.98
137415	0.84	0.81	0.98
123557	0.99	1.02	0.87
234235	0.75	1.02	0.5
224023	0.9	0.92	0.98
163325	0.97	0.99	1.23
210956	1.31	1.08	2.02
154444	0.53	1.22	0.44
217298	1.1	1.22	1.03
221513	0.75	0.95	0.57
148656	0.93	1.1	0.75
347886	0.94	1	0.98
710628	1.35	1.03	0.93
218871	0.76	0.87	0.86
207643	0.5	0.78	0.56
711223	1.58	0.96	1.46
209661	0.77	0.97	0.68
185509	1.27	1.14	0.8
112676	1.61	1.38	1.41
155630	0.49	0.8	0.46
117267	1.58	0.96	1.54
702774	0.75	0.85	0.6
716657	0.89	0.8	1.06
531972	0.83	1.18	0.56
206803	1.14	0.91	0.9
180489	1.1	1.1	0.87
192970	0.82	1.07	0.65
187478	0.95	0.88	1.09
203586	0.98	0.9	0.73
233559	0.84	1.03	0.66
201350	0.87	0.82	0.64
187742	0.66	0.9	0.98
178656	1.06	0.93	0.9
122935	0.58	0.89	0.86
235208	0.97	1.06	1.08
696597	1	1.31	0.84
137737	1.65	1.13	1.48
162164	0.68	0.88	0.99
139136	0.9	0.96	0.82
169414	0.83	1.01	1.1
152660	0.61	0.89	0.47
159061	0.88	0.94	0.74
698347	1.04	1.14	1.26
226523	0.64	1.05	1.18
107914	1.09	1	0.78
138870	1.36	1.09	1.53
232384	0.48	0.9	0.48
201276	0.84	1.25	0.67
213577	1.08	1.1	1.27
232901	0.68	1.09	0.78
233126	0.75	0.67	0.64
184769	0.87	1.02	0.64
153905	0.82	0.91	0.62
175654	0.55	0.84	0.46
102286	0.79	0.9	0.76
230579	0.85	1.01	0.98
207761	0.59	1.09	0.56
177153	0.37	0.68	0.45
712559	1.01	0.97	0.83
191606	0.68	0.91	0.47
204863	0.64	0.81	0.81
10697131	0.44	1.01	0.43
232943	0.96	1.1	0.96
332645	0.82	1.11	0.51
207766	0.75	0.83	0.61
135288	0.79	1.1	0.9
226550	0.65	1.16	0.84
123970	0.68	1.17	1.03
207803	1.08	1.34	1.1
215318	0.7	1.08	0.44
698830	0.6	0.84	0.59
170585	0.77	0.85	0.58
188546	0.32	0.73	0.32
229056	1.04	1.02	1.24
211190	0.55	0.99	0.63
167348	0.83	0.83	0.8
229134	0.81	1.1	0.64
217629	0.78	1.06	0.62
137016	0.72	0.93	0.65
198837	0.87	1.1	0.94
228852	0.7	1	0.56
168814	0.52	0.98	0.59
219636	0.81	1.06	0.54
206176	0.87	0.95	0.96
164243	0.58	1.11	0.41
192759	1.15	0.98	0.89
114194	0.86	1	0.99
120622	0.89	1.12	1.14
213069	0.42	0.87	0.65
198953	0.7	0.95	0.88
212217	0.88	0.89	0.93
167802	0.55	0.82	0.46
142527	2.85	1.13	1.87
224067	0.72	1.1	0.84
135856	0.82	1.07	0.81
123662	1.04	0.94	1.07
114409	0.7	0.96	0.93
203565	0.82	1	0.91
229291	0.98	1.1	1.49
186797	1.16	0.91	1.17
684272	0.75	1.14	0.64
206576	0.8	0.83	1.2
182088	1	1.15	0.83
140884	1.52	1.13	0.98
151639	1.39	1.22	1.08
228431	0.48	0.81	0.76
182562	0.77	0.9	1.09
123540	0.78	0.85	0.85
211120	1.51	0.91	1.43
220934	0.76	0.95	0.85
124878	0.86	1.08	0.65
120122	1.14	1.05	0.69
142915	1.98	1	2.04
124904	0.67	0.92	0.82
197007	0.93	1.1	0.49
274327	0.55	0.71	0.64
153541	0.95	1.06	0.91
138366	1.18	1.12	1.17
111902	0.65	1.02	0.74
155932	0.56	0.92	0.33
210749	0.75	0.95	0.95
203012	0.82	0.83	0.71
159761	1.25	1.3	1.14
212457	1.01	1.04	0.7
183449	0.64	0.93	0.62
116243	0.63	0.94	0.59
130316	1.16	1.01	0.9
167977	0.41	1.51	0.47
119865	0.61	0.9	0.43
110524	1.11	0.96	1.02
104590	0.84	1	0.65
200366	1.28	0.87	1.12
112886	0.48	0.96	0.45
143734	1.2	1.28	0.97
137765	0.43	0.94	0.5
229181	1.04	1.11	0.9
234092	0.47	0.94	0.52
712063	0.61	0.88	0.76
218806	0.74	0.94	0.58
372629	0.9	0.85	0.7
120715	0.67	0.96	0.62
122565	0.69	0.86	1.18
233307	0.74	0.93	0.55
226105	1.01	1.24	0.82
167195	0.85	1.28	0.87
174015	0.71	1	0.64
135957	0.54	1.12	0.39
230227	1.04	1.21	1.01
215545	0.93	1.11	1.03
207114	0.84	0.92	0.62
112111	0.72	0.88	1.01
136949	0.64	0.93	0.36
700714	1.29	0.93	0.89
101783	0.56	0.95	0.6
710818	0.76	0.78	0.5
183639	0.69	0.88	0.82
235454	0.52	0.74	0.63
158264	0.62	1.1	1.18
194941	0.76	1.34	0.61
106517	1.03	1.1	0.74
116891	0.56	1.46	0.54
138911	0.85	0.88	0.59
102241	1.12	0.87	2.21
122035	0.52	0.98	0.89
144368	0.81	1.15	0.94
128786	0.72	0.91	0.84
135337	0.76	1.12	1.07
708705	0.74	1.07	0.67
190165	1.15	0.93	1.44
699695	1.03	0.81	0.76
155041	0.84	1	0.55
132648	0.95	1.16	1
174945	0.67	0.85	0.84
161807	0.82	1.01	0.91
207678	0.84	1.01	0.8
154428	1.45	0.88	1.65
229600	1.25	1.07	1.44
593700	0.84	1.01	0.77
225223	0.5	0.99	0.57
228788	0.96	0.68	0.74
125897	0.62	1	0.97
195860	0.62	0.83	0.84
154777	1.22	1.7	0.94
222315	0.6	1.17	0.69
200983	1.33	1.06	1.51
105724	1.69	1.07	1.04
233427	0.61	0.99	0.85
222234	1	1.41	1.02
219831	0.72	0.98	0.58
230001	0.93	0.83	0.82
206794	0.8	1.1	0.96
231816	0.76	1.13	0.79
112364	0.9	0.92	0.91
173953	0.72	0.98	0.8
221451	0.63	1.07	0.51
148271	0.76	1.16	0.84
10384403	0.96	1.08	0.89
221089	0.89	0.91	1.06
212054	1.38	1.13	3.11
135738	0.58	0.91	1.09
158862	1.22	0.96	0.51
119475	0.81	1.07	0.75
212635	0.96	1.14	0.88
199115	0.92	1.1	1.39
123080	0.66	0.71	1.03
225739	1.06	1.12	0.58
199669	1	0.89	1.39
229663	1.36	1.18	1.07
151652	1.15	0.96	1.06
110569	1.47	0.99	1
352241	0.62	0.7	0.66
176499	1.1	1.17	1.1
128309	0.89	1.04	0.76
127383	0.96	0.99	1.05
146200	0.68	0.84	1.02
118662	1.39	1.04	1.25
180862	0.63	0.8	0.42
198949	0.79	0.86	0.82
162240	0.72	1.03	0.53
268015	0.69	0.89	0.57
208710	0.48	0.74	0.58
142837	0.72	0.96	0.64
133818	1.08	0.78	0.98
207636	0.42	0.63	0.56
139249	1.05	1.09	0.82
127582	0.76	0.99	0.92
246210	0.56	1.01	0.48
209180	0.67	0.81	0.6
216398	0.86	0.95	1.3
235914	0.45	1.08	0.45
172518	0.71	0.83	0.38
182647	0.68	0.96	0.71
165191	0.51	0.93	0.62
711429	0.63	1.06	0.66
194320	0.88	1.06	0.6
214516	0.85	1.02	1.02
131895	0.55	1.11	0.7
211377	1	0.83	0.59
231166	1.76	1.36	1.36
121482	0.68	0.91	0.65
203840	1.38	0.96	1.11
234101	0.74	0.98	0.76
118354	0.73	1.2	1.11
234052	0.77	0.99	0.66
162859	0.86	0.85	1.03
148033	1.16	0.99	1.28
102521	0.6	0.86	0.66
147148	0.96	1.02	0.78
201672	0.66	0.8	0.57
398277	0.85	1.25	0.79
230555	0.95	1.46	0.73
206193	0.78	0.95	0.75
189702	1.09	0.85	0.86
231411	0.9	0.99	0.79
715844	0.86	1.11	0.85
223990	0.65	0.86	0.52
130789	1.26	1	1.11
370761	0.57	0.93	0.59
546865	0.82	0.8	0.65
134530	0.9	0.89	0.84
175860	0.7	0.81	0.68
712856	0.88	0.94	0.75
185207	0.92	0.97	1.01
228665	1.34	1.34	0.96
120399	0.7	1.12	0.58
536546	0.73	0.89	0.61
203360	0.67	1.07	0.62
228351	0.97	0.92	1.18
231129	1.22	0.82	0.74
109859	0.6	1.14	0.57
228702	0.75	1.16	0.84
114873	0.83	0.84	0.83
157759	1.3	1.15	1.11
222684	1.04	1.01	1.02
210241	1.13	1.03	1.05
235555	1.4	1.24	1.15
205820	1.45	1.03	0.87
143615	0.57	1.15	0.83
170148	1.33	0.89	1.27
153339	0.66	0.92	0.48
190958	0.67	0.85	0.51
188203	0.66	0.87	1.15
149728	0.51	0.87	0.64
399730	0.51	0.9	0.48
222351	0.87	1.18	0.94
280200	0.84	0.98	0.72
183031	0.78	0.84	0.54
156395	0.66	1.01	0.56
100295	0.73	0.95	0.56
138172	0.81	0.78	0.85
222068	0.57	0.95	0.64
105447	0.95	1.11	1.14
128616	0.83	0.9	1.01
111302	0.84	0.8	0.64
195297	0.78	1.18	0.64
209473	0.91	0.8	0.74
540796	1.82	1.27	1.15
106026	1.27	1.25	1.26
222726	0.72	0.83	0.62
219032	1.18	0.98	1
232360	0.63	0.97	0.7
111384	0.85	0.81	0.59
192376	1.04	1.17	0.73
135149	0.74	0.9	0.67
171968	0.68	0.87	0.81
695977	0.66	0.95	0.53
140486	1.08	1.05	1.27
465877	0.64	1.16	0.49
205623	1.24	0.95	1.51
193720	0.71	0.95	0.44
224906	0.76	0.87	0.64
135338	0.99	1.05	0.97
234573	0.7	0.91	0.65
168386	0.5	0.84	0.33
268286	0.72	0.95	0.66
154754	0.69	1.19	0.63
233956	0.78	1.08	0.69
155395	0.73	1	0.56
236052	0.74	1.1	0.64
180328	1.5	1.32	1.31
173713	0.94	1.25	1.33
146128	0.9	1.19	0.88
230148	0.72	0.82	0.67
218109	0.57	0.78	0.51
306773	0.74	0.95	0.6
235322	0.58	0.79	0.36
162380	0.72	0.89	0.56
187283	0.41	0.81	0.47
232071	0.51	0.86	1.12
142722	0.68	1	0.48
173162	1.02	0.91	0.82
182927	0.84	0.94	0.63
229212	0.67	0.9	0.47
217125	2.17	1.07	0.91
200635	1.05	0.87	0.6
129073	1.03	1.46	1.35
132878	1.17	0.76	2.48
108540	0.61	0.8	0.47
136570	1.37	1.04	1.18
123867	0.89	1.12	0.64
212391	0.86	0.99	0.65
193102	0.94	0.83	0.75
203530	0.83	1.06	0.75
175053	0.57	1.05	0.83
653792	1.05	1	1.1
140467	0.59	0.87	0.68
162713	0.84	1.07	1.04
147245	1.21	1.01	0.97
139315	0.85	1.08	1.77
189980	0.86	1.03	0.95
118707	0.96	0.86	0.77
139804	0.9	1.13	1.64
139889	0.79	1.09	0.68
164847	0.4	0.69	0.36
170455	0.97	1.21	0.95
215155	0.5	0.89	0.44
210903	0.79	1	0.63
178056	1.41	1.04	0.85
211565	1.2	0.93	0.81
142237	1.2	1.07	0.51
126660	0.57	0.96	0.77
155052	0.97	0.88	0.83
172387	0.84	1.02	0.8
205761	0.62	0.78	0.81
215977	1.13	1.74	1.04
150264	1.02	0.95	0.91
156016	0.73	1.05	1.82
119241	0.59	0.66	0.64
165022	0.74	1.18	0.95
710754	1.18	1.11	0.96
233629	0.8	0.99	0.79
130323	0.65	0.93	1.3
226434	0.75	0.82	0.78
165227	0.92	0.7	1.04
205367	0.98	1.19	0.79
183890	1.33	0.96	1.09
198663	1.04	1.05	0.66
177359	0.82	0.87	0.9
229439	2.14	1.31	1.53
159273	0.78	1.09	0.88
187203	0.54	1.1	0.41
107522	0.77	0.98	0.66
222975	1.12	1.32	0.94
154654	0.84	1.12	0.78
158655	0.9	0.96	1.43
231337	0.81	1.24	0.81
111095	1.2	0.92	1.43
221147	0.64	0.93	0.56
196397	1.92	0.91	0.76
211296	1.2	1.06	1.07
207344	1	1.07	0.9
131156	0.96	1.04	1.42
127767	1	1.13	1.63
176014	0.89	1.06	0.92
227155	1.81	1.14	1.91
208820	2.17	0.96	0.89
190888	1.31	1.48	1.59
127394	0.99	1.08	1.27
212831	0.76	1.02	1.01
234754	0.49	0.88	0.52
220871	1.19	1.04	1.83
235500	0.82	0.88	1.05
235332	0.94	0.94	0.81
183195	1.14	0.97	1.01
347307	0.89	1.01	0.95
163290	0.47	0.83	0.7
191994	1.02	0.99	0.97
234121	0.72	1.36	0.72
179869	0.58	0.97	0.59
101044	1.04	1.14	1.12
189195	1.05	0.89	0.64
222249	0.6	1.24	0.42
217121	1.07	1.12	1.18
185938	0.73	0.93	0.43
218924	1.04	0.97	1.24
117727	0.89	0.8	0.79
170422	0.73	0.87	0.43
181202	0.68	1.03	0.68
136174	0.76	0.97	1.31
180201	0.95	1.11	0.97
234089	0.86	1.12	0.6
229281	0.97	1.12	1.04
231838	0.46	0.97	0.62
229674	0.81	0.76	0.74
712118	0.77	1	0.58
102086	0.78	0.93	1.05
205237	0.77	1.43	0.65
119707	1	1.11	0.95
166266	0.58	0.91	0.85
712308	0.8	0.78	0.71
205491	0.8	0.83	0.56
233699	0.6	0.88	0.64
223850	1.24	0.91	1.39
134303	0.58	0.87	0.88
147826	0.75	0.96	0.83
228545	0.89	1.11	0.45
143065	1.4	1.25	2.93
176705	0.88	1.11	0.79
547348	0.67	0.99	0.86
548091	0.62	1.27	0.97
704863	1.17	1	0.55
181692	0.58	1.1	0.44
354125	1.22	0.94	1.1
182824	0.5	0.82	0.48
199506	1.61	0.93	1.27
153369	0.74	0.75	0.75
707993	1.33	1.13	1.33
182036	0.72	0.86	1.16
159157	0.88	0.94	0.76
168621	0.65	1.15	0.45
628105	0.49	1.18	0.37
713272	0.57	1	0.75
178345	0.85	1.16	0.69
103264	0.71	0.9	0.9
152043	0.78	0.99	0.5
188614	1.09	1.11	1.21
100336	0.8	1.2	0.72
122909	0.86	0.74	0.68
109949	1.12	1.03	0.71
194317	0.78	0.99	0.55
194823	0.85	0.95	0.58
150796	1.01	1.44	0.92
235787	0.69	0.78	0.47
181388	0.73	0.94	0.6
100093	0.59	0.93	0.65
202832	0.81	1.09	0.7
169679	0.74	0.93	0.59
146122	0.7	1.05	0.5
209605	0.64	0.66	0.43
116499	0.82	0.91	0.68
229425	0.85	0.78	0.94
223528	0.69	1.2	0.56
121203	0.5	0.88	0.65
115770	0.85	1.1	0.84
148266	0.63	1.16	0.62
109881	0.96	1.2	1.02
153013	0.33	0.71	0.29
172995	0.76	0.87	0.81
209362	1.29	1.07	2.12
199478	1.04	0.84	0.73
140333	0.71	0.9	0.65
223796	1.1	1.18	0.75
189688	1.25	1.01	1.6
190148	0.95	0.94	0.69
144134	1.04	0.94	0.59
116132	1.18	1.17	1.96
545313	1.14	1.06	1.05
218138	0.88	1.11	0.61
173781	0.58	1.13	0.46
547743	0.93	1.07	0.85
124917	1.4	1.07	0.75
232793	0.93	0.96	0.69
220032	0.35	0.89	0.24
208404	0.52	0.88	0.76
155190	1.11	1.08	0.96
218815	1.07	1.03	0.85
165647	0.73	0.96	0.91
119840	0.68	0.94	0.9
133424	1.17	0.94	1.08
151035	1.55	1.31	1.24
141874	0.67	0.84	0.62
187013	0.87	0.98	1.15
101854	0.66	0.88	0.65
206104	0.68	0.8	0.62
145330	0.83	0.98	0.64
157117	0.58	0.97	0.51
235999	0.79	0.98	1.15
116820	1.01	1.15	0.98
713929	1.8	1.07	1.08
144588	0.83	1.11	0.75
625107	0.89	1.01	0.53
173295	1.02	1	0.85
232036	0.77	0.81	0.83
202672	0.83	0.93	0.77
198904	1.17	1.04	0.78
210372	0.54	0.92	0.54
108413	2.18	1.11	1.53
120132	1.2	1.16	1.09
111313	1.2	1.08	1.1
118731	1.01	0.89	1.42
110461	1.06	1.17	1.3
423075	1.32	1.45	0.93
211569	0.71	0.78	0.61
234770	0.73	1.01	0.9
413036	0.79	0.8	0.9
142151	0.45	1.02	0.59
212855	0.77	1.03	2.46
709280	0.88	1.07	1.21
204444	1.07	1.27	0.79
156735	0.76	1.1	0.89
117895	0.87	0.9	0.72
119574	0.51	0.74	0.67
218912	1.27	0.96	1.2
232707	1.02	1.23	0.73
154259	1.1	0.91	0.79
141379	0.95	0.88	0.95
712193	0.5	0.71	0.8
105293	1.15	1.04	1.2
102034	1.03	1.09	0.87
102878	0.75	1.01	1.47
217220	0.84	1.42	0.99
223045	0.59	1.02	0.48
708627	0.72	0.85	0.67
115964	1.19	1.27	0.59
165823	0.97	1.39	0.72
204957	0.59	0.87	0.62
199580	1.68	1.07	0.85
709429	0.74	1.21	0.6
131225	0.29	0.84	0.35
168948	1.13	1.14	0.92
186462	1.12	1.24	1.02
442261	1.05	0.96	1.38
161565	1.04	1.18	1.15
714418	1.23	1.37	1.2
220071	1.03	1.08	0.63
214330	0.82	1.03	0.53
155726	0.58	1.03	0.62
147852	1.01	1.11	0.94
169136	0.64	0.76	0.51
167342	1.02	0.91	0.82
114406	0.65	0.9	0.45
215936	0.68	1.01	0.32
166840	0.67	1.12	0.86
125409	1.24	0.97	0.9
297903	0.99	1.04	0.52
176314	0.76	0.77	0.91
10548782	0.62	0.89	0.81
143453	1.2	0.97	1.06
174504	0.76	0.99	1.1
186115	0.72	1.02	0.53
192856	0.82	0.99	0.56
233171	0.63	0.87	0.93
699157	0.76	0.91	0.86
101034	0.65	0.9	0.37
204057	1.21	1.21	0.9
235265	0.82	0.73	0.41
167233	1.15	1.23	1.06
190882	0.6	1.08	0.71
203927	0.92	0.96	0.53
227126	0.98	0.85	0.76
100972	0.87	1.05	0.7
183637	1.1	1.19	1.09
194072	0.59	0.69	0.39
158409	0.96	1.09	0.92
112081	1	1.04	1.16
128890	0.84	1.14	0.81
183453	1.07	1.08	0.8
221736	0.76	1.14	0.55
707683	0.86	0.82	0.75
157769	1.05	1.39	0.92
126457	0.68	0.84	0.59
204618	0.62	0.96	0.47
150324	0.84	0.94	0.55
229882	1.01	1.06	1.17
704397	0.87	0.89	0.83
443557	0.7	1.04	0.82
137640	1.17	0.97	1.78
168162	1	1.05	0.72
156381	0.69	0.9	0.86
192606	1.52	1.05	1.17
181731	1.19	1.1	1.32
161858	0.64	1.18	0.69
165620	0.68	0.94	0.61
181820	0.69	0.77	0.65
521621	0.71	0.87	0.71
125779	0.93	0.94	0.81
203216	1.06	0.89	0.59
100102	0.52	0.69	0.37
206670	1.25	0.96	1.68
228445	0.87	0.92	0.48
170681	0.83	0.71	0.49
170447	0.86	0.89	0.76
103030	0.67	1.28	1.01
118372	0.54	0.99	0.56
137935	0.75	0.97	0.89
107876	0.75	0.9	0.72
193658	1.31	1.25	1.26
114179	0.61	0.87	0.8
198822	0.98	1.02	0.73
541778	1.42	1.09	1.23
114223	0.5	0.73	0.4
177519	1.41	1.08	1.42
123231	0.42	0.69	0.75
197265	0.69	0.98	0.67
10322069	0.6	1.04	0.7
232087	0.8	0.91	0.84
171939	0.39	0.81	0.53
199064	0.97	1.09	0.63
146977	1.13	1.02	1.04
123914	1.08	0.84	1.27
104331	0.67	1	1.24
128929	1.14	0.89	0.65
151050	0.7	0.94	0.48
104778	0.93	1	1.03
158624	0.92	0.96	0.79
101220	0.68	0.92	0.82
214886	1.52	1.21	1.62
230426	0.56	1.29	0.75
154675	0.63	0.84	0.59
227646	0.71	0.88	0.54
135655	0.96	1.13	1.25
214080	1.51	1.06	1.72
160124	0.71	1.32	0.73
176726	1.1	0.83	0.96
113257	0.98	1.07	0.93
126695	0.83	0.97	0.54
146316	0.83	1.26	0.93
137546	0.83	0.95	0.99
121370	1.55	1.34	1.08
10713472	0.87	1.02	0.69
185007	1.25	0.99	1.15
210638	1.04	1.08	0.86
212703	0.78	0.74	0.97
111806	0.89	1	1.32
108465	0.8	1.09	0.64
198470	0.49	0.91	0.48
166717	1.41	1.11	2.11
152283	0.91	0.94	1.09
203659	1.18	1.11	0.78
694352	0.83	1.15	0.83
176644	0.84	0.83	0.75
187366	0.42	0.75	0.26
337482	1.16	0.94	1.05
206352	0.99	1.05	0.66
229048	2.01	1.43	2.11
150647	1.59	1.21	1.76
155560	0.74	0.9	0.85
119292	0.74	1.05	0.57
235048	1.26	0.96	1.06
210965	0.64	1.31	0.77
221542	0.8	0.75	0.74
132664	0.77	0.82	0.89
194697	0.65	0.87	0.59
630518	2.13	1.23	1.53
163568	0.84	0.98	1.59
146993	0.9	0.92	0.89
113746	0.65	0.68	0.8
219683	0.45	0.86	0.54
152928	1.2	1.08	0.58
208858	0.97	1.17	1.05
708133	0.6	0.94	1.08
231286	0.79	0.91	0.67
126400	1.44	1.38	1.5
102824	0.56	0.9	0.5
145459	0.96	0.95	0.94
233851	1.07	0.93	0.73
143671	0.57	0.92	0.6
230142	0.87	0.99	0.76
142495	0.52	0.99	0.67
152636	1.16	0.96	1.39
232582	0.72	0.82	0.51
222705	0.6	1.02	0.94
141226	0.8	1.08	0.7
547553	1.03	1.05	1.14
206386	1.21	0.99	1.41
