Identifier 	 AJ_8w_1	 AJ_8w_2	 AJ_8w_3	 C57_8w_1	 C57_8w_2	 C57_8w_3	
ENSMUSG00000079264	18456.367	19417.941	17632.178	19264.775	19534.172	15550.231	
ENSMUSG00000048007	5468.921	6053.3364	6022.207	3446.6248	3833.2004	3798.3833	
ENSMUSG00000022890	12959.167	15076.839	12073.993	12831.098	12853.419	12803.944	
ENSMUSG00000003974	3774.7107	3429.2336	3353.6423	3768.0588	3838.2063	2620.6716	
ENSMUSG00000059136	57.954475	31.191843	58.31579	91.25474	107.63158	285.30133	
ENSMUSG00000062742	186036.61	154981.3	190552.02	173029.89	163878.9	163878.9	
ENSMUSG00000084349	18788.814	22433.24	18187.84	18241.094	17351.791	19992.104	
ENSMUSG00000074169	55.510395	36.867367	30.649736	38.579475	30.981447	36.055527	
ENSMUSG00000036427	12610.009	12130.59	11881.705	12210.433	11209.786	11209.786	
ENSMUSG00000052334	71.863945	65.066444	59.369736	79.060265	56.53855	35.784473	
ENSMUSG00000020362	26750.908	36025.652	31848.525	27178.676	25594.34	26388.906	
ENSMUSG00000042323	3539.508	3300.2375	3958.8237	2966.9133	2940.7178	3477.286	
ENSMUSG00000075392	16910.076	8570.183	18635.06	17632.178	16663.729	18273.271	
ENSMUSG00000022858	888.0642	751.58813	1298.459	951.3196	552.8792	605.3305	
ENSMUSG00000027104	133.85237	204.50052	208.51736	443.21948	79.59553	68.90382	
ENSMUSG00000020952	711.0763	634.89813	962.0797	642.57605	650.1547	677.2658	
ENSMUSG00000056870	300.56552	411.10815	395.98315	134.125	137.96947	191.3308	
ENSMUSG00000067526	41.789738	75.07579	72.399605	93.15079	34.54158	43.913815	
ENSMUSG00000058567	744.49023	809.5666	692.09656	647.2466	578.27686	550.54156	
ENSMUSG00000060377	28166.322	28788.75	27613.867	26141.02	24419.842	26211.79	
ENSMUSG00000059364	117.283424	99.96763	146.82553	83.04895	113.4921	86.90737	
ENSMUSG00000066878	2191.932	2264.6838	1737.1571	2050.2856	1703.7416	1648.964	
ENSMUSG00000080718	15957.119	21136.621	17675.848	15180.856	13874.394	12853.419	
ENSMUSG00000015092	22974.924	20056.836	19612.654	20056.836	18241.094	22025.594	
ENSMUSG00000073640	12702.131	14534.099	12210.433	10647.101	10491.827	11380.712	
ENSMUSG00000034310	34407.465	32353.691	35039.023	36561.29	32571.049	31590.912	
ENSMUSG00000008668	47525.25	52045.9	50748.992	36025.652	38024.637	35039.023	
ENSMUSG00000069117	44109.207	48505.727	47229.09	32072.336	36831.016	36152.965	
ENSMUSG00000066123	48.622368	33.595	27.623684	31.424868	28.97013	26.845657	
ENSMUSG00000060143	111895.87	129824.57	119053.49	99431.5	101919.97	87603.625	
ENSMUSG00000078175	45611.43	46167.992	41013.62	41975.145	45122.875	40352.195	
ENSMUSG00000072489	32353.691	38195.277	35196.375	30625.04	33372.637	32676.104	
ENSMUSG00000067941	34.787106	36.71816	22.862368	62.295	61.705	61.00816	
ENSMUSG00000058997	1312.5289	1437.2234	1145.3832	1175.737	852.67737	1191.3868	
ENSMUSG00000021728	369.8071	289.18842	334.97974	292.7179	192.7979	381.0316	
ENSMUSG00000080238	2511.1157	3251.3025	2738.398	2198.6162	2745.4702	2836.5789	
ENSMUSG00000076521	106.21316	208.4179	152.5479	216.49422	106.80789	135.9408	
ENSMUSG00000042015	353.68448	512.34235	297.275	497.3971	357.23895	237.77132	
ENSMUSG00000082193	24667.781	25321.691	28427.203	29068.184	24533.932	30194.744	
ENSMUSG00000025527	1777.1077	1404.6024	2252.2424	3948.8616	4536.549	3941.652	
ENSMUSG00000061360	51.137104	30.164474	40.29092	90.064735	61.928947	48.236183	
ENSMUSG00000019996	19022.387	19379.54	17766.178	15202.044	14681.396	14455.711	
ENSMUSG00000083171	461.78	368.19028	464.64975	438.06262	293.21448	262.16605	
ENSMUSG00000081932	3895.306	3079.935	4605.3354	5589.8345	6240.7407	5127.41	
ENSMUSG00000028152	6028.3374	11532.88	7115.965	6381.3315	6846.079	6697.127	
ENSMUSG00000083327	7706.1094	5205.5063	6362.9487	6635.14	6864.485	6720.0806	
ENSMUSG00000058295	1774.2168	1152.4331	2053.0864	1856.0729	1736.334	1919.9529	
ENSMUSG00000074750	2176.991	1032.3802	2076.1926	1818.7803	1674.1329	1881.8932	
ENSMUSG00000056849	12053.209	15797.12	13761.354	12009.94	12009.94	14133.815	
ENSMUSG00000041380	61.57263	57.78816	30.39579	44.613552	46.933025	30.578684	
ENSMUSG00000058607	42653.188	55391.52	52393.598	52393.598	50748.992	50007.625	
ENSMUSG00000040681	6686.7275	8509.787	7044.4683	8238.234	11596.601	8276.161	
ENSMUSG00000068243	20340.826	23998.686	22128.52	18753.662	21434.982	16323.601	
ENSMUSG00000067106	14914.419	10602.537	12784.083	10509.293	8666.079	12959.167	
ENSMUSG00000027778	639.6063	315.42526	609.5542	481.35394	282.8363	481.235	
ENSMUSG00000084060	13408.702	12110.046	13655.719	16572.367	14774.853	12735.92	
ENSMUSG00000062582	19612.654	22548.03	20176.463	20982.125	22588.21	21374.525	
ENSMUSG00000029036	2452.5144	2327.4465	1892.4369	224.02763	7602.002	15029.868	
ENSMUSG00000066415	251.67685	289.93262	186.62685	156.23236	261.01025	242.82684	
ENSMUSG00000070713	3589.705	4551.4307	3880.6362	6187.337	7035.3584	4114.849	
ENSMUSG00000062918	5791.1953	7986.5566	5609.2505	4993.9956	5541.031	6095.4917	
ENSMUSG00000079225	1503.056	857.27026	1715.1195	1401.7516	1335.1161	1394.9321	
ENSMUSG00000069299	76.56263	40.13605	49.97158	44.14237	46.197105	47.513817	
ENSMUSG00000066626	8887.475	12053.209	9997.27	11976.533	13485.855	10705.157	
ENSMUSG00000040189	23081.545	23856.22	20856.637	20220.588	22327.074	22280.98	
ENSMUSG00000071424	42.093422	27.782236	33.60855	149.70631	118.71145	55.81921	
ENSMUSG00000071671	25712.543	37193.2	30110.445	25458.488	26750.908	24483.129	
ENSMUSG00000031812	5333.9126	4674.693	5819.7114	5506.3667	6180.951	6667.682	
ENSMUSG00000063582	76.59132	52.13526	71.735	26.957632	28.002106	244.7329	
ENSMUSG00000025156	3654.2913	4156.462	4022.0876	3294.9688	3555.2185	2922.7493	
ENSMUSG00000056223	41.387367	65.75868	33.242893	41.77316	51.89921	53.337368	
ENSMUSG00000076719	54.973682	115.17973	86.542366	23.139605	57.45921	48.96184	
ENSMUSG00000057113	650.91815	738.73895	440.5192	480.51212	543.28156	511.78973	
ENSMUSG00000078496	292.98145	305.5992	290.1858	239.64487	135.77658	165.01973	
ENSMUSG00000041247	1148.102	1446.459	981.46765	932.3692	842.2034	944.7666	
ENSMUSG00000026483	319.36237	229.86342	321.30344	35.933422	704.6487	1387.5847	
ENSMUSG00000050772	902.7311	851.08527	930.6908	910.5392	871.0955	893.5079	
ENSMUSG00000075279	4778.144	5552.9727	4578.434	4679.4927	5589.8345	4648.9883	
ENSMUSG00000080992	7206.0044	8024.627	5726.006	7613.6987	7000.9907	8014.326	
ENSMUSG00000028527	881.31287	1210.2828	678.25134	117.27421	174.73856	322.8	
ENSMUSG00000082729	880.9529	852.67737	795.2892	838.9442	792.7292	718.69556	
ENSMUSG00000057707	35039.023	41800.81	34407.465	37716.875	38559.49	35883.332	
ENSMUSG00000071633	190.9571	160.6758	150.73158	113.4921	300.88922	97.266846	
ENSMUSG00000072714	18673.832	26750.908	19112.264	19379.54	20387.174	17492.248	
ENSMUSG00000066273	47.497105	73.93566	53.400394	26.90921	48.32158	58.36395	
ENSMUSG00000074108	2862.1226	4009.6902	3116.5513	2969.3818	3048.3176	3751.8704	
ENSMUSG00000079641	31706.346	35196.375	30721.111	35307.887	37716.875	27178.676	
ENSMUSG00000036305	33372.637	42870.72	34292.5	40510.203	43351.88	34145.918	
ENSMUSG00000063457	39480.906	40352.195	40123.43	39784.76	43088.83	38195.277	
ENSMUSG00000070778	9181.07	12073.993	9213.4	8781.232	10539.613	9693.121	
ENSMUSG00000036298	1047.6268	1016.7387	1024.7202	1347.5021	1103.0934	792.9842	
ENSMUSG00000078177	15450.376	19690.602	15797.12	15550.231	17557.5	15825.398	
ENSMUSG00000072565	1883.8529	2449.785	2062.3943	1794.13	1737.1571	2043.7958	
ENSMUSG00000044757	8014.326	10837.284	8276.161	7986.5566	6918.828	7459.6406	
ENSMUSG00000048456	22.868158	23.300657	24.2575	29.584738	41.412632	36.764473	
ENSMUSG00000036835	7854.79	8429.833	7179.1514	7717.2114	7827.725	8213.729	
ENSMUSG00000078151	998.70447	1233.4381	984.6274	939.38	752.88055	981.46765	
ENSMUSG00000032612	38939.418	42097.637	27850.264	31590.912	37534.95	39784.76	
ENSMUSG00000031642	35592.44	38780.332	33504.203	33027.54	36561.29	38939.418	
ENSMUSG00000026150	1451.9176	2244.8271	1751.5779	1831.3784	1456.2947	1758.2716	
ENSMUSG00000083236	15766.796	20142.432	16543.363	16058.815	15331.129	14681.396	
ENSMUSG00000015697	63.22579	72.34237	34.682106	63.36171	67.55974	39.16829	
ENSMUSG00000082702	23926.89	14045.51	20489.885	23034.275	23787.867	25924.168	
ENSMUSG00000075085	44.05184	38.596844	51.00079	65.3375	35.59737	59.575527	
ENSMUSG00000023051	338.0563	293.51605	198.8908	258.58344	49.70434	231.22948	
ENSMUSG00000076440	36.03079	53.861183	57.419212	71.48579	72.58158	150.14763	
ENSMUSG00000078134	2667.9265	4188.9385	2549.4485	3166.8904	3143.2598	2975.1458	
ENSMUSG00000075107	58.262367	73.96263	90.337105	125.279076	53.443947	65.41658	
ENSMUSG00000073576	48.215263	34.52092	50.577106	44.744473	110.39763	46.758945	
ENSMUSG00000071207	486.28604	724.8821	385.96265	427.23026	388.7308	330.97604	
ENSMUSG00000068426	34.30434	47.35737	40.185265	102.68342	32.511314	31.413553	
ENSMUSG00000073769	40.588684	61.304474	28.6975	48.291317	170.06264	36.12895	
ENSMUSG00000060579	227.33052	197.51408	248.43092	155.94763	276.55145	305.96185	
ENSMUSG00000006423	24374.678	28073.441	23456.943	27613.867	26853.92	24089.877	
ENSMUSG00000048758	37716.875	42653.188	39950.203	45122.875	46399.29	46399.29	
ENSMUSG00000040037	47.288685	86.002365	68.04303	60.93737	91.9229	51.05342	
ENSMUSG00000072933	98.82461	98.71763	62.306316	47.971054	24.239737	42.034737	
ENSMUSG00000052387	496.01474	347.85947	457.42078	489.2484	329.49185	336.70538	
ENSMUSG00000045813	47.417763	45.740658	54.39079	33.536972	68.395	83.85658	
ENSMUSG00000076712	68.26026	54.467896	41.96158	125.87447	28.360527	42.669212	
ENSMUSG00000062353	70501.46	79656.71	62563.45	63490.19	69877.664	63933.35	
ENSMUSG00000020870	6711.502	5420.1836	5136.029	5655.269	5633.4614	5738.664	
ENSMUSG00000058084	30.915	36.546448	25.503159	54.441185	41.86	70.70408	
ENSMUSG00000083483	35883.332	38559.49	29408.805	29408.805	27246.697	30110.445	
ENSMUSG00000074895	62.472763	79.53132	105.770134	59.36513	44.461315	28.095526	
ENSMUSG00000081152	671.4829	766.3784	794.949	768.22577	487.13922	787.3829	
ENSMUSG00000025290	27246.697	42374.867	27178.676	30358.883	34561.23	31365.012	
ENSMUSG00000067351	4957.1743	5959.361	5704.542	5328.9287	5364.435	4223.8994	
ENSMUSG00000059483	3318.877	5438.348	4679.4927	4544.904	4548.859	4521.524	
ENSMUSG00000063137	66.67829	37.970264	48.355263	60.169476	30.594604	83.2	
ENSMUSG00000066362	9997.27	14563.03	12265.924	11276.6875	10685.684	10451.904	
ENSMUSG00000078889	56.05829	56.394474	47.320923	54.53421	68.48473	27.326315	
ENSMUSG00000033898	1119.7202	673.90234	1029.4135	636.991	571.94684	614.5105	
ENSMUSG00000080776	7677.324	8342.888	6918.828	7263.849	6008.028	6836.8296	
ENSMUSG00000025922	7066.5273	7652.5146	8071.953	6697.127	7017.4507	7986.5566	
ENSMUSG00000083328	21674.896	24190.1	18867.52	20489.885	16214.436	18425.398	
ENSMUSG00000076726	108.86763	72.829735	53.823685	72.60263	102.585	55.336975	
ENSMUSG00000071303	17733.361	22128.52	17557.5	16152.468	15766.796	17557.5	
ENSMUSG00000080078	76.64619	76.94829	38.250656	53.808422	75.51184	71.15316	
ENSMUSG00000053519	1477.3308	1327.9877	1107.7974	1228.7592	1522.9287	863.3	
ENSMUSG00000084274	22025.594	21283.059	22911.195	38195.277	37332.254	28321.771	
ENSMUSG00000063728	19.165	30.014473	39.111843	35.51342	47.110264	18.737104	
ENSMUSG00000078617	20176.463	24730.576	22433.24	26388.906	23290.143	19299.371	
ENSMUSG00000021660	21714.0	23787.867	21978.553	23356.307	25137.55	24143.807	
ENSMUSG00000043091	25594.34	40510.203	25872.07	18980.049	15929.3545	15076.839	
ENSMUSG00000031400	355.26157	429.79816	299.15472	400.87317	34.756317	227.39236	
ENSMUSG00000059033	3027.649	1530.32	2816.854	2551.3635	2244.8271	3465.6704	
ENSMUSG00000081051	3798.3833	1905.6382	3005.6387	3380.9111	2473.886	3449.8975	
ENSMUSG00000028410	13105.441	13681.087	20220.588	13761.354	11695.154	12425.942	
ENSMUSG00000078492	30297.188	38939.418	29333.44	34561.23	36152.965	27613.867	
ENSMUSG00000055067	18902.826	22387.705	19690.602	20176.463	19854.758	20056.836	
ENSMUSG00000079317	392.5008	580.28894	414.0204	125.73974	402.46738	360.6779	
ENSMUSG00000031996	903.4382	1122.7737	831.27893	1164.9592	1094.9916	980.7787	
ENSMUSG00000083311	1026.5134	470.47552	943.65814	1550.566	1404.6024	1129.8097	
ENSMUSG00000062237	26.129736	28.544079	30.177895	21.379736	37.437237	41.298683	
ENSMUSG00000036833	26211.79	29583.72	28703.967	26450.959	27613.867	29408.805	
ENSMUSG00000043872	20907.26	27246.697	23563.35	22433.24	23563.35	23181.97	
ENSMUSG00000071329	25818.396	34741.793	30194.744	27948.924	30194.744	28866.549	
ENSMUSG00000071077	23250.967	28592.393	28321.771	25979.277	25764.643	30297.188	
ENSMUSG00000066443	20540.34	26598.16	23998.686	23787.867	25515.334	24774.156	
ENSMUSG00000058640	28788.75	35425.727	32072.336	27468.244	31948.498	30902.908	
ENSMUSG00000063162	24838.143	30625.04	25321.691	25642.164	26533.395	24190.1	
ENSMUSG00000041607	24236.988	31095.812	25764.643	23735.406	27767.195	24667.781	
ENSMUSG00000070940	2729.281	2611.6895	3824.1113	2828.9958	3332.7725	2707.571	
ENSMUSG00000063816	16254.061	20340.826	17872.61	17073.936	19379.54	18456.367	
ENSMUSG00000042244	8098.1265	8964.942	8000.543	7512.214	7613.6987	7627.3994	
ENSMUSG00000063245	887.4829	1099.005	607.21765	1268.0055	1437.2234	758.2582	
ENSMUSG00000026077	84081.82	64480.008	80580.5	71690.984	63490.19	70501.46	
ENSMUSG00000079167	278.30368	526.6687	338.1566	367.38474	207.15079	257.42947	
ENSMUSG00000061684	29470.168	30297.188	29785.635	28502.062	27468.244	29262.674	
ENSMUSG00000015217	218.56895	143.21027	103.51605	139.95264	244.86606	583.02893	
ENSMUSG00000060795	9096.147	9015.931	6951.9062	8098.1265	7379.5435	7388.0654	
ENSMUSG00000040560	1305.7539	1933.3374	1452.3739	938.2679	1020.0684	1011.755	
ENSMUSG00000059835	20622.254	25202.271	20305.342	18518.38	20271.74	19903.314	
ENSMUSG00000040323	4792.7275	4467.53	4536.549	8071.953	8626.831	5719.258	
ENSMUSG00000080844	2154.0295	3439.678	3251.3025	2362.9907	2369.9695	2126.621	
ENSMUSG00000082010	62.03184	74.32658	65.80237	34.242367	37.777103	51.44566	
ENSMUSG00000080242	11767.978	11362.864	10231.346	13042.008	10451.904	10523.857	
ENSMUSG00000083465	2180.1555	1242.314	2339.4292	2940.7178	1846.6008	1794.13	
ENSMUSG00000020857	38559.49	30358.883	27306.197	20098.021	19612.654	18384.434	
ENSMUSG00000049246	31095.812	33984.164	25011.53	20387.174	21821.422	22548.03	
ENSMUSG00000071653	1700.7118	2231.3906	1603.8063	1593.2784	1795.0968	1615.0594	
ENSMUSG00000037894	2642.3796	3871.1477	2139.1934	3507.111	3082.4412	2956.7217	
ENSMUSG00000063229	55783.086	67812.29	45122.875	66887.13	66887.13	48820.895	
ENSMUSG00000066551	8557.123	11083.992	9877.9375	13437.928	13126.99	9619.059	
ENSMUSG00000063087	1023.9226	751.2354	1083.8079	1703.7416	2161.7866	2236.8208	
ENSMUSG00000062611	33879.418	24043.814	35425.727	30532.248	29583.72	32897.71	
ENSMUSG00000076664	113.08934	54.03105	87.91368	52.299473	45.286972	57.616447	
ENSMUSG00000057657	35196.375	36152.965	39601.08	31469.46	31590.912	33027.54	
ENSMUSG00000019755	38.08342	27.533947	57.18079	168.22185	20.816973	138.9521	
ENSMUSG00000079798	40.378685	49.67421	34.19816	37.191578	42.780922	61.304474	
ENSMUSG00000081076	4813.698	5850.247	4648.9883	5756.4414	6773.298	5225.6865	
ENSMUSG00000055816	33.293423	32.821053	40.397896	73.628685	71.98066	72.500656	
ENSMUSG00000052298	51.292896	47.67921	41.306843	45.716446	60.8825	57.818947	
ENSMUSG00000038150	3792.4338	4055.7917	3784.0303	3239.957	3393.8757	3178.2268	
ENSMUSG00000061024	837.875	1198.3773	1029.0082	1285.3595	1032.3802	934.1634	
ENSMUSG00000060724	264.09814	215.39894	227.09631	221.73816	276.7842	145.2208	
ENSMUSG00000033373	37.835526	62.014473	33.791843	134.58197	57.39184	71.93632	
ENSMUSG00000083998	71.43329	37.915264	48.06566	78.41842	76.29408	102.46013	
ENSMUSG00000021116	2811.1304	3989.0464	2894.314	2692.9446	2711.4539	2718.112	
ENSMUSG00000081406	40510.203	47229.09	42374.867	32353.691	39327.152	38380.65	
ENSMUSG00000034333	264.26868	332.1829	230.16237	80.61895	153.49144	299.72922	
ENSMUSG00000041144	45.249737	27.899473	47.14342	77.15921	59.471844	56.06421	
ENSMUSG00000082280	81.712105	46.019737	44.407368	81.78684	41.94842	28.301315	
ENSMUSG00000042808	489.12262	479.58054	250.27289	896.4729	592.1934	808.55133	
ENSMUSG00000078429	23.505	40.549473	45.00421	47.27013	123.50934	179.0771	
ENSMUSG00000063628	11791.805	14133.815	13354.207	16608.941	14594.425	13220.824	
ENSMUSG00000033543	2888.1462	3723.6572	2924.928	2750.9236	2961.376	2996.4363	
ENSMUSG00000044285	40123.43	21030.314	36025.652	31848.525	29333.44	30358.883	
ENSMUSG00000000340	20432.598	23290.143	17351.791	18708.969	17252.01	19264.775	
ENSMUSG00000026021	2537.3413	2906.8918	2595.4084	2151.5771	1585.6395	2218.3071	
ENSMUSG00000049230	60.864212	111.24711	71.18921	93.89737	30.23763	47.245262	
ENSMUSG00000079616	1146.732	1910.8179	1678.6416	1389.094	1167.7689	1465.11	
ENSMUSG00000081802	19773.57	24774.156	20765.53	20271.74	21924.88	23034.275	
ENSMUSG00000042962	7325.7646	10935.306	6402.31	6041.425	6344.954	6523.369	
ENSMUSG00000075202	36.76842	57.154736	50.12	60.729607	54.071445	54.078423	
ENSMUSG00000067242	49.817104	26.566053	29.828157	53.68908	80.86948	30.791578	
ENSMUSG00000061330	43088.83	50748.992	36152.965	30110.445	28427.203	30721.111	
ENSMUSG00000062687	429.5016	732.06866	462.20236	347.70395	493.01816	323.8179	
ENSMUSG00000043323	408.73422	322.11566	218.32263	353.68448	440.07184	213.73315	
ENSMUSG00000061479	1011.755	1172.03	1020.4071	761.665	1011.3279	930.35315	
ENSMUSG00000026014	12482.224	16968.414	12110.046	15228.342	16428.275	11637.1	
ENSMUSG00000025871	101.813286	86.13921	67.252106	85.65079	223.4429	121.27368	
ENSMUSG00000084166	913.2779	1069.2639	820.97577	702.785	643.59	834.6005	
ENSMUSG00000078342	61.092896	43.609604	39.192894	51.94342	141.62158	123.01934	
ENSMUSG00000083092	2761.664	4127.806	3050.8967	3089.0251	2977.9734	3063.1516	
ENSMUSG00000026743	42.66829	26.701841	33.17921	25.924473	229.44789	39.704605	
ENSMUSG00000021069	3199.6982	4192.872	3446.6248	3589.705	3958.8237	3457.9805	
ENSMUSG00000039298	1304.6865	1919.9529	1453.9934	3302.2954	3112.5874	2760.3062	
ENSMUSG00000061242	19112.264	23671.238	21529.076	19645.32	20820.533	21924.88	
ENSMUSG00000081094	51441.676	66048.36	60090.1	60090.1	62563.45	60090.1	
ENSMUSG00000071292	22588.21	25594.34	23856.22	23856.22	23856.22	22387.705	
ENSMUSG00000078238	14294.26	13655.719	12363.636	15426.283	13819.031	11553.478	
ENSMUSG00000041215	4247.9185	6166.4004	4837.037	4392.561	4122.849	4657.126	
ENSMUSG00000060108	74.81974	78.08908	119.042366	106.47816	77.06539	126.37053	
ENSMUSG00000050490	1427.0458	1952.1364	1193.4197	1188.8219	1120.2072	1369.1082	
ENSMUSG00000083678	2162.8765	3215.7412	1932.25	1829.4797	1705.441	1878.6879	
ENSMUSG00000060419	43875.29	44350.57	44109.207	40679.562	41229.734	42097.637	
ENSMUSG00000076705	46.85	32.028816	39.39671	147.04395	60.534473	68.65737	
ENSMUSG00000071866	11209.786	12702.131	11334.232	11045.188	13196.1455	7590.9863	
ENSMUSG00000081078	4670.721	4066.926	5034.258	6764.3164	6502.642	5547.892	
ENSMUSG00000056910	47.097633	47.578815	51.84316	64.62974	55.42763	106.82921	
ENSMUSG00000069622	4990.432	6581.2334	4413.4395	3808.8164	3751.8704	3859.918	
ENSMUSG00000080860	52393.598	63490.19	57786.836	59647.746	68460.336	55391.52	
ENSMUSG00000021198	5615.112	3391.6182	6187.337	5564.3833	5660.591	5704.542	
ENSMUSG00000049832	3178.2268	3179.9958	3007.8145	3007.8145	2676.0713	2679.7769	
ENSMUSG00000001270	1003.3016	1429.7434	1404.1124	2648.3892	2419.8472	1593.2784	
ENSMUSG00000061992	13761.354	12678.502	12029.65	10685.684	10054.359	12029.65	
ENSMUSG00000082480	28321.771	35307.887	24302.29	24667.781	26055.281	26598.16	
ENSMUSG00000051234	1425.0171	2511.1157	1688.2156	1474.4034	1581.83	1579.7721	
ENSMUSG00000062933	35307.887	33781.277	30625.04	29470.168	26141.02	30532.248	
ENSMUSG00000058652	23.647238	31.510527	20.162369	31.644737	152.68658	29.798817	
ENSMUSG00000015806	13042.008	14004.975	11470.41	12288.036	14851.081	14198.471	
ENSMUSG00000038806	4735.071	7842.684	4670.721	6126.6006	6203.734	4196.8525	
ENSMUSG00000082867	20271.74	23563.35	19992.104	21434.982	21674.896	20142.432	
ENSMUSG00000058777	23735.406	21714.0	22280.98	22772.35	23137.613	24236.988	
ENSMUSG00000006262	7777.8	9355.16	7167.819	5154.7104	6033.3496	5569.994	
ENSMUSG00000076710	31.368027	31.144737	18.372894	22.044474	25.06842	52.173553	
ENSMUSG00000081113	4615.704	3777.7302	5127.41	5160.7095	4003.2083	3833.2004	
ENSMUSG00000070837	72.055786	69.46237	41.25513	216.34435	15.265657	157.88	
ENSMUSG00000079307	84.61605	54.82237	89.60368	19.089342	26.532368	105.26026	
ENSMUSG00000024639	25202.271	29162.209	24089.877	24533.932	25872.07	19022.387	
ENSMUSG00000078693	18187.84	20724.174	17383.113	17704.098	18902.826	18518.38	
ENSMUSG00000044609	29333.44	40679.562	31365.012	30194.744	31288.6	30625.04	
ENSMUSG00000004980	10911.505	12570.156	11254.081	12029.65	10802.303	8706.835	
ENSMUSG00000074258	6993.539	8998.595	8394.171	7521.18	8291.397	7884.702	
ENSMUSG00000045817	2084.1824	2261.7905	2456.3127	2561.4604	2180.1555	2462.72	
ENSMUSG00000006998	2164.9128	3589.705	2374.5884	2211.911	2638.6182	2402.875	
ENSMUSG00000051877	35.21921	55.147896	35.76658	21.03171	37.174343	49.867104	
ENSMUSG00000027641	920.45447	1147.0758	721.50024	1069.6663	893.1363	651.5255	
ENSMUSG00000062284	67812.29	97825.17	84081.82	67812.29	76579.81	72409.266	
ENSMUSG00000028600	27397.072	27613.867	25254.031	35039.023	34145.918	39107.156	
ENSMUSG00000073198	2025.0977	1937.9979	2093.704	2186.3828	2667.9265	2215.997	
ENSMUSG00000016529	2263.2131	2845.9504	1995.3416	2000.5366	2252.2424	1807.7284	
ENSMUSG00000084384	5171.9185	7044.4683	4683.8525	3802.2068	3638.2688	3929.4622	
ENSMUSG00000041014	2366.8608	3313.9841	2428.4692	1758.2716	1511.1628	1320.6628	
ENSMUSG00000029624	49.063683	46.76026	41.238026	59.357105	23.455526	33.241447	
ENSMUSG00000041650	2877.0916	3158.8035	2316.9155	2405.4827	2296.685	2743.402	
ENSMUSG00000020166	436.65552	770.7592	446.6234	851.08527	826.30945	581.8808	
ENSMUSG00000039130	233.02184	377.65027	295.88867	300.42343	281.05157	308.14212	
ENSMUSG00000079153	7379.5435	7744.2715	6426.545	6514.254	7717.2114	3609.9644	
ENSMUSG00000033773	484.2192	830.3671	584.5463	413.23737	524.6466	625.9871	
ENSMUSG00000028601	4293.6255	5109.273	3574.7668	4600.889	4624.7085	5813.78	
ENSMUSG00000029669	5621.579	6485.913	5513.644	5959.361	6477.943	6144.387	
ENSMUSG00000037995	32.766052	52.18158	28.492632	36.103157	40.362633	52.138027	
ENSMUSG00000027643	57.038025	72.316315	32.707367	82.96237	44.13237	26.273289	
ENSMUSG00000020496	4478.1084	4856.7163	4454.009	4615.704	4436.969	4387.357	
ENSMUSG00000079547	97.07895	121.206055	190.9571	344.43658	25.97579	100.899475	
ENSMUSG00000062705	37.773685	34.092106	53.992893	31.258158	29.999737	85.499344	
ENSMUSG00000082454	2332.6997	1534.1644	2672.484	2809.503	2236.8208	2306.0955	
ENSMUSG00000032320	608.7532	1071.5077	973.28656	1726.1448	1729.7308	1297.1013	
ENSMUSG00000020464	691.81604	904.3771	641.8413	511.63342	529.00055	760.9742	
ENSMUSG00000002320	2039.9984	3089.0251	1968.2634	1617.1887	1276.6924	1602.7147	
ENSMUSG00000005102	365.14816	523.72107	266.70367	438.9608	469.39737	272.9934	
ENSMUSG00000041498	838.68555	417.9108	835.7558	824.69366	454.99896	620.1229	
ENSMUSG00000016510	158.1971	138.83948	204.66974	228.94461	36.39355	203.5158	
ENSMUSG00000079252	561.64185	529.884	774.05865	869.0508	753.1095	999.51025	
ENSMUSG00000039007	888.3942	1240.2603	1065.0166	1087.6302	703.0411	958.7179	
ENSMUSG00000047517	80.502235	63.93421	76.815	35.03329	96.31869	49.643158	
ENSMUSG00000081766	4032.0874	4566.638	4472.221	5879.043	5914.7314	4963.4766	
ENSMUSG00000022757	3651.9314	5713.096	3542.1287	3592.8425	3336.2473	3145.4072	
ENSMUSG00000022664	198.16948	185.89684	154.60211	258.04263	192.42316	114.74421	
ENSMUSG00000020652	94.363815	70.530266	49.320263	30.382631	67.524734	118.74869	
ENSMUSG00000030727	560.0313	794.6613	553.1753	1136.4353	769.7334	927.181	
ENSMUSG00000045826	275.32184	415.38684	363.3458	2169.5554	458.7808	423.39975	
ENSMUSG00000028307	120870.14	223685.66	120870.14	111895.87	96247.56	116582.04	
ENSMUSG00000025040	441.67844	659.5763	433.85696	368.78946	399.79025	247.80473	
ENSMUSG00000031696	5952.41	6822.93	6211.202	6166.4004	6523.369	6302.1904	
ENSMUSG00000021038	501.90973	487.39343	642.78577	507.20316	422.91342	541.02814	
ENSMUSG00000041605	59.880527	54.072895	67.002365	34.201054	161.50606	69.40934	
ENSMUSG00000052217	50.548157	31.184736	49.380264	39.44342	205.80948	49.57237	
ENSMUSG00000038637	167.28789	98.35973	88.845	412.4416	261.64868	206.50632	
ENSMUSG00000003541	412.74658	440.31683	588.58844	588.00104	1012.1892	319.9108	
ENSMUSG00000004667	2035.799	3147.774	2164.056	2322.6157	2486.5789	2688.252	
ENSMUSG00000027357	4749.3774	5589.8345	4148.2905	3237.5173	2834.905	3510.1023	
ENSMUSG00000039737	300.66315	294.32394	303.41867	264.55527	254.27487	329.09158	
