Identifier 	 AJ_8w_1	 AJ_8w_2	 AJ_8w_3	 C57_8w_1	 C57_8w_2	 C57_8w_3	
ENSMUSG00000021094	647.47656	838.68555	738.96106	599.24445	676.64813	565.8453	
ENSMUSG00000062710	31.47	27.383158	25.807632	69.48631	141.00789	59.905	
ENSMUSG00000034552	40.515923	58.309475	34.621975	99.77842	56.578552	35.448814	
ENSMUSG00000020530	2194.5413	2805.515	1721.6885	1823.4921	2193.3728	1661.0308	
ENSMUSG00000015053	109.98631	155.32	106.97816	88.48237	206.50632	91.29658	
ENSMUSG00000037735	67.60553	59.87342	37.852894	67.72908	41.713158	60.10421	
ENSMUSG00000029233	465.70053	716.8634	521.00397	533.80133	633.2311	554.64685	
ENSMUSG00000023156	828.31525	1416.2063	939.76447	716.66656	1012.9429	699.3021	
ENSMUSG00000061988	356.5584	389.03394	652.5679	147.61789	334.08527	733.11554	
ENSMUSG00000019997	1390.2206	1831.3784	2604.9214	1893.6635	1620.6152	754.1087	
ENSMUSG00000005501	825.30945	475.72736	784.0658	1063.75	996.71924	1043.0276	
ENSMUSG00000050621	17413.771	17529.033	19645.32	20622.254	20575.176	16366.3955	
ENSMUSG00000020142	33.081577	46.340263	37.451973	29.623684	44.765923	27.65079	
ENSMUSG00000057254	39.199474	70.15026	58.595528	36.153156	19.050789	28.801184	
ENSMUSG00000037892	52.12329	61.26737	52.588947	62.074078	44.89342	162.4429	
ENSMUSG00000021460	1359.4847	926.42975	1190.289	958.31287	936.3724	1303.3892	
ENSMUSG00000014599	354.63712	340.37552	353.60657	79.07105	116.6575	357.1492	
ENSMUSG00000017264	1387.0916	1427.5645	1215.5476	1233.4381	1487.2336	1354.1821	
ENSMUSG00000067279	687.58734	1043.0276	583.43054	391.05316	51.773685	407.03394	
ENSMUSG00000038615	88.356316	72.22211	69.16263	127.56395	86.82079	68.93421	
ENSMUSG00000029071	39.47013	62.406315	64.63368	52.77684	56.004868	82.767105	
ENSMUSG00000049028	47.35342	43.873817	37.376053	28.87342	18.827368	26.410131	
ENSMUSG00000051732	55.49342	31.842632	37.133686	37.17763	19.700527	76.62513	
ENSMUSG00000054412	233.90369	230.22185	266.23367	255.2004	44.138683	95.77395	
ENSMUSG00000042750	43.81079	41.758686	58.68737	35.36237	237.45921	183.22894	
ENSMUSG00000045948	1140.4916	1214.0961	1222.6008	1992.814	2382.7961	2186.3828	
ENSMUSG00000026989	60.138554	78.76342	41.278683	51.207367	57.19066	55.958157	
ENSMUSG00000071033	29.550657	38.64579	32.95763	137.55553	41.047894	37.339603	
ENSMUSG00000047911	1957.2719	1501.8329	1803.1268	1919.9529	1987.6842	1225.21	
ENSMUSG00000002326	85.59921	60.140526	127.30053	38.158947	66.31	49.98579	
ENSMUSG00000025745	25.713947	27.007895	31.662106	86.97369	28.016315	103.72026	
ENSMUSG00000063762	21.242632	32.077106	34.080788	16.025263	40.48974	16.722105	
ENSMUSG00000041278	539.79974	348.595	500.10422	573.5945	416.81052	381.65683	
ENSMUSG00000027375	51.54987	54.04526	25.609606	26.177631	41.71829	39.53329	
ENSMUSG00000030614	817.98236	890.60236	746.1868	713.6669	965.1108	807.2263	
ENSMUSG00000050623	36.728817	39.71579	51.22526	75.274475	29.69079	41.04921	
ENSMUSG00000019932	92.51211	86.046844	98.94921	78.994736	92.640396	57.428684	
ENSMUSG00000027663	305.96185	428.66922	233.71078	364.66553	285.20053	300.66315	
ENSMUSG00000059504	130.81685	240.51474	199.75131	108.92895	47.77684	234.505	
ENSMUSG00000030342	34.69421	18.53342	41.94171	15.532895	27.227894	22.748947	
ENSMUSG00000026447	57.12487	87.880135	59.735527	25.305922	72.00552	37.24329	
ENSMUSG00000071645	592.48395	790.4663	568.2681	707.54553	670.3092	511.98633	
ENSMUSG00000016940	897.83813	1076.4469	1162.1774	1212.2443	1131.5597	1361.7935	
ENSMUSG00000029541	38.812107	38.179077	47.289604	82.78526	33.07263	22.850527	
ENSMUSG00000068851	471.5366	446.4929	395.67474	246.85764	237.34184	166.70053	
ENSMUSG00000006490	28.207369	41.841843	46.43987	30.546448	36.90921	44.9225	
ENSMUSG00000021743	49.29	43.515263	64.695	42.98079	57.59987	74.51894	
ENSMUSG00000024424	2145.2441	1121.044	2385.2627	1709.1187	1808.6619	2113.8572	
ENSMUSG00000028540	193.30013	278.33145	206.38737	231.69684	125.6879	227.21684	
ENSMUSG00000005947	53.2975	33.3925	41.120262	107.56342	52.45921	45.30974	
ENSMUSG00000071680	18425.398	23356.307	18351.215	22387.705	23606.156	18003.299	
ENSMUSG00000029248	31.988947	20.038816	30.804737	104.06539	90.00171	32.95908	
ENSMUSG00000082293	27.809078	39.43158	47.87421	45.444607	46.16276	48.30237	
ENSMUSG00000028138	189.08777	176.345	156.015	44.945	133.69737	25.070526	
ENSMUSG00000029012	263.53317	211.59816	287.69922	41.208946	244.37474	292.92764	
ENSMUSG00000005699	364.25894	205.36157	224.12027	287.89264	70.77869	255.67737	
ENSMUSG00000007837	627.62604	487.53894	544.25446	1159.3718	1356.1744	501.13446	
ENSMUSG00000024190	1878.6879	2813.121	2393.66	1032.3802	1441.7787	1784.9224	
ENSMUSG00000014372	22433.24	21578.682	20540.34	17939.398	19992.104	22974.924	
ENSMUSG00000043252	604.90344	590.5858	494.94656	449.2558	364.04422	482.02237	
ENSMUSG00000070815	69.134605	62.58658	59.591316	65.192894	110.163155	52.668423	
ENSMUSG00000027742	906.6974	484.94946	1039.8047	1468.1147	1024.7202	2145.2441	
ENSMUSG00000079539	44.895	46.952896	51.31158	23.463947	48.241577	40.132107	
ENSMUSG00000026829	43.56645	29.37092	45.40184	106.843155	33.626316	41.39579	
ENSMUSG00000018654	31.418947	30.086447	48.901974	52.499737	82.457634	71.69434	
ENSMUSG00000027194	242.73685	186.39922	325.713	323.34317	232.25868	426.6479	
ENSMUSG00000073838	61.134735	48.747894	61.672237	26.873158	80.31869	56.747105	
ENSMUSG00000073973	35.213947	36.12895	32.929737	34.843422	32.33579	73.57737	
ENSMUSG00000049661	28.765394	34.183685	33.800262	25.140789	56.84579	54.126183	
ENSMUSG00000005161	61.312893	68.37053	89.52	782.361	810.6179	715.90265	
ENSMUSG00000028699	46.73237	57.582367	30.701447	35.393684	32.364212	50.016975	
ENSMUSG00000041293	36.948685	57.344604	53.629604	35.007896	57.731842	105.127235	
ENSMUSG00000035372	1478.0768	1750.5815	1314.8195	1299.5787	1929.0153	1719.1915	
ENSMUSG00000074107	168.7725	92.73553	183.30684	27.605	147.14105	170.63579	
ENSMUSG00000079467	59.273422	68.314476	76.10171	42.218685	25.041578	224.82394	
ENSMUSG00000061395	29.028421	30.001053	34.7075	42.409607	27.354736	27.85158	
ENSMUSG00000043383	31.296316	61.481842	46.771843	55.622368	81.87789	55.158157	
ENSMUSG00000073006	23.473158	25.18	37.07263	41.889606	70.22776	80.85118	
ENSMUSG00000037025	629.3569	679.051	728.34766	755.9639	317.4684	418.6213	
ENSMUSG00000028072	215.88	237.58368	226.01027	236.5529	59.36513	180.39948	
ENSMUSG00000074639	584.0021	624.71655	401.5329	596.1637	927.87103	748.8297	
ENSMUSG00000021910	4095.5952	3796.12	4196.8525	7469.4014	6657.3774	4842.514	
ENSMUSG00000031839	5784.2363	5648.9795	5438.348	5127.41	5176.99	5316.98	
ENSMUSG00000078940	51.901054	32.670525	30.813684	37.763947	69.398155	51.992104	
ENSMUSG00000058420	68.878685	37.321842	47.927895	48.646053	55.353947	25.466053	
ENSMUSG00000027820	39.807632	33.48737	31.05	63.34395	128.55447	36.406975	
ENSMUSG00000055368	64.77711	71.69434	93.433945	109.63052	92.79579	44.082764	
ENSMUSG00000040213	15392.635	16944.738	18273.271	7827.725	6735.5303	13542.262	
ENSMUSG00000033122	511.19342	524.9529	536.2295	554.57056	449.88605	522.90265	
ENSMUSG00000056124	678.25134	672.5955	619.9279	614.5105	575.0071	581.18396	
ENSMUSG00000041959	10340.565	16152.468	8873.181	13126.99	12091.425	11045.188	
ENSMUSG00000025004	3633.6711	4029.2883	3112.5874	3693.8574	3569.3164	2969.3818	
ENSMUSG00000078631	1048.4622	1828.1423	1376.4952	1458.0837	1297.1013	1318.0232	
ENSMUSG00000031803	32.011314	43.100525	62.89974	64.35237	26.997763	31.381315	
ENSMUSG00000050685	87.12184	42.420525	55.340263	124.35303	25.402632	118.78579	
ENSMUSG00000048550	119.026184	107.36211	107.16856	84.289734	127.12342	48.778946	
ENSMUSG00000020214	37.942238	66.13737	67.06368	33.84158	36.261578	35.88237	
ENSMUSG00000034449	2648.3892	2098.1477	2464.6274	1858.5505	1329.2668	1787.7947	
ENSMUSG00000021950	84.16013	87.203156	43.92421	58.34092	223.78842	38.81579	
ENSMUSG00000076461	28.780396	38.056446	47.98671	55.60855	32.89974	52.583553	
ENSMUSG00000053979	80.432365	86.30684	54.34355	49.108685	29.215	50.61684	
ENSMUSG00000078593	38.15684	36.357235	38.475395	56.60855	31.717896	21.890263	
ENSMUSG00000026390	77.773155	97.55355	58.68737	83.96276	120.84934	61.435658	
ENSMUSG00000051705	42.94658	40.377632	37.275658	42.65645	48.93658	118.13842	
ENSMUSG00000038791	161.2371	201.68369	94.40447	133.73198	213.73315	139.26973	
ENSMUSG00000002791	79.508156	94.60579	42.772896	243.0679	95.49355	41.62934	
ENSMUSG00000041068	44.369606	27.445	51.94816	267.03894	72.02711	87.97211	
ENSMUSG00000029875	262.41867	365.39975	210.13974	275.5021	234.04974	385.1213	
ENSMUSG00000084202	7084.832	4512.985	8250.475	7198.352	7115.965	8225.714	
ENSMUSG00000042055	35.938946	25.886316	36.383423	73.01289	76.121445	50.308685	
ENSMUSG00000029695	2088.4902	1269.9281	1828.1423	1657.8713	1877.8392	2782.967	
ENSMUSG00000035397	204.50052	318.28342	193.71974	400.30685	352.8684	288.25238	
ENSMUSG00000059278	1960.7958	2337.8657	1760.8524	1511.1628	1865.6387	1950.9321	
ENSMUSG00000071141	17632.178	20622.254	20432.598	19447.043	18485.639	19332.531	
ENSMUSG00000029366	106.822105	51.350525	106.250656	55.380527	42.57987	53.36158	
ENSMUSG00000019984	462.60593	416.36578	435.555	275.23053	539.79974	474.56473	
ENSMUSG00000032297	108.735	49.262104	82.48263	53.966183	66.259476	34.662895	
ENSMUSG00000083977	68.80368	47.21829	36.87829	48.98895	43.58763	25.43342	
ENSMUSG00000036948	1249.3158	1368.455	1054.271	1142.1442	1057.4271	860.8271	
ENSMUSG00000073090	37.429604	33.28105	60.331184	36.500526	33.176186	59.446053	
ENSMUSG00000013997	1702.9781	1878.6879	1503.7113	2162.8765	2505.4727	1776.4779	
ENSMUSG00000027400	29.725527	29.629736	40.363686	46.27474	168.07394	49.800526	
ENSMUSG00000075176	31.838684	21.209211	43.978157	33.21	61.73421	88.530525	
ENSMUSG00000069080	62.4225	55.63487	31.527895	79.36013	44.511578	23.5125	
ENSMUSG00000029885	62.980263	83.45711	61.61013	78.40171	40.828686	44.24053	
ENSMUSG00000032724	181.08658	370.30396	239.61816	35.86553	100.27816	80.247635	
ENSMUSG00000070280	67.4671	35.418026	48.0875	115.8421	45.574738	45.473026	
ENSMUSG00000027552	251.07869	204.02211	154.84315	166.76053	218.32263	149.96764	
ENSMUSG00000071655	2906.8918	1519.8582	2969.3818	2982.4905	3220.3962	3302.2954	
ENSMUSG00000054102	56.18671	52.728027	68.405525	67.0921	33.45395	30.534473	
ENSMUSG00000023236	20.937105	33.05895	42.518814	50.579212	38.82158	46.564472	
ENSMUSG00000044583	29.500263	42.7425	40.10408	44.852104	31.086578	42.01013	
ENSMUSG00000059546	46.59395	62.020657	62.513817	46.532104	41.047894	61.87184	
ENSMUSG00000080890	32.539078	59.88421	46.33671	24.101316	22.904737	59.740265	
ENSMUSG00000046826	413.6592	420.39764	241.22421	384.54474	100.872765	334.335	
ENSMUSG00000022177	253.84395	234.14264	248.54553	249.76079	154.43158	304.2492	
ENSMUSG00000074689	565.29553	466.9095	593.03656	562.7532	626.85394	687.0195	
ENSMUSG00000031847	49.396053	45.080658	35.808685	45.266975	78.59026	59.18158	
ENSMUSG00000020284	110.42842	228.46448	239.52843	191.51343	107.30947	252.13815	
ENSMUSG00000004885	304.31262	456.0066	311.76105	96.17408	253.42026	345.64896	
ENSMUSG00000035941	2299.7334	3232.3726	2270.6328	1903.5216	2108.91	2228.9653	
ENSMUSG00000024184	50.44342	45.229473	41.248158	22.870264	39.586052	37.686317	
ENSMUSG00000043614	923.8316	771.70844	997.8826	1291.0516	1359.4847	1389.7106	
ENSMUSG00000054203	161.76631	193.37238	124.10553	2583.896	2657.955	2519.1958	
ENSMUSG00000056257	106.35474	104.31816	135.17236	56.998947	100.93934	44.674736	
ENSMUSG00000030386	56.238026	114.865	89.73842	67.79408	38.130657	248.08105	
ENSMUSG00000037958	691.6274	912.5734	830.3671	800.2953	675.93134	588.58844	
ENSMUSG00000025858	1123.4736	1345.2021	1142.1442	1186.8417	1399.612	1009.06946	
ENSMUSG00000031706	35.43171	45.152103	24.212631	47.731052	40.382107	75.918686	
ENSMUSG00000022130	312.04553	404.2521	307.59027	271.76	302.43552	275.5021	
ENSMUSG00000081303	36.757633	43.515263	31.093159	75.52355	21.43921	135.50606	
ENSMUSG00000028680	42.581314	32.436317	55.093422	89.12158	25.323685	63.91421	
ENSMUSG00000054622	64.37395	43.814735	69.72618	85.47658	39.32237	33.81763	
ENSMUSG00000048218	74.39132	59.37342	64.89763	47.1925	52.85342	40.71342	
ENSMUSG00000049152	1299.9968	1415.3918	1085.0594	1563.8547	1246.0831	1937.9979	
ENSMUSG00000079168	33.172367	28.685	24.276842	27.699211	60.91	37.285	
ENSMUSG00000034738	801.76	952.9621	459.4779	925.74396	912.9887	697.19684	
ENSMUSG00000017550	39.386314	26.580526	50.992893	45.69408	44.688946	32.35842	
ENSMUSG00000041845	2016.6368	1306.439	1676.6318	951.85474	1332.7803	1475.255	
ENSMUSG00000034974	110.29816	176.18132	191.83817	83.689735	40.95908	49.23263	
ENSMUSG00000082451	32.396843	48.454212	43.12158	90.89289	67.80237	49.952896	
ENSMUSG00000055045	75.5079	46.855	70.05961	66.5	98.44184	36.276054	
ENSMUSG00000051719	46.65645	32.81263	34.772896	135.4042	24.985264	50.10763	
ENSMUSG00000061469	40.62224	26.290262	31.489868	22.573948	46.27579	64.9521	
ENSMUSG00000037015	441.30685	732.87976	582.07367	830.02106	519.5779	395.33185	
ENSMUSG00000031521	701.1587	853.35156	564.8942	935.67633	804.40265	875.0855	
ENSMUSG00000026279	474.28	819.1329	427.89236	459.8763	526.3355	382.72394	
ENSMUSG00000069290	89.323944	50.125	50.894077	28.711052	54.252106	107.66053	
ENSMUSG00000078924	95.03868	129.6129	65.395134	24.444868	41.220657	161.3271	
ENSMUSG00000054594	45.163948	50.086052	59.595528	61.84921	35.992893	53.141315	
ENSMUSG00000031357	3040.046	3649.3025	2975.1458	2772.258	2620.6716	2606.6565	
ENSMUSG00000055198	36.86434	34.633423	64.030266	33.596844	31.620527	49.68237	
ENSMUSG00000049470	35.94263	68.95158	55.738422	129.12184	54.92421	94.0879	
ENSMUSG00000021670	1274.1573	1175.2842	1121.6205	924.835	1137.924	752.4268	
ENSMUSG00000039098	41.50592	28.926315	50.612762	34.156315	47.21829	30.93579	
ENSMUSG00000070883	41.980923	64.21671	38.1425	31.943157	59.20671	29.752764	
ENSMUSG00000076531	115.01842	134.92395	80.37474	34.14816	139.46106	147.76842	
ENSMUSG00000030881	90.75263	84.60434	52.056843	192.91289	137.86368	143.70631	
ENSMUSG00000084257	110.91763	77.136444	52.37	172.89973	112.539474	81.89579	
ENSMUSG00000042717	31.68579	30.988947	34.26	42.967236	26.693947	36.88	
ENSMUSG00000032928	44.75816	35.05921	30.612894	36.364475	47.864212	63.61763	
ENSMUSG00000084119	2395.244	3175.4116	3874.6665	3898.666	3774.7107	2500.0024	
ENSMUSG00000054418	64.274475	38.50342	36.698685	104.29658	64.08158	63.17842	
ENSMUSG00000015355	537.2995	729.78265	818.8929	607.6875	472.17288	605.57776	
ENSMUSG00000017400	165.64948	164.42526	178.31264	177.75816	122.28395	61.636314	
ENSMUSG00000064177	80.88224	88.81553	91.62369	51.73	42.05579	143.80263	
ENSMUSG00000028132	354.25922	328.17526	293.44263	168.39578	193.59842	155.25237	
ENSMUSG00000038517	549.96106	348.445	479.32788	629.12445	511.98633	461.78	
ENSMUSG00000020224	8000.543	7865.779	11615.904	13542.262	14738.335	9181.07	
ENSMUSG00000024805	444.16736	467.3384	402.02026	830.3671	255.90474	333.8992	
ENSMUSG00000044899	79.72895	71.103424	107.572365	105.65632	99.91026	50.905922	
ENSMUSG00000027377	67.12197	33.33342	66.891975	35.25829	48.120525	43.997894	
ENSMUSG00000045538	1332.7803	2061.2205	1272.2882	1211.8839	1452.3739	1227.5719	
ENSMUSG00000048920	688.27344	1039.3807	538.3821	649.986	583.27844	525.915	
ENSMUSG00000039349	154.06369	146.49948	108.27119	184.38289	417.29605	408.73422	
ENSMUSG00000038276	72.97289	52.104736	51.343422	35.806316	37.83921	47.746185	
ENSMUSG00000013833	377.30157	550.54156	387.73157	510.8858	591.28687	494.53842	
ENSMUSG00000071477	31.593685	37.167896	57.578552	43.943684	48.099606	97.060135	
ENSMUSG00000040600	1727.7723	1692.0077	922.4192	419.98447	429.92737	271.88867	
ENSMUSG00000037606	91.7279	98.3196	102.314735	40.738686	194.54764	76.27579	
ENSMUSG00000042569	1065.8326	1519.1871	988.9663	1442.4084	1647.0013	1741.81	
ENSMUSG00000030156	58.523422	36.812107	31.403948	148.05185	33.471054	65.91237	
ENSMUSG00000009628	37.471447	36.64066	26.744343	187.56657	29.449738	31.042105	
ENSMUSG00000003161	1598.2505	1815.763	1629.3126	1797.1124	1745.5792	1321.7423	
ENSMUSG00000020024	283.3321	551.77106	339.55896	460.2629	415.89948	428.66922	
ENSMUSG00000025215	45.792763	27.81658	31.921974	85.61131	47.2725	129.10434	
ENSMUSG00000022008	270.23212	309.54156	143.9708	389.9334	308.39935	397.37527	
ENSMUSG00000000538	997.46765	1282.7539	1141.6257	1349.3579	1182.3998	986.56866	
ENSMUSG00000079436	54.75237	94.670265	91.39632	78.28566	77.88579	53.67184	
ENSMUSG00000057351	58.19263	50.43434	65.08197	53.337368	21.536842	53.711315	
ENSMUSG00000027465	2405.4827	2721.4773	2415.3337	3134.0212	3055.1038	2998.4785	
ENSMUSG00000034792	79.48263	41.172104	65.52526	34.41421	74.03237	76.40211	
ENSMUSG00000020090	54.768024	54.39079	80.914474	58.50737	43.17105	95.46842	
ENSMUSG00000055602	48.167633	52.90092	75.87605	37.50013	71.61763	26.1725	
ENSMUSG00000027420	56.278683	97.21763	58.420525	75.35132	69.82329	141.45947	
ENSMUSG00000038132	41.896317	61.26737	38.377895	44.181843	31.758816	38.617893	
ENSMUSG00000001054	634.2582	1056.5294	692.8726	613.3492	744.7245	670.74475	
ENSMUSG00000029219	30.333685	30.43829	39.984604	42.62579	17.504473	69.286575	
ENSMUSG00000015476	285.20053	209.4371	312.04553	71.88789	113.65658	507.85712	
ENSMUSG00000051591	86.15948	60.930264	43.677105	39.31842	58.793686	48.067894	
ENSMUSG00000026295	14133.815	16701.064	13408.702	9294.499	10935.306	10245.451	
ENSMUSG00000024233	66.41184	75.38263	39.917896	196.03842	141.64658	36.336315	
ENSMUSG00000059134	76.66658	57.60921	40.423683	39.26763	85.15474	48.50171	
ENSMUSG00000059874	1001.99475	631.56683	812.435	220.78474	276.85132	466.45633	
ENSMUSG00000047143	56.08566	62.37263	79.95869	59.917107	24.797895	96.83829	
ENSMUSG00000031767	2503.6804	1645.4481	1720.8219	1734.7976	1090.0872	1769.304	
ENSMUSG00000022512	1409.7172	717.9521	900.2934	508.57684	682.21	698.21686	
ENSMUSG00000052616	31.522894	28.954737	33.293423	33.61684	50.39342	85.35368	
ENSMUSG00000071000	36.228157	23.572369	20.908552	30.126316	61.87342	57.27079	
ENSMUSG00000027208	56.794342	71.141846	52.221844	76.48842	30.722895	113.497894	
ENSMUSG00000052299	222.50948	312.1916	287.95474	305.07025	315.23013	314.0992	
ENSMUSG00000027566	6286.6094	7482.409	6047.113	4873.077	5322.1934	4524.648	
ENSMUSG00000019080	530.69763	691.4053	671.4829	498.60315	653.3058	721.23	
ENSMUSG00000054716	660.69366	673.4924	550.90234	921.0463	834.6005	712.82764	
ENSMUSG00000074555	66.89447	42.83684	78.92711	58.053684	238.11894	91.22158	
ENSMUSG00000035929	282.53238	260.4408	456.2188	699.3021	566.82446	617.56525	
ENSMUSG00000001333	59.836052	39.310265	54.403683	50.944736	128.31526	36.866577	
ENSMUSG00000039224	30.760527	38.876316	46.255	65.68303	73.76447	27.36658	
ENSMUSG00000033633	80.780266	38.96171	63.137104	26.756578	34.46737	33.99184	
ENSMUSG00000027079	566.4458	363.23315	387.48474	337.48184	69.97632	320.26474	
ENSMUSG00000040697	148.53552	132.62395	231.7154	53.37158	187.90184	328.9992	
ENSMUSG00000035125	82.37342	97.680786	72.78868	63.413685	42.143684	66.031975	
ENSMUSG00000079543	61.542633	36.587368	75.81553	37.60579	102.314735	40.157104	
ENSMUSG00000025068	12653.048	14819.042	10070.898	10895.629	11453.185	10852.445	
ENSMUSG00000045302	2716.7458	4184.922	2597.495	2841.3884	2580.551	2984.8662	
ENSMUSG00000031617	497.3971	525.6316	639.7647	849.2821	979.6384	761.665	
ENSMUSG00000060856	42.005264	37.642895	67.15263	73.98473	48.41158	56.14816	
ENSMUSG00000033342	49.586315	40.782368	33.040527	43.605526	30.1125	29.374737	
ENSMUSG00000002015	9659.229	10035.354	11083.992	8927.665	10723.416	10301.523	
ENSMUSG00000079490	314.9787	377.88974	267.10052	326.76788	133.0742	105.04632	
ENSMUSG00000048400	57.699474	109.200264	107.22263	46.76579	67.35842	109.98631	
ENSMUSG00000025091	45.423683	61.706577	84.26658	55.166843	70.50289	65.567894	
ENSMUSG00000050884	98.73395	99.32697	56.747105	39.28184	34.418686	34.25092	
ENSMUSG00000047995	82.36	73.47158	76.30473	34.911316	52.09158	25.758947	
ENSMUSG00000025647	754.1087	902.44104	599.486	135.21382	837.12555	694.6505	
ENSMUSG00000021890	1207.7318	2266.216	1640.5521	1173.5198	1417.2015	1146.732	
ENSMUSG00000028454	386.06317	622.7963	378.95975	319.09027	64.98355	353.15552	
ENSMUSG00000029408	42.88	55.890263	26.632631	27.567104	101.39158	45.963158	
ENSMUSG00000060332	37.05658	22.290262	34.52921	21.386053	24.07592	21.30737	
ENSMUSG00000056617	44.765923	50.354736	37.420788	34.388817	58.14	46.998947	
ENSMUSG00000024845	2553.5781	2703.51	2551.3635	2393.66	2606.6565	2766.1487	
ENSMUSG00000066704	27.797106	32.670525	20.375395	29.943947	33.404736	27.795	
ENSMUSG00000074754	1903.5216	2376.246	1660.2413	1748.7261	1573.6835	2154.9954	
ENSMUSG00000025034	4679.4927	4311.959	4615.704	6961.0947	5996.353	4974.136	
ENSMUSG00000008843	64.36198	45.306183	34.89934	21.751053	56.715263	42.55079	
ENSMUSG00000032350	14788.202	7492.9775	11727.418	10763.33	10315.219	13485.855	
ENSMUSG00000045942	813.53687	1047.1537	1150.8174	1354.1821	1806.6976	991.82684	
ENSMUSG00000037335	55.981052	55.147896	55.682896	88.99342	57.993683	87.725525	
ENSMUSG00000042388	31.368027	33.366055	30.346052	30.945	30.987104	88.185265	
ENSMUSG00000020955	505.2271	816.65234	516.3134	444.0408	436.1358	453.71948	
ENSMUSG00000052076	57.11	57.22763	37.825264	58.917633	25.06842	36.837765	
ENSMUSG00000075611	200.28	159.6079	112.5621	316.46683	283.45422	163.93605	
ENSMUSG00000022136	2483.6443	2945.105	2021.9852	1586.296	1470.1011	1853.9766	
ENSMUSG00000022685	44.765923	68.19921	58.554474	48.387104	324.26263	63.76342	
ENSMUSG00000007209	120.1125	76.228424	72.73974	44.32737	65.63539	66.418945	
ENSMUSG00000078533	88.66711	66.11658	79.130264	47.59355	64.06869	167.65448	
ENSMUSG00000047749	83.84842	60.50092	76.27579	35.722107	68.91618	46.92658	
ENSMUSG00000075514	68.43289	36.14158	44.273685	41.482895	114.55631	63.827763	
ENSMUSG00000029790	43.532894	92.65605	66.02816	42.752895	43.544735	49.152367	
ENSMUSG00000055030	37.22579	40.265526	54.485264	244.96368	115.10263	28.401447	
ENSMUSG00000038676	58.81263	57.353947	54.082893	35.050133	280.68472	91.08039	
ENSMUSG00000048745	26.314606	47.04	48.75671	48.419342	41.126183	38.594738	
ENSMUSG00000056089	20.826841	35.585262	30.95658	34.156315	48.80579	25.907368	
ENSMUSG00000023094	1293.2389	1463.5681	1255.2987	1284.6548	1330.6305	1195.461	
ENSMUSG00000045521	68.405525	64.636055	118.74869	41.672367	136.67802	92.71263	
ENSMUSG00000040374	1638.9419	2004.0292	1499.434	1377.965	1155.8029	1157.2266	
ENSMUSG00000031534	1284.0947	1372.8384	1287.2142	1199.84	1431.3798	1277.8702	
ENSMUSG00000024889	43.29079	65.27553	63.76842	44.83105	37.823685	86.22184	
ENSMUSG00000006215	223.23763	342.8129	311.30264	297.07867	501.36868	345.12396	
ENSMUSG00000028820	1185.4663	759.56134	1593.2784	1397.3987	1037.6168	1182.8384	
ENSMUSG00000081742	39.881317	56.407894	62.36487	76.02105	222.1729	39.985264	
ENSMUSG00000029055	71.26092	58.61763	58.886578	68.38816	53.68908	145.80974	
ENSMUSG00000036655	1631.8429	2306.0955	1363.39	1807.7284	1604.7229	1876.2876	
ENSMUSG00000018761	735.97314	501.13446	600.0871	436.1358	478.2071	477.7921	
ENSMUSG00000047053	50.917896	52.498158	43.25329	83.56276	150.35106	47.258423	
ENSMUSG00000037455	138.44618	233.81711	168.15263	117.93474	207.53236	75.66829	
ENSMUSG00000020720	763.5608	1044.0039	720.5755	937.1363	839.5913	454.6192	
ENSMUSG00000020897	399.47238	339.0937	271.9921	360.11975	254.81184	192.9371	
ENSMUSG00000025533	4888.12	3321.4417	4920.0005	3000.788	3510.1023	4652.8677	
ENSMUSG00000046785	44.059868	40.89658	61.26737	57.813683	122.75724	48.93763	
ENSMUSG00000048477	51.23816	32.26026	38.122105	111.42526	49.221844	82.17158	
ENSMUSG00000008301	491.0905	492.2508	555.935	552.75104	580.425	599.87897	
ENSMUSG00000083834	362.44183	405.95633	371.76053	416.50946	468.7729	640.6103	
ENSMUSG00000061283	24.799868	30.495132	37.29171	33.966843	48.82658	42.13842	
ENSMUSG00000063354	11407.0	11814.991	8847.597	7224.254	5750.823	4797.5977	
ENSMUSG00000028023	56.32737	60.5475	74.932106	41.426975	41.193947	66.06342	
ENSMUSG00000021819	67.05408	58.04921	105.078156	128.21684	61.9225	82.36	
ENSMUSG00000006299	697.69763	489.12262	976.59686	669.4229	860.1	1000.6392	
ENSMUSG00000036529	38.45763	39.164474	33.238422	67.06368	52.874344	60.193554	
ENSMUSG00000023328	42.935	57.24671	32.06	106.10711	48.26763	43.74842	
ENSMUSG00000019907	286.92133	294.6958	176.89658	55.981052	62.03184	205.94868	
ENSMUSG00000020331	50.13316	51.330788	32.10342	31.988947	145.28264	29.233158	
ENSMUSG00000030769	32.13316	47.50237	22.36342	33.871315	48.249344	30.244343	
ENSMUSG00000048628	33.67066	20.734606	21.671316	123.83447	37.41079	140.65158	
ENSMUSG00000052763	310.17474	304.31262	262.78528	583.43054	316.22	338.8663	
ENSMUSG00000035121	30.675526	43.90158	45.749474	50.84316	95.12369	49.518158	
ENSMUSG00000079571	43.828686	56.500526	25.929737	173.71368	75.79263	54.151054	
ENSMUSG00000055210	45.370132	59.201843	38.79526	104.90474	17.525263	35.60816	
ENSMUSG00000024730	61.454212	42.123028	33.08842	28.184736	50.175396	25.305922	
ENSMUSG00000035172	44.823948	55.975	52.277763	149.38869	55.32079	22.890526	
